user_prompt,유형,극성,시제,확실성
"합성비타민 A는 피부에 각질이 두껍게 형성되는 것을 억제, 제거해주는 효과가 뛰어나지만 오래 사용할 경우 입술이 마르고 갈라지는 것과 피부 건조, 결막염 등 점막이 손상되는 부작용이 나타나는 것을 볼 수 있다.",추론형,긍정,현재,확실
이후 서울시의 중재안이 나오기도 했지만 시공단에서 중재안 수용을 거부하는 등 양측 간 입장 차이가 좁혀지지 않는 상황이다.,사실형,긍정,현재,확실
미지의 기술기업이나 그 이름만큼이나 해독하기 어려운 가상화폐도 마찬가지다.,사실형,긍정,현재,확실
＇6인＇ 체제로 지난해 11월 첫선을 보인 엑소는 새 앨범 ＇옵세션＇ 인기로 지난해 83만장의 판매고를 올렸다.,사실형,긍정,현재,확실
"시범 지역은 서울 종로, 경기 부천, 충남 천안, 전남 순천, 경북 포항, 경남 창원 등이다.",사실형,긍정,현재,확실
SK머티리얼즈 주력인 세정용 특수가스 삼불화질소(NF3)는 세계 시장에서 40% 점유율을 차지하고 있다.,사실형,긍정,현재,확실
가장 공격력이 높은 적 뒤로 이동해 공격을 가하고 적 한 명에게 11회의 공격과 주변 대상에게 추가 피해를 입히는 능력을 보유했다.,사실형,긍정,현재,확실
게임은 각 캐릭터의 육성 여정을 3년간의 과정으로 풀어낸다.,사실형,긍정,현재,확실
그러나 8주 이상 만성기침이 이어진다면 정확한 원인을 밝혀내는 것이 중요하다.,추론형,긍정,현재,확실
임시 간헐적 업체가 아닌 사업 도급 시 처리 기간에 상주하는 업체에 한정된다는 설명이다.,사실형,긍정,현재,확실
몸에 달라붙지 않는 시어서커 원단으로 만든 파자마 바지는 몸에 달라 붙지 않아 시원하고 편하게 입기 좋다.,사실형,긍정,현재,확실
신한은행은 영상통화로 진행되었던 신규 고객 인증의 불편함을 개선하기 위해 안면인증 솔루션을 도입하여 영업시간 외 시간에도 신분증 사진과 얼굴 영상 촬영으로 본인인증을 지원한다.,사실형,긍정,현재,확실
다른 산업과 마찬가지로 문화 역시 해외에서 길을 찾아야 하는 이유다.,추론형,긍정,현재,확실
지난 한 주 동안의 암호화폐 동향 살펴보겠습니다.,대화형,긍정,현재,확실
DBS는 최대 14발을 장전 가능한 산탄총으로 두 번 연이어 발사 후 펌프만 하면 재장전 없이 빠르게 재사격할 수 있어 근접전에서 유용하게 사용된다.,사실형,긍정,현재,확실
보니 주거환경이 쾌적하고 단지는 하나의 성과 같은 느낌을 준다.,사실형,긍정,현재,확실
들으면 들을수록 동화 같은 이야기다.,추론형,긍정,현재,확실
"비슷한 이동수단인 전기자전거는 현행법상 안전모 착용 의무 조항이 있지만, 범칙금은 부과되지 않는다.",사실형,부정,현재,확실
데이터헤븐 예약 사이트에서 해외 전용 유심 또는 포켓 와이파이 상품을 BC카드로 대여하는 고객에게 5%(유심) 또는 20%(포켓 와이파이) 즉시할인 혜택을 제공한다.,사실형,긍정,현재,확실
이번 주말이면 전체 킬른의 절반인 20기 내외가 가동을 중단해야 할 상황이다.,사실형,긍정,현재,불확실
대표작 ＇메이플스토리＇의 세계관을 활용한 대체불가토큰(NFT) 프로젝트다.,사실형,긍정,현재,확실
탄력근로제 입법이 실패하자 정부는 재난·재해로만 묶여 있던 특별연장근로 인가 사유를 돌발적 상황과 통상적이지 않은 업무량 증가 등 경영상 요인까지 포함하는 안을 추진하고 있기 때문이다.,추론형,긍정,현재,확실
5위에 올라 있는 멕시코 ＇판의 미로＇와는 약 200만달러 차이다.,사실형,긍정,현재,확실
하지만 이들이 돌아오기를 기다리는 그리운 이들은 그 사연의 골이 깊고 각자를 힘들게 한다.,사실형,긍정,현재,확실
"＂타운에서 달아날 수는 있지만, 핏줄에서 달아날 수는 없다.＂",사실형,긍정,현재,확실
금융당국은 신종 코로나바이러스 감염증으로 인한 피해 영향권에 있는 업종과 계층을 특정하는 데 주력하고 있다.,사실형,긍정,현재,확실
"이후 수국사는 본 모습을 찾았고 특히 대웅전 안에 봉안된 4점의 불화는 태자와 태자비, 의친왕과 의친왕비, 영친왕 등의 안녕을 기원하기 위한 것으로 불화연구의 소중한 자료가 되었다.",사실형,긍정,현재,확실
"어떻게 병원이 열이 41도 넘는 환자를 해열제와 항생제만 처방하고 돌려보냈나 비난의 목소리가 높지만, 현장에서는 ＇매뉴얼에 어긋나지 않는다＇는 반응입니다.",대화형,긍정,현재,확실
"그가 쓰고, 그리고, 만든 것들의 무궁무진함은 지금도 남이섬을 꾸미는 ＇자연＇의 일부가 되어 있다.",사실형,긍정,현재,확실
"단 CCTV 상시 관제, 또는 주정차 질서 계도 봉사 등 단순 공익활동형 일자리가 대부분이다.",사실형,긍정,현재,확실
파타고니아 안티 쇼핑 캠페인은 2011년으로 거슬러 올라간다.,사실형,긍정,현재,확실
＂코로나19로 확진된 영아도 마스크를 착용해야 하나?＂,대화형,미정,현재,불확실
김 차관이 지목한 40대 일자리 위협 요인 중 기술 변화와 산업구조 전환은 해외에서도 심각한 문제로 지목되고 있다.,사실형,긍정,현재,확실
"둔촌주공 재건축은 올림픽공원 인근에 들어선 낡은 주공아파트를 헐고 새 아파트 85개 동, 1만2032가구가 들어서는 사업이다.",사실형,긍정,현재,확실
"보로노이가 현재 진행하고 있는 신약 개발 프로그램은 비소세포성폐암, 고형암(유방암 등), 퇴행성뇌질환 분야 등 총 11개나 된다.",사실형,긍정,현재,확실
조류의 부리와 날카로운 발톱은 악몽에도 자주 등장한다.,사실형,긍정,현재,확실
다음은 괴질이 돌고 있는 중국이다.,사실형,긍정,현재,확실
"케이팝을 비롯한 각종 음악과 다채로운 패션 아이템, 남녀노소 모두가 즐길 수 있는 ＇댄스배틀＇과 쉬운 조작, 팸(FAM) 중심의 커뮤니티, 커플 시스템 등 원작의 매력들을 담아 인기를 끌고 있다.",사실형,긍정,현재,확실
하지만 분명 그건 신뢰를 흔드는 반칙과 같은 행동이다.,사실형,긍정,현재,확실
다만 예비 조치에는 민간 사업장과 공사장의 저감조치나 배출가스 5등급 차량 운행 제한은 포함되지 않는다.,사실형,부정,현재,확실
"추석 무렵 연휴 기간 교통사고의 원인은 들뜬 마음에 신호 위반, 음주운전, 중앙선 침범 등 교통법규 위반이다.",사실형,긍정,현재,확실
초고령사회 진입이 케어푸드 시장 성장의 가장 큰 발판으로 손꼽히면서 정부도 케어푸드 육성을 적극 지원하고 있다.,사실형,긍정,현재,확실
음식과 남녀의 교정은 사람들의 큰 욕망인데 지금 색을 모르는 사람이 셋 있다.,사실형,긍정,현재,확실
당시 암호화폐 시장 초기로 사용자 보호와 유동성 공급이 필요하다는 판단 하에 두나무 보유 자산으로 한도 내 금액으로 거래에 참여했다는 설명이다.,사실형,긍정,현재,확실
"탈중앙화금융(DeFi), 대체불가토큰(NFT), 블록체인 기술 등에 관한 주제를 다룬다.",사실형,긍정,현재,확실
최근 주가는 7만8000원 선에서 움직인다.,사실형,긍정,현재,확실
＇일곱개의대죄＇는 출시 초반 대만과 미국 애플 앱스토어에서의 매출 성과도 높은 편이다.,추론형,긍정,현재,확실
그러나 윤 회장이 강조하는 건 ＇안전문화＇다.,사실형,긍정,현재,확실
남이섬을 멋진 예술 공간으로 만드는 요소 중 하나는 그림이다.,사실형,긍정,현재,확실
"1951년 창설된 ICAO는 국제협동조합연맹(ICA) 산하의 농업분과기구로 세계 농업 협동조합들의 상호발전과 협력을 선도, 현재 35개국 42개 회원기관이 참여 중이다.",사실형,긍정,현재,확실
우한 폐렴(신종 코로나바이러스)이라는 메가톤급 위기에 덮여 소강상태이지만 대북 관광 추진을 둘러싼 한미 간 충돌은 언제든 재개될 사안이다.,사실형,긍정,현재,확실
계약 금액은 2조원이다.,사실형,긍정,현재,확실
"그러던 어느 날, 예전에 크게 싸웠던 이케히사 고등학교 건물을 호쿠네이 고교가 임시로 빌리게 되고, 극악무도한 호쿠네이고 빌런들이 세력을 확장하자, 두 콤비도 이 싸움에 휘말리게 된다.",사실형,긍정,현재,확실
동시에 그건 공급자와 소비자를 동시에 기만하는 행동이기도 하다.,사실형,긍정,현재,확실
2년 전(9.9배)보다 3.4배포인트 상승한 것으로 3분기 기준 5분위 배율이 13배를 넘은 것은 관련 통계를 작성한 2006년 이후 처음이다.,사실형,긍정,현재,확실
여기에 두 가지 선술집 난투도 제공된다.,사실형,긍정,현재,확실
"브라질의 슬럼가를 리얼하게 묘사해 극찬받은 ＇시티 오브 갓＇(2002), 주제 사라마구의 베스트셀러 소설을 영화화한 ＇눈먼자들의 도시＇(2008)를 만든 페르난도 메이렐레스 감독은 이번에도 뛰어난 연출력을 보여준다.",추론형,긍정,현재,확실
우선 사업하는 데 비용이 많이 든다.,사실형,긍정,현재,확실
이 게임은 일본 스퀘어에닉스가 선보였던 RPG ＇삼국지난무＇의 지식재산권(IP)을 활용해 한빛소프트와 스퀘어에닉스가 새롭게 공동 개발한 작품이다.,사실형,긍정,현재,확실
92년 아카데미 역사상 영어가 아닌 언어로 만든 영화가 오스카 작품상을 받은 건 ＇기생충＇이 처음이다.,사실형,긍정,현재,확실
자녀에게 재산을 물려주거나 부부 사이에 공동 명의로 바꾸는 사례가 대부분이다.,사실형,긍정,현재,확실
"노조 측은 운임 30% 인상, 공병운임 인상, 차량 광고비 지급 등을 요구하고 있다.",사실형,긍정,현재,확실
진영 간 갈등이 악화일로를 걸으면서 그 피해는 인근 주민들에게 고스란히 가고 있다.,추론형,긍정,현재,확실
소람한방병원은 양·한방 통합 면역 암치료만을 전문으로 하는 의료기관이다.,사실형,긍정,현재,확실
고혈압약 중 이뇨제는 소변 배출량을 늘려서 혈압을 떨어뜨리는데 이 과정에서 비타민 B1도 같이 빠져나간다.,사실형,긍정,현재,확실
특히 사우샘프턴전에서 토트넘 주 공격수 해리 케인(햄스트링)과 중원의 탕기 은돔벨레(사타구니)가 모두 부상으로 그라운드를 떠나 전력 손실이 발생하면서 첼시와의 승점 차(6점)도 멀어 보인다.,추론형,긍정,현재,확실
불안은 주로 사회적 지위에 관한 것이다.,추론형,긍정,현재,확실
현재까지 200억원 이상 투자를 유치해 기술 검증용 시험 로켓 발사를 완료하고 발사체 상용화를 준비 중이다.,사실형,긍정,현재,확실
또한 2170 배터리 보다 공정횟수가 적어 비용이 줄기 때문에 생산성도 높다.,사실형,긍정,현재,확실
"외부 펀딩 없이 100% 자기 자본(내부 보유 현금)으로 투자하고, 만기가 없는 펀드여서 장기적 관점으로 투자하는 것이 GS리테일 CVC의 강점이라는 설명이다.",사실형,긍정,현재,확실
이들은 지난 3월 5일부터 4월 15일까지 마약류 식욕억제제를 강원·경북 소재 병원에서 자기 또는 타인 명의로 처방받은 뒤 사회관계망서비스(SNS)를 통해 판매하거나 투약·구매·보관한 혐의를 받는다.,사실형,긍정,현재,확실
2분기 출시를 앞둔 ＇라그나로크 택틱스＇는 전세계 1억 명이 이용한 ＇라그나로크＇ 지식재산권(IP)를 활용한 모바일게임이다.,사실형,긍정,현재,확실
대역폭은 100~2만Hz에 달해 크기에 비하면 준수한 편이다.,사실형,긍정,현재,확실
"A급 소·중·대 역시 각각 6만5000원, 5만8000원이다.",사실형,긍정,현재,확실
환자가 아닌 정부에 유해하다는 것이다.,사실형,긍정,현재,확실
이날 네이버 주가는 오후 2시 40분 기준 전 거래일 대비 3.75% 하락한 24만3000원에 거래되고 있다.,사실형,긍정,현재,확실
그러던 중 시 주석이 올해 상반기 사드 배치 이후 한국을 처음으로 방문할 것이라는 소식이 전해지면서 한한령 해제에 대한 기대감이 형성되고 있다.,사실형,긍정,현재,확실
우리 군이 병력과 화물 수송이 가능한 다목적 대형 공중급유기 KC-330을 도입한 이유는 공중급유 임무 외에도 장거리 해외 병력 수송이나 재외국민 긴급 소개 작전 시에 신속한 의사 결정과 이에 따른 항공기 동원 시에 최적의 기종이기 때문이다.,추론형,긍정,현재,확실
미세먼지 주범인 노후 경유차를 2024년까지 완전히 퇴출하겠다는 정부 계획이지만 현재 가장 강력한 수단은 운행제한이다.,사실형,긍정,현재,확실
KB금융과 우리금융은 CEO 신년사에서 M&A를 주요 항목으로 언급할 정도로 적극적이다.,추론형,긍정,현재,확실
지난 3일 미국 캘리포니아주 팜스프링스로 건너가 동계 훈련에 돌입한 고진영은 혼다 LPGA 타일랜드로 시즌을 시작한다.,사실형,긍정,현재,확실
경매사인 크리스티코리아는 ＂컬렉터 정보를 알려 드릴 수 없다＂는 공식 입장만 되풀이할 뿐이다.,사실형,긍정,현재,확실
모든 선수가 그렇겠지만 김효주가 살아남기 위해 택한 방법은 ＇지옥 훈련＇이다.,사실형,긍정,현재,확실
소고기 대신 돼지고기나 굴로 육수를 우려도 된다.,사실형,긍정,현재,확실
따라서 정몽규 HDC 회장은 인수하거나 포기하거나 둘 중 하나의 선택만 남은 셈이다.,사실형,긍정,현재,확실
실탄이 넉넉한 KB금융에 비해 우리금융 자금 여력은 빠듯한 편이다.,추론형,긍정,현재,확실
"요즘 세계는 가깝게는 5년 전, 멀게는 10년도 더 전으로 돌아간 것 같습니다.",대화형,긍정,현재,확실
"식품 연관 산업이라고 하면 전통적인 식품산업에 더해 농업이나 수산업, 유통업, 물류업, 헬스케어 업종 등도 해당된다는 게 이 교수 생각이다.",추론형,긍정,현재,확실
이번 새롭게 출시한 셀리엑티브 라인 3종은 후코이단과 5가지 히알루론산이 함유된 안티에이징에 특화된 제품들이다.,사실형,긍정,현재,확실
이렇게 꾸민 아바타로 ＇스타콘테스트＇에 참여해 랭킹에 따라 게임 내 재화 등 보상을 획득하는 것이 가능하다.,사실형,긍정,현재,확실
"여기에 스마일게이트는 ＇크로스파이어 제로＇의 동남아 서비스, 콘솔용 게임 ＇크로스파이어X＇의 글로벌 출시 등을 준비하고 있고 펄어비스도 상반기 배틀로얄 액션 대전게임 ＇섀도우아레나＇를 내세우는 등 국내보다는 해외 시장을 타깃하는 모습이다.",사실형,긍정,현재,확실
한국 사회가 불안을 대하는 자세에는 세 가지(3D) 문제가 있다.,추론형,긍정,현재,확실
지난해 내내 급등한 수도권 아파트 시장 분위기가 심상찮다.,사실형,긍정,현재,확실
＇궁극기인 대미 장식＇은 세트가 적 챔피언을 붙잡아 앞으로 도약한 뒤 바닥에 내리 꽂는 기술이다.,사실형,긍정,현재,확실
＇모바일 안심케어서비스＇는 모니터링 대상자의 유무선 전화 착·발신 이력을 자동으로 모니터링하여 특정기간(1~10일) 동안 통신 기록이 없을 경우 이들의 신변을 확인하기 위한 절차에 즉시 돌입하는 서비스다.,사실형,긍정,현재,확실
"초록색, 보라색, 붉은색, 검은색, 흰색 등 다양한 색깔과 형태가 전시장 벽면을 채운다.",사실형,긍정,현재,확실
＇슈퍼리그＇는 1대1 매칭 대전으로 새로운 룰과 승리 조건을 도입한 것이 특징이다.,사실형,긍정,현재,확실
"다만 법인세율 인하는 법 개정 사안으로 국회 통과 과정에서 야당의 협조가 필수적인데, 더불어민주당 내에서 부정적 기류가 감지되고 있다.",사실형,긍정,현재,확실
국내 흥행 가능성은 높게 점쳐지고 있다.,추론형,긍정,현재,불확실
코로나19로 전국 경제활동이 마비되면서 각계각층에서 구원의 손길이 끊이지 않는다.,사실형,부정,현재,확실
아예 탑승이 불가능한 경우도 체크해야 한다.,추론형,긍정,현재,확실
여기서 더불어민주당은 두 가지 고민에 빠진다.,사실형,긍정,현재,확실
"＂1차 검사는 음성, 재검 시 양성이 나오는 이유는?＂",대화형,긍정,현재,불확실
"지키기 힘들어 보여도 일단 그 자리에서 거절하지 말고, 약속을 하고 잊으라고 조언한다.",추론형,긍정,현재,확실
전문가들은 코로나19에 감염됐을 때 이를 방어하는 면역체계에 반응하는 ＇사이토카인 폭풍(cytokine storm)＇이 사람에 따라 다른 양상을 보여 생사를 갈랐다고 분석한다.,사실형,긍정,현재,확실
경찰은 A씨 폭로 이후 김씨가 주점 관계자들을 동원해 A씨를 압박했다는 의혹도 조사 중이다.,사실형,미정,현재,확실
이는 2016년(1720억원) 이전 수준으로 퇴보한 수치다.,사실형,긍정,현재,확실
《산림경제》는 솔잎이 굶주림을 면하게 하면서 속도 편히 만든다고 한다.,사실형,긍정,현재,확실
"틈 날 때마다 스트레칭을 하고, 한 시간에 한 번씩 자세를 바꾸는 것은 기본이다.",사실형,긍정,현재,확실
그런 사정에 북한은 대북 쌀 지원은 매몰차게 거절해도 의약품 대북 지원은 애타게 기다리고 있다.,사실형,긍정,현재,확실
현대바이오사이언스는 구충제 성분 니클로사마이드를 사용해 경구용 치료제를 개발 중이다.,사실형,긍정,현재,확실
블록딜은 합법적인 주식 매각 방법이지만 개인 투자자에게 결코 반갑지 않은 소식이다.,사실형,긍정,현재,확실
정말 중요한 것은 정책결정권자들의 역할이다.,추론형,긍정,현재,확실
문제는 ＇카트라이더＇와 달리 ＇카트라이더: 드리프트＇의 경우 글로벌 서비스로 운영되면서 한국 이용자간에 게임을 즐겨도 50ms 이상의 응답속도가 발생한다는 점이다.,사실형,긍정,현재,확실
매터넷(Matternet)의 CEO인 안드레아스 랩토풀로스(Andreas Raptopoulos)와 같은 드론 산업의 개척자들은 드론은 거대한 벽화를 만들 것이며 이에 관련하여 단계별 프로토콜을 만들 필요가 있다고 지적한다.,사실형,긍정,현재,확실
토지 보상금만 2024년까지 순차적으로 32조원 이상 풀린다.,사실형,긍정,현재,확실
"＇천궁＇의 기획, 설계, 제작은 정밀유도무기, 감시정찰, 지휘통제 및 통신 등 지상, 공중, 해상 등의 전 분야에서 첨단 무기체계 개발 및 양산을 해오고 있는 LIG넥스원에서 담당하고 있다",사실형,긍정,현재,확실
현재 단독후보 추천만을 남겨 놓은 상황에서 지난 29일에 이어 두 차례나 행장 선임이 연기된 것이다.,사실형,긍정,현재,확실
그래서 공사 중인 대웅보전을 볼 기회를 놓치지 말자는 얘기다.,사실형,긍정,현재,확실
"이 외에도 신세계 계열사나 소셜커머스, 영화관 이용 시 7% 할인 혜택을 제공하고 있어 연말연시 약속 많은 직장인들을 위한 필수 카드로 꼽히고 있다.",사실형,긍정,현재,확실
하지만 그는 인생에 큰 오점을 남긴다.,사실형,긍정,현재,확실
조선인들이 무덤을 파는 데 동원됐던 모양이다.,추론형,긍정,현재,불확실
미국과 이란 간 갈등이 전면전으로 번지지 않은 것은 참으로 다행이다.,추론형,긍정,현재,확실
우리 몸에 들어온 온갖 잡균을 죽여주는 역할을 함은 물론 혈관을 건강하게 해줘 혈관이 딱딱해 지는 동맥경화를 개선시켜주고 나쁜 콜레스테롤을 줄이며 혈액순환을 원활하게 해주는 착한 음식이기도 하다.,사실형,긍정,현재,확실
"＂아쉬운 마음이 들거나 선입견, 혼란을 드렸다면 그건 (배우로서의) 제 부족함 때문이에요.＂",대화형,긍정,현재,확실
"이론상으로는 감염 가능성이 있지만, 혈액에서 바이러스가 검출되는 경우는 중증 환자 중에서도 극히 일부에서 나타난다는 설명이다.",사실형,긍정,현재,확실
50대부터 급증하고 흡연이나 야외 활동이 많은 인구 군에서 주로 관찰된다.,사실형,긍정,현재,확실
티켓파워를 지닌 영화감독들이 ＇제작사＇를 병행해서 수익을 극대화함과 달리 그는 별도 사업을 펼치지 않는다.,사실형,부정,현재,확실
한국 게임들의 이번 갈라버스 참여가 눈길을 끄는 이유는 블록체인 게임 장르의 다변화를 주도하고 있기 때문이다.,추론형,긍정,현재,확실
"무엇보다 전투기로서 중요한 것은 공대공, 공대지용 무장으로, 스마트 폭탄 체계통합이 탑재되는 KF-X의 무장 라인업으로는 미티어 중거리 공대공 미사일, IRIS-T 단거리 공대공 미사일, 레이저 유도폭탄 GBU-12, GPS 유도폭탄 제이담(JDAM)과 레이저 제이담(Laser JDAM), 소구경폭탄(SDB-1), 자유낙하방식의 바람 수정확산폭탄 CBU-105 등이 장착된다.",사실형,긍정,현재,확실
샘 오취리는 ＂남산을 제일 좋아한다＂고 말하면서도 프로그램에 등산 콘텐츠가 추가될 수 있다는 생각에 ＂등산은 안좋아한다＂고 말한다.,사실형,긍정,현재,확실
아메리칸 핏불테리어는 과거 미국의 척박한 환경에서 퓨마나 늑대로부터 사람을 지키기 위해 만든 견종이다.,사실형,긍정,현재,확실
그만큼 정공법이고 직설적이다.,추론형,긍정,현재,확실
기존에는 한 개 국가에 납부하던 세금을 수십 개 수출대상국에 따로 납부해야 하는 상황을 맞이할 수 있기 때문이다.,추론형,긍정,현재,불확실
영국 경찰 신고의 경우 전화 또는 경찰서 홈페이지를 통해 온라인으로 접수가 가능하다.,사실형,긍정,현재,확실
미·중 무역분쟁이 1단계 합의에 돌입해 오는 15일 서명을 앞두고 있는 것도 호재다.,사실형,긍정,현재,확실
이번 입찰에서 승리할 경우 추가 수주에서 유리한 고지를 점할 수 있다.,사실형,긍정,현재,확실
현재 국내 대학 전체 유학생 중 중국인 유학생 비중은 44%에 달한다.,사실형,긍정,현재,확실
코로나19가 경제에 주는 충격을 현재 단계에서는 섣불리 가늠하기 어려울 것 같다.,추론형,부정,현재,확실
6만 5000원 선에서 거래되던 수입 대게 역시 현재는 5만 원대에 판매 중이다.,사실형,긍정,현재,확실
업계에선 바이오시밀러 수출이 그중 핵심 역할을 했다고 평가하고 있다.,사실형,긍정,현재,확실
듣다 보면 은근 속도 깊고 겸손하다.,추론형,긍정,현재,확실
자동차 배출가스 일산화탄소는 연료의 탄소성분이 불완전 연소 시 발생하는 투명하고 무취의 독성 가스로 인체가 노출되면 혈액의 산소 운반기능이 저하된다.,사실형,긍정,현재,확실
"아카데미 작품상, 감독상, 각본상, 편집상, 미술상, 국제영화상 등 6개 부문의 수상 후보작에 올라 있다.",사실형,긍정,현재,확실
또 중국 우한 지역에서 국내로 입국해 격리 수용중인 교민들에게 데이터 무제한 이용이 가능한 ＇Liiv M 유심칩＇ 600개를 제공한다.,사실형,긍정,현재,확실
제주에서 열린 더CJ컵에 이어 하와이에서 다시 우승해 ＇섬나라 골프황제＇란 애칭을 얻은 토머스가 다시 ＇섬＇에서 우승을 차지할지 관심을 모은다.,사실형,긍정,현재,확실
공인인증서를 대체할 새로운 본인인증 수단으로는 금융회사나 통신사의 전자인증과 생체정보를 이용하는 바이오 인증이 떠오르고 있다.,사실형,긍정,현재,확실
정부가 앞장서서 미술품 양도차익 과세 강화와 세무조사로 옥죄지 않아도 미술 시장은 내리막길을 걷고 있다.,추론형,긍정,현재,확실
팰리세이드는 2018년 국내 시장에 데뷔한 후 매년 5만대 이상 팔린 현대차 인기 모델이다.,사실형,긍정,현재,확실
＇인구 감소 사회는 위험하다는 착각＇은 인구론의 새로운 관점을 제시하는 제법 괜찮은 처방전이다.,추론형,긍정,현재,확실
정답률이 50%를 넘으면 3주년 기념 코스튬 등 특별한 추가 보상도 주어진다.,사실형,긍정,현재,확실
서울 아파트값이 치솟으면서 상대적으로 저렴한 빌라 거래가 급증하고 있다.,사실형,긍정,현재,확실
특약을 통해 농(임)업인교통재해사망 및 재해골절도 보장한다.,사실형,긍정,현재,확실
이렇게 반도체 대학 교육이 취업과 연계되지 않으면서 전문성을 확보하기 어렵다는 지적도 있다.,사실형,긍정,현재,확실
"혹시라도 태아에게 코로나 감염이 옮겨지는 수직감염이 발생할지, 그리고 모유를 수유해도 좋을지 등이 임산부들의 가장 큰 걱정거리가 되고 있다.",사실형,긍정,현재,확실
＂보통 수준의 면역력을 지닌 성인 치료는?＂,대화형,긍정,현재,불확실
"인간 마음의 기제의 근원인 ＇뇌＇의 특성으로 인해 그 자체로 융합학문으로서의 성격을 갖기 때문에, 전공트랙도 유아 두뇌발달, 아동청소년 두뇌훈련, 성인 역량계발, 중장년 치매예방 분야로 나뉜다.",사실형,긍정,현재,확실
"그동안 프라이머사제의 투자를 받은 스타트업은 피스컬노트, 숨고, 데일리호텔, 호갱노노, 임프리메드 등 70곳에 달한다.",사실형,긍정,현재,확실
"요즘 미술계에서 가장 핫한 스타 RM은 미술관과 갤러리, 경매사 등을 두루 찾는 미술 애호가다.",사실형,긍정,현재,확실
하지만 정규리그 개막을 기다리는 수많은 야구팬들에게는 흥밋거리다.,사실형,긍정,현재,확실
"새 산안법은 산업재해 예방에 대한 도급(원청) 업체의 책임을 강화하고, 위험작업의 도급을 제한한 것이 가장 큰 특징이다.",사실형,긍정,현재,확실
그렇다면 서울·수도권 여러 지역 중 눈여겨볼 만한 곳은 어디일까.,대화형,미정,현재,불확실
1776년의 독립선언 250주년을 맞는 2026년을 기념하기 위한 준비다.,사실형,긍정,현재,확실
이번 3주년 업데이트는 신규 영웅 ＇되찾은 기억 윤회의 엘리자베스＇ 추가를 비롯해 이용자들의 의견을 반영한 3주년 그랜드 페스티벌 앙케이트 영웅 라인업 공개 등이 골자다.,사실형,긍정,현재,확실
관세청에 따르면 지난해 대중 수출은 국내 전체 수출에서 25.1%로 중국은 주요 수출국 중 1위다.,사실형,긍정,현재,확실
주씨는 댓글로 쏟아지는 반응에 멋쩍은 듯 웃으며 ＂(제가) 더워서 헛소리를 한다＂고 덧붙였지만 온라인 커뮤니티와 수험생 커뮤니티 사이에서는 특정 직업 비하 발언이라며 적잖은 논란이 일고 있다.,사실형,긍정,현재,확실
4개 조에서 각 조 3위까지 본선에 올라 기회는 충분하다.,추론형,긍정,현재,확실
합성비타민 A가 건선에 효과가 있는 이유는 이 약이 건선에서 나타나는 각질 형성세포의 증식과 분화의 이상을 억제하는 작용이 있기 때문이다.,추론형,긍정,현재,확실
북반구의 4분의 1을 덮고 있는 동토층도 같은 운명에 처해 있습니다.,대화형,긍정,현재,확실
특히 20세 이하 월드컵 준우승 멤버이자 2선 자원임에도 6골이나 넣은 이동경(울산 현대)의 활약이 기대된다.,추론형,긍정,현재,확실
"릴스 리믹스로 영상을 올리면 좌, 우 2분할 화면에 박재범의 댄스 영상과 본인의 댄스 영상이 나란히 노출된다.",사실형,긍정,현재,불확실
소람한방병원은 ＇요양병원＇이 아닌 환자 개인별로 상황에 맞는 치료와 관리를 위한 ＇전문 치료를 하는 암병원＇을 지향한다.,추론형,긍정,현재,확실
반찬도 집밥 스타일로 판다.,사실형,긍정,현재,확실
미국 혁신의 상징 실리콘밸리에는 미국과 한국에 있는 한인 창업자들을 찾아 아낌없는 조언과 통 큰 투자를 해주는 선배 창업자가 있다.,사실형,긍정,현재,확실
"주문과 동시에 사장님이 직접 만두를 빚고, 찌기 때문에 빠른 서빙과 회전이 이뤄지지는 않지만, 그 모든 것을 감수할 수 있는 맛이다.",추론형,긍정,현재,확실
스트레스를 받은 단층이 지진을 일으킬 것을 확신하면서도 정확한 시점은 알지 못하는 지질학자와 같다.,사실형,긍정,현재,확실
우리는 특별한 사정이 없다면 낯선 상대방이 가급적 진실을 말한다고 믿는다.,추론형,긍정,현재,확실
집권 전반기를 지나면서 국정 장악력이 약화될 뿐 아니라 국민의 피로감도 쌓여 가기 때문이다.,사실형,긍정,현재,확실
힘들고 고된 치료의 여정을 겪어야 했던 많은 전이성 유방암 환자들에게는 반가운 소식이 아닐 수 없다.,추론형,부정,현재,불확실
＂잠깐 물러서서 연습 스윙을 다시 한번 하라.＂,대화형,긍정,현재,확실
경유차는 미세먼지 외에도 질소산화물(NOx)도 배출한다.,사실형,긍정,현재,확실
민관이 손을 잡고 반도체 비전공자라 하더라도 1년가량 양질의 직무 훈련 프로그램을 가동해 현장 중심 인력을 신속하게 양성하자는 취지다.,사실형,긍정,현재,확실
신제품인 비스포크 무풍에어컨 갤러리 체온풍은 계절이나 날씨에 따라 냉방·체온풍·청정·제습 기능 등을 선택할 수 있다.,사실형,긍정,현재,확실
그중 특히 인기가 있는 곳이 안데르센 그림책센터와 그림책 놀이터다.,사실형,긍정,현재,확실
＂아! 원경왕후가 조정의 안정을 도운 공은 참으로 신파의 조언이 크다.＂,사실형,긍정,현재,확실
또한 오래 닦는다고 치아 사이의 음식물이 제거되는 것이 아니라 닦이는 부분만 반복적으로 닦는 경우가 많다.,사실형,긍정,현재,확실
