index,user_prompt,유형,유형_예측,극성,극성_예측,시제,시제_예측,확실성,확실성_예측
98,"계층 이동 사다리가 끊겼고, 공정과 정의를 모토로 한 ＇촛불정권＇ 출범에도 빈부 격차는 나아지지 않고 있다.",사실형,추론형,부정,부정,현재,현재,확실,확실
160,"오십견, 회전근개 파열로 치료를 받고 있지만 차도가 없다.",사실형,사실형,부정,부정,현재,현재,확실,확실
148,"북쪽에 속초가 있고, 남쪽에 양양 낙산비치가 있으니 상대적으로 사람이 크게 몰리지 않았던 것이다.",사실형,추론형,부정,긍정,현재,과거,확실,확실
75,경제적 약자인 세입자 배려가 필요하지만 입법적으로 받아들여지지 않고 있다.,사실형,추론형,부정,부정,현재,현재,확실,확실
108,"종종 라운드넥의 화이트 면 티셔츠를 이너로 입는 이들을 볼 수 있는데, 크게 추천하지 않는다.",사실형,추론형,부정,부정,현재,현재,확실,확실
26,일본에서 찍은 책판의 문자는 자획이 정연하여 우리나라의 것과는 비교가 되지 않는다.,사실형,추론형,부정,부정,현재,현재,확실,확실
0,"＂OTT 사업을 처음부터 직접 키우려 했다면 쿠팡플레이의 ＇타임 투 마켓(Time to Market, 제품 개발부터 판매까지 걸리는 시간)＇은 2년이 걸렸을 것이다.＂",예측형,추론형,부정,긍정,과거,과거,확실,불확실
0,신종 코로나바이러스 감염증(우한 폐렴) 사태 수습과 내수 정상화에 힘써야 할 중국이 미국과 약속한 2000억달러(약 231조원) 추가 구매를 제대로 이행하기는 어려울 것이다.,예측형,추론형,부정,부정,미래,미래,불확실,불확실
1,확실히 백내장 진단을 받았어도 입원 치료를 받을 만큼 특별한 상황이었음을 입증하지 못하면 30만원 이상의 보험금을 받기 어려울 전망이다.,예측형,추론형,부정,부정,미래,미래,불확실,불확실
2,"결국 국내 은행들은 상대적으로 손쉬운 이자 장사에만 다시 몰두할 것이고, 외국인 투자자들은 한국 금융사를 더 이상 쳐다보지 않을 것이다.",예측형,추론형,부정,부정,미래,미래,불확실,확실
0,이달 24~27일(현지시간) 스페인 바르셀로나에서 열리는 세계최대 모바일 전시회 모바일월드 콩그레스(MWC)에 참가하는 국내 기업들도 줄어들 것으로 보인다.,예측형,예측형,부정,부정,현재,미래,불확실,불확실
