user_prompt,유형,극성,시제,확실성
여기에 딱 들어맞는 게 대한민국 퇴직연금입니다.,대화형,긍정,현재,확실
그러면 왜 정통 의학에서는 레이어트릴을 항암제로 인정하지 않으려는 것일까,대화형,부정,현재,불확실
"인공지능과 같은 기술들이 이제는 수도꼭지만 틀면 나오는 수돗물처럼 일상적으로 구매할 수 있는 상품이 되어버린 지금, 수도 배관을 공급해 주는 역할을 하는 이들 기업은 CES에서 울려 퍼진 ＇인공지능 합창＇만큼 좋은 일도 없었을 겁니다(그래서 이들 회사의 주가는 CES 2020 이후 크게 올랐습니다).",대화형,긍정,과거,확실
"＂얼른 코로나 사태가 끝나서, 마스크는 이제 안 팔아도 되는 세상이 왔으면 좋겠어요.＂",대화형,긍정,미래,확실
연습법도 있죠.,대화형,긍정,현재,확실
정부가 ＇상상력을 발휘해＇ 이전과는 비교할 수 없을 정도의 ＇강도 높은＇ 정책을 내놓지 않을 수 없는 이유입니다.,대화형,긍정,현재,확실
＂최민철 배우의 A형 독감 확진 판정으로 뮤지컬 레베카 1월 4일 잭 파벨 역 캐스팅이 변경됐습니다.＂,대화형,긍정,과거,확실
퍼터의 힐(뒷부분)이 스틱에 닿게 정렬한 뒤 백스윙과 폴로스루를 할 때 최대한 스틱을 따라 움직이면 됩니다.,대화형,긍정,현재,확실
문제는 높은 가격이 아니라 제조 난도가 높은 만큼 한 해에 공급할 수 있는 양이 한정적이라는 사실입니다.,대화형,긍정,현재,확실
그래서인지 이번 CES 2020에서는 보다 많은 B2C 회사가 어떻게 하면 그런 기술들로 ＇앞으로 무엇을 할 수 있다＇를 넘어서서 ＇당장 무엇을 할 수 있다＇를 보여주려는 압박을 강하게 받고 있다는 사실을 확인할 수 있었습니다.,대화형,긍정,과거,확실
＂예능과 연기를 병행하는 경우 다들 비슷한 고민과 혼란을 겪을 거라고 생각해요.＂,대화형,긍정,현재,확실
길쭉한 쌀과 튀겨놓은 조가 비슷할 수조차 없지 않겠나.,대화형,부정,현재,불확실
차라리 아무것도 안 하는게 돈을 버는 것일 수 있다는 생각을 갖도록 해야 하지 않을까.,대화형,긍정,미래,불확실
"＂이번 자금난만 넘어가면 괜찮을 기업인데, 이런 기업은 어떻게든 살려줘야 해요.＂",대화형,긍정,현재,확실
오래전부터 지적돼온 신산업 육성에 제대로 대응하지 못한 한국 상황이 더욱 안타까운 요즘입니다.,대화형,긍정,현재,확실
"이번에 분석한 주주 구성은 쟁글이 가상화폐거래소, 펀드 등 파트너사들에 제공하는 실사보고서(Due Diligence Report)에서 확인할 수 있는 내용입니다.",대화형,긍정,현재,확실
종합해 보면 이렇습니다.,대화형,긍정,현재,확실
그리고 시장은 이처럼 최악을 대비하는 기업들에 더 주목하고 있는 모습입니다.,대화형,긍정,현재,확실
"전일 거래대금이 1,000만 달러 이상이었던 코인 중 가장 오름폭이 컸던 코인은 아이콘(ICX)이었습니다.",대화형,긍정,과거,확실
"감염병으로 시작해 갑자기 온난화 이야기를 꺼낸다니 다소 뜬금없을 수 있지만, 감염병과 온난화는 밀접하게 연결돼 있죠.",대화형,긍정,현재,확실
"비트코인은 1,100만원 돌파를 앞두고 횡보를 이어가고 있습니다.",대화형,긍정,현재,확실
＂웰빙 트렌드와 함께 건폐율이 낮은 쾌적한 아파트 인기는 계속될 것＂ 박상언 유엔알컨설팅 대표의 의견입니다.,대화형,긍정,현재,확실
그곳에도 골목은 있을까?,대화형,미정,현재,불확실
준공 10년이 넘은 아파트가건폐율이 높다는 이유로인근 새 아파트 못지않게시세가 형성되기도 합니다.,대화형,긍정,현재,불확실
＂서울숲 인근에는 오페라하우스 건립도 추진 중입니다.＂,대화형,긍정,현재,확실
"온 나라의 신민들이 곧바로 죽지 못함을 한탄하고 있건만, 어가를 따르고 있는 신하들은 위기 극복을 위해 힘을 합치기는커녕 정적을 제거할 때를 얻었다고 여기니 슬프구나!",대화형,긍정,현재,확실
따라서 완전 연동형이 아닌 준연동형 비례대표제로 불립니다.,대화형,긍정,현재,확실
＂게임 아이템이 일종의 역사성을 갖고 있는 거지요.＂,대화형,긍정,현재,확실
＇하이 NA EUV＇는 현재 가장 최첨단인 차세대 EUV 노광장비입니다.,대화형,긍정,현재,확실
그 다음으로는 우리나라 대표 암호화폐이자 인터체인 알고리즘을 사용한 아이콘(ICX)이 12% 상승했습니다.,대화형,긍정,과거,확실
이 지검장이 권력 앞에 소신을 꺾지 않길 바란다.,대화형,긍정,현재,확실
지역구에서 많은 의원들이 당선되면 연동형이 적용되는 비례의석을 그만큼 적게 받게 됩니다.,대화형,긍정,현재,확실
사람만이 아니라 동물들의 이동도 자유로워지죠.,대화형,긍정,미래,확실
비트코인이 쉬어가면서 메이저 알트코인이 강하게 올랐기 때문입니다.,대화형,긍정,현재,확실
그러나 비워서 만들어진 공간을 활용하는 것은 가능하지 않을까.,대화형,긍정,미래,불확실
어떤 스윙일까요.,대화형,미정,현재,불확실
암호화폐 투자에 있어 궁금하신 내용은 매주 수요일 오후 7시 디스트리트 유튜브 채널에서 진행하는 ＇코인상담소＇에서 라이브로 질문 주시기 바랍니다.,대화형,긍정,현재,확실
"비트코인이 1,100만원을 돌파할 가능성은 높지만, 만약 돌파에 실패할 경우 시장에 단기 조정이 찾아올 수 있습니다.",대화형,긍정,미래,불확실
임성재는 퍼팅을 할 때 하나의 원칙이 있습니다.,대화형,긍정,현재,확실
4인부터 10인까지 함께할 수 있는 룸도 마련되어 있으니 프라이빗한 식사를 원한다면 참고하자.,대화형,긍정,현재,확실
2013년부터 2019년까지 401K 수익률은 연평균 9.49%나 된다네요.,대화형,긍정,과거,불확실
"당시 우리 정부는 ＂대한민국에서 ICO에 어떤 방식이든 참여하지 말라. 판매도 금지, 구매도 금지＂라는 강한 메시지를 던졌습니다.",대화형,긍정,과거,확실
신종 감염병인 코로나19의 확산으로 인해 전 세계가 감염병의 공포에 휩싸여 있습니다.,대화형,긍정,현재,확실
이유가 있습니다.,대화형,긍정,현재,확실
첫걸음을 떼긴 했지만 아직도 갈 길이 멉니다.,대화형,긍정,현재,확실
양손 개입을 최대한 줄이는 만큼 컨디션에 상관없이 언제나 원하는 방향으로 공을 날릴 수 있습니다.,대화형,긍정,미래,불확실
＂하지만 진짜 잘해주지는 마.＂,대화형,부정,현재,확실
"디브리핑은 매일경제, 블록크래프터스, 데일리금융그룹과 함께하는 디스트리트에서 제공하는 암호화폐 시황입니다.",대화형,긍정,현재,확실
전혀 예상하지 못한 채 당한 신천지 교회 대량 감염 사태를 보자.,대화형,긍정,현재,확실
2008년 광우병 사태가 떠올랐다면 지나친 비약일까.,대화형,긍정,과거,불확실
두 동강이 나서 싸우고 있는 조국이 그렇게 소중했을까.,대화형,긍정,과거,불확실
"비트코인이 큰 조정을 보이지만 않는다면, 당분간 마이너 알트코인도 강세를 보일 가능성이 높습니다.",대화형,긍정,현재,불확실
토론토 블루제이스 1선발로 2020년 메이저리그를 시작하는 류현진(33)의 올해 성적표는 어떨까.,대화형,미정,미래,불확실
"하지만 알 수 없는 금리 인하 가능성 외에 실리콘밸리에 있는 필자의 눈에는 S&P500을 이끄는 대형 기술기업(마이크로소프트, 애플, 아마존, 페이스북, 구글)의 최근 움직임이 더 눈에 띕니다.",대화형,긍정,현재,확실
아이콘은 지난주 디브리핑 시간을 통해 200원 돌파 시 강한 상승을 예상해 드렸습니다.,대화형,긍정,과거,확실
4일 밤 북쪽 밤하늘에서 무수한 유성우(별똥별)와 조우할 수 있을까.,대화형,미정,미래,확실
초창기 ICO 때와는 달라지고 있습니다.,대화형,긍정,현재,확실
또한 군소정당이 원내 진입할 가능성이 높아져 소수자의 목소리가 더욱 많이 반영될 수 있습니다.,대화형,긍정,현재,확실
그래서 나오는 설명이 금리 인하 가능성입니다.,대화형,긍정,현재,확실
전일 시가총액 상위 코인들은 모두 강한 상승을 보였습니다.,대화형,긍정,과거,확실
"KPGA 코리안투어 데뷔 3년 만에 첫 우승의 감격을 맛봤는데요, 중요한 역할을 한 건 100m 이내 웨지샷입니다.",대화형,긍정,현재,확실
약 550개의 프로젝트 정보를 갖고 있는 가상화폐 공시 플랫폼 쟁글은 프로젝트의 주주 구성을 볼 수 있는 69개 프로젝트를 분석해봤습니다.,대화형,긍정,과거,확실
세계 랭킹도 23위죠.,대화형,긍정,현재,확실
"과연 지금 한국의 기업, 사회, 국가는 어느 쪽에 가까울까?",대화형,미정,현재,불확실
우곡생주를 잘 팔면 아버지에 대한 빚은 갚을 수 있겠죠.,대화형,긍정,현재,불확실
국가대표 상비군 출신인 그는 지난해까지 몇 번의 우승 기회를 잡았지만 2% 부족한 모습을 보이며 아쉬움을 삼켰습니다.,대화형,긍정,과거,확실
"연금 선진국인 미국과 호주, 영국 등은 일찌감치 디폴트 옵션을 적용했죠.",대화형,긍정,과거,확실
덕분에 2021년 말 기준 퇴직연금 잔액이 100만달러 이상인 ＇퇴직연금 백만장자＇가 44만명이 넘어간다는 전언입니다.,대화형,긍정,현재,확실
비트코인에서 메이저 알트코인으로 넘어온 수급이 이번에는 마이너 알트코인으로 넘어가면서 시가총액 상위 코인이 쉬어 가는 것으로 분석됩니다.,대화형,긍정,현재,확실
＂임신부가 감염되면 임신 경과에 어떤 영향을 미치나?＂,대화형,미정,미래,불확실
"1개 주식으로 100%를 보유한 9곳과, 1명 혹은 1개 회사가 수 개 주식으로 지분을 모두 가진 프로젝트는 27곳이었습니다.",대화형,긍정,과거,확실
우리는 눈(雪)을 잃어가고 있는 것인가.,대화형,긍정,현재,불확실
"1조원 영업이익을 내는 기업도 기업어음 발행에 차질이 빚어져 ＇4월 위기설＇이 떠돌았던 회사채 시장을 집중 점검하고, 자영업자 줄도산을 막겠다며 내놓은 50조원 민생금융안정 패키지가 현장에서 어떻게 타이밍을 못 맞추고 있는지를 보여드립니다.",대화형,긍정,현재,확실
"말로 하기 전에 느낌부터 전해지는 것, 논리보다 앞서 가슴 찡한 느낌으로 오는 것, 그것이 조국일까?",대화형,긍정,현재,불확실
"재닛 옐런 미국 재무부 장관이 ＂위험자산인 암호화폐에 퇴직연금을 투자하는 것을 권하지 않는다＂고 공개적으로 경고하는 등 논란이 거세지만, 어쨌든 이렇게 다양한 안이 마련되고 서로 논쟁을 하는 분위기 자체는 부럽기 그지없습니다.",대화형,긍정,현재,확실
＂노인일자리 증가를 비판하는 게 지겹지도 않으냐.＂,대화형,부정,현재,불확실
그러나 바뀐 선거법에 의해 연동률을 50%만 적용하기로 결정됐기 때문에 일단 그 절반인 5석만 인정돼 일단 25석을 얻는다는 논리입니다.,대화형,긍정,현재,확실
한국 정치가 극한 험지처럼 보일 때가 없지 않지만 그렇다고 오지 탐험과 보수혁신은 무슨 상관인가.,대화형,긍정,현재,불확실
＇절대 손목을 사용하지 않는 것＇입니다.,대화형,긍정,현재,확실
"2001년 람사이윙이라는 보석상이 만든 곳인데, 욕조, 벽, 쓰레기통, 세면대, 심지어는 두루마리 휴지까지 순금 380㎏으로 제작해 난리가 났었습니다.",대화형,긍정,과거,확실
"비트코인이 1,100만원 돌파를 앞두고 잠시 쉬어가는 사이 알트코인 내 강한 순환매매 장세가 펼쳐지고 있습니다.",대화형,긍정,현재,확실
"시장도 점차 성숙해지고 있고, 제도권화로 다가갈 조짐도 보입니다.",대화형,긍정,현재,확실
매일 솜씨 좋은 정원사가 가위질을 해도 어찌 저런 단정함이 나올 수 있을까?,대화형,긍정,현재,불확실
여기에 배우 문지윤에 이어 BJ 이치훈 등 30대 젊은이가 연이어 급성 패혈증으로 사망하자 더 뒤숭숭해졌습니다.,대화형,긍정,과거,확실
이것으로 2020년 2월 4일 디브리핑을 마치겠습니다.,대화형,긍정,현재,확실
그럼 주목할 만한 종목으로는 어떤 것이 있을까요.,대화형,미정,현재,불확실
이소영은 ＂나만의 방법은 ＇붙인다＇는 것보다 오히려 ＇오른 팔꿈치로 오른쪽 갈비뼈를 눌러준다＇는 느낌으로 다운스윙을 하는 것＂이라고 알려줍니다.,대화형,긍정,현재,확실
이번 호 커버스토리에서 다른 기업은 어떤 대책을 세우고 있는지 엿보고 아이디어를 얻으시길 바랍니다.,대화형,긍정,현재,확실
"2019년 상반기까지라면 이 흐름이 마이너 알트코인까지 넘어가 시가총액이 매우 낮은 코인들이 급등하는 패턴이 나오겠지만, 시장이 보다 합리적으로 변화함에 따라 과거와 같은 마이너 알트코인 급등 장세가 나오지 않을 가능성이 높아졌습니다.",대화형,긍정,과거,확실
＂우리 영화에 솔직한 의견을 아끼지 않은 한국 관객 덕분에 이 자리에 설 수 있었습니다.＂,대화형,긍정,현재,확실
당시 분위기에서 서류를 낼 정도 규모 법인을 설립한 프로젝트가 없었던 것은 어찌 보면 당연합니다.,대화형,긍정,과거,확실
아파트가 주거 공간을 넘어생활 공간으로 자리 잡으면서건폐율 낮은 아파트가떠오르고 있는데요!,대화형,긍정,현재,확실
인적이 드문 극지방에서 발견되는 바이러스가 위험하다고  미·중 연구팀이 바이러스를 발견한 굴리야 빙하는 칭장고원에 있습니다.,대화형,긍정,현재,확실
＇툭＇ 끊어 치듯 퍼팅하는 겁니다.,대화형,긍정,현재,확실
이렇게 볕 좋은 날 상의라도 벗고 바위에 누워 일광욕을 즐길 수 있다면 얼마나 좋을까.,대화형,긍정,현재,불확실
궁금해진다 시인은 사직동을 포기하고 어디에 집을 얻었을까.,대화형,긍정,과거,불확실
거대한 우주와 나밖에 없는 꼭지점에 서 본 사람은 이미 해탈에 든 자가 아닐까?,대화형,긍정,현재,불확실
＂20대 국회는 너무 심했다.＂,대화형,긍정,과거,확실
실제 프로젝트를 운영하는 권한이 있는 주식은 소수가 소액으로 통제하고 있는 것으로 파악됩니다.,대화형,긍정,현재,확실
이소영은 ＂장타와 일관된 샷을 함께하기 위해서는 백스윙에서 다운스윙으로 내려올 때 오른팔이 벌어지면 안 된다. 이때 체크 포인트는 오른 팔꿈치다. 몸통으로 회전하며 백스윙 톱에서 오른 팔꿈치 모양이 ＇ㄴ＇자를 유지해야 한다. 이렇게 하면 팔꿈치가 지면을 향하게 되고 몸통에서도 크게 떨어지지 않는다＂라네요.,대화형,긍정,현재,확실
독일 출신 베네딕토 16세와 아르헨티나 출신 프란치스코 교황 사이엔 어떤 일이 있었을까.,대화형,미정,과거,불확실
"＂정부에서 37년 만에 택시 동승 규제를 풀어줘서, 스타트업 입장에서 지난해에는 의미 있는 실험 기회가 주어졌습니다.＂",대화형,긍정,과거,확실
그런데 과연 푸드테크협의회에서 대기업과 스타트업 간 협력이 가능할까.,대화형,미정,미래,불확실
위성이 행성으로부터 독립하려다 좌절된 슬픈 스토리부터 생각해보자.,대화형,긍정,현재,불확실
신상훈은 셋째 날 92m 거리에서 52도 웨지로 두 번의 샷 이글을 낚아채는 등 날카로운 웨지샷을 앞세워 10타를 줄였습니다.,대화형,긍정,과거,확실
＂내 목적은 그것뿐이다.＂,대화형,긍정,현재,확실
부부가 하는 작은 여행사입니다.,대화형,긍정,현재,확실
＂의사들이 병원에서 쓰는 데 불편하지 않나?＂,대화형,긍정,현재,확실
특히 보이는 곳이 아니라 보이지 않는 곳에서 그랬다는 이야기를 하고 싶습니다.,대화형,긍정,현재,확실
"＇너무 많은 검사로 너무 많은 경증 환자를 발굴해내는 것, 그로 인해 의료 붕괴 현상이 나타나기 시작한 것＇에 대해 진지한 고민과 단호한 전환이 필요해 보입니다.",대화형,긍정,현재,확실
어린애들까지 1인당 10만원씩 나눠 쓴다고 과연 얼마나 소비 진작 효과가 생길까.,대화형,미정,미래,불확실
그런가 하면 3월 19일 종가 기준 코스피는 1500선 밑으로 떨어졌죠.,대화형,긍정,과거,확실
또 추가납입 한도가 나중에라도 여유가 있을 때 한꺼번에 넣을 수 있도록 ＇경과 연수＇를 인정하는 상품은 가급적 유지하자.,대화형,긍정,현재,확실
연동형 비례제로 소수 정당이 난립하면 복잡하고 다양한 이해관계가 생기기 때문에 갈등이 더 심해지고 정국이 불안정해질 수도 있습니다.,대화형,긍정,미래,불확실
＂그래서 콘텐츠에 힘이 생기고 팬덤이 만들어지는 겁니다.＂,대화형,긍정,미래,확실
"다치거나 혹 타박상으로 갈비뼈가 부서지고 창자가 나왔으면 급히 기름을 발라 집어넣고, 인삼과 구기자를 끓인 즙을 환부에 뿌려라.",대화형,긍정,현재,확실
＂선(禪)은 의심의 수행입니다.＂,대화형,긍정,현재,확실
신상훈은 지난겨울 100m 웨지샷을 집중적으로 연습했습니다.,대화형,긍정,과거,확실
한일 관광산업이 직면한 문제의 해법을 한일 협력에서 찾아보는 것은 어떨까.,대화형,미정,미래,불확실
＂故 김정주 창업주를 혁신의 아이콘으로 만든 것은 남들과 다른 생각을 하고 다른 길을 가려는 자세입니다.＂,대화형,긍정,현재,확실
A증권사 사장이 들려준 얘기입니다.,대화형,긍정,현재,확실
이것으로 2020년 1월 31일 디브리핑을 마치겠습니다.,대화형,긍정,현재,확실
신상훈은 ＂아마추어 골퍼들이 100m 이내에서 뒤땅이나 토핑 등 실수를 범하는 이유가 양손으로 스윙하기 때문＂이라며 ＂드라이버와 롱아이언을 칠 때처럼 상체 회전을 충분히 해주는 게 중요하다. 상체의 회전을 느끼면서 몸통 스윙을 하면 자연스럽게 정확도가 높아질 것＂이라고 설명했습니다.,대화형,긍정,과거,확실
이러면 ＇스타트 라인＇에 대한 믿음과 자신감을 얻을 수 있습니다.,대화형,긍정,미래,불확실
그럼에도 불구하고 부득이 하게 보험계약을 파기해야 하는 소비자들을 위한 현명한 해약법은 뭘까.,대화형,긍정,현재,불확실
＂기업이 얘기할 때 정부와 국회는 너무 무심하다.＂,대화형,긍정,현재,확실
이렇게 내 삶에서 정리라는 단어를 영원히 떠나보내야 하는 걸까.,대화형,긍정,현재,불확실
"한국 퇴직연금은 어떨까요, ＇2021년 퇴직연금 적립금 운용 현황 통계＇에 따르면, 지난해 말 기준 원리금보장형이 전체 적립금의 86%를 차지하고, 실적배당형은 14%에 그칩니다.",대화형,긍정,현재,확실
＂그 말은 바로 마틴 스코세이지가 한 것입니다.＂,대화형,긍정,과거,확실
"일단 거울을 이용해 뒤통수, 정수리 속을 주기적으로 살펴보자.",대화형,긍정,현재,확실
산속에서 호환을 피할 수는 없을까.,대화형,미정,미래,불확실
스페셜리포트에서 확인해보세요.,대화형,긍정,현재,확실
"올해 새로운 디바이스와 소프트웨어 출시를 준비하고 있는 구글만 하더라도 그런 신제품들을 미리 공개하는 것보다, 우리 삶 속에 구글 어시스턴트가 어떤 새로운 도움을 줄 수 있는지를 체험하는 내용을 중심으로 전시를 구성했었습니다.",대화형,긍정,과거,확실
특별한 상승 원인은 없으며 기술(차트)적인 흐름에서의 반등으로 분석됩니다.,대화형,긍정,현재,확실
"공공의 이익을 위해서 봉사하겠다는 선한 마음으로 나선 사람이 대부분일 테지만, 불행히도 도둑놈도 껴 있는 경우도 있을 터.",대화형,긍정,과거,불확실
"코로나19로 인해 세계 경제에 불안함이 감도는 가운데, 많은 이들이 궁금해하는 미스터리 중 하나가 ＇왜 미국 주식시장만 올라가느냐＇인 것 같습니다.",대화형,긍정,현재,불확실
이 부회장은 지난 14일 에인트호번에 있는 ASML 본사를 방문했습니다.,대화형,긍정,과거,확실
이들의 관할권은 모두 싱가포르입니다.,대화형,긍정,현재,확실
＂무릇 쌀을 내어 흉년을 극복하는 것은 의풍(아름다운 풍속)을 숭상하는 일에 속하니 진납(進納·곡식이나 재물을 국가에 자진해서 바치는 일)하는 것과는 같지 않습니다＂,대화형,부정,현재,확실
사실 병원과 의사만 뭐라 할 수도 없습니다.,대화형,부정,현재,확실
막걸리와 관련된 모든 것에 아버지에 대한 추억이 서려 있죠.,대화형,긍정,현재,확실
다른 사람과 접촉하지 않고 실내에서 혼자 시간을 보내는 인구가 늘어 게임 수요가 증가할 것이란 기대감 때문이죠.,대화형,긍정,현재,확실
＂크게 생각하고 도전적인 자세로 임하라.＂,대화형,긍정,미래,확실
미국 상장사 중에서 매출이 가장 많은 기업 500개를 담은 S&P500지수는 연일 사상 최고치를 경신하며 6개월 전에 비해 15%가량 상승했습니다.,대화형,긍정,과거,확실
이번 코로나19 사태는 ＇몇 개월이 아예 통으로 없어진＇ 전대미문의 사건입니다.,대화형,긍정,현재,확실
"한국여자프로골프(KLPGA) 투어에서 호쾌한 스윙을 갖고 있는 선수로는 프로골퍼 이소영(23,롯데)을 빼놓을 수 없습니다.",대화형,부정,현재,확실
올해 상반기 시장에 나올 ＇블레스모바일＇이 주가 상승을 이끌었다는 분석입니다.,대화형,긍정,현재,확실
"이 중 4종은 우리가 알고 있는 바이러스, 나머지 28종은 처음 발견된 ＇신종＇ 바이러스였습니다.",대화형,긍정,과거,확실
이때 길다란 ＇얼라인먼트 스틱＇을 놓고 퍼트가 일직선으로 움직이는 것에 집중합니다.,대화형,긍정,현재,확실
그래서 마치 전지 작업을 한 정원의 소나무처럼 반듯하고 단정했던 것이었구나.,대화형,긍정,현재,확실
＂대표적인 사회간접자본(SOC)으로 산업 발달과 경제 발전에 기여했고 온 국민에게 ＇하면 된다＇는 긍정적인 생각을 불어넣었죠.＂,대화형,긍정,과거,확실
"디브리핑은 매일경제, 블록크래프터스, 데일리금융그룹과 함께하는 디스트리트에서 제공하는 암호화폐 시황입니다.",대화형,긍정,현재,확실
마니아층이 처음 블록체인에 반한 이유였습니다.,대화형,긍정,과거,확실
"신상훈은 ＂100m 이내에서는 스윙의 크기로 거리를 조절한다＂며 ＂가슴은 50m, 어깨는 70m처럼 스윙별 거리를 정해놓고 웨지샷을 하면 어떤 거리가 남아도 자신 있게 칠 수 있다＂고 조언했습니다.",대화형,긍정,과거,확실
"잘 좀 써보려고 해도 복잡하기 짝이 없는, 하지만 남녀노소 누구나 꼭 필요한 이 필수품에 대해 간단하고 확실하게 정리해보자.",대화형,긍정,현재,불확실
볼일을 보고 꼭지만 누르면 그걸로 끝이라고 믿었는가.,대화형,미정,과거,불확실
"한국게임미디어협회(KGMA) 신년기획 10부작 게임질병 코드 어떻게 볼 것인가 1부, 왜 게임은 탄압받는가?",대화형,긍정,현재,불확실
근래 들어 동물 소재 영화가 범람하는 이유는 무엇일까.,대화형,미정,현재,불확실
갈라게임즈가 한국에 10억달러(한화 약 1조3000억원)의 투자를 하겠다고 밝히기도 했는데. 맞다.,대화형,긍정,현재,확실
장타자 이소영의 비법을 다 알아봤습니다.,대화형,긍정,과거,확실
＂규제가 안 줄어드는 것은 거기에 이념이 들어가 있기 때문이다.＂,대화형,긍정,현재,확실
4차 산업혁명 관련 기업도 더욱 각광을 받을 테고요.,대화형,긍정,미래,불확실
대다수 코인이 상승 중인 상황에서 많이 오른 코인이 약간의 조정을 받는 모습입니다.,대화형,긍정,현재,확실
"＂학은 날마다 목욕을 하지 않아도 희고, 까마귀는 날마다 검정 칠을 안해도 검소.＂",대화형,긍정,현재,확실
"반대로 춥고 어둡다면 바이러스 생존에 도움이 되며, 춥고, 어두운 데다 산소까지 없다면 최적입니다.",대화형,긍정,현재,확실
썩은 나무가 정치를 좌지우지하고 걸어다니는 시체가 권력을 쥐고 있으니 나라의 불행이 점점 가까이 다가오는구나.,대화형,긍정,과거,확실
중국정부가 모바일 결제가 안착하고 현금을 쓰지 않는 현 상황에서 디지털 화폐를 만드는 이유는 무엇일까.,대화형,긍정,현재,불확실
세계 최대 파운드리(반도체 수탁생산) 기업인 대만 TSMC는 2024년에 ASML의 차세대 EUV 노광장비인 ＇하이 뉴메리컬어퍼처(NA) EUV＇를 도입할 것이라고 밝혔습니다.,대화형,긍정,과거,확실
＂퍼트를 할 때 볼을 밀어 치면 경사를 잘 타지 않고 그대로 밀려나가는 경우가 많다. ＇툭＇ 하고 끊어 치는 느낌의 스트로크란 백스윙보다 폴로스루를 짧게 가져가는 느낌으로 미는 느낌과 때리는 느낌의 중간 정도로 생각하면 쉽다. 퍼팅 연습을 해보면 살짝 감이 오게 된다＂는 설명입니다.,대화형,긍정,현재,확실
지역구 일에서 벗어나기가 얼마나 어려우면 이런 가상의 주인공까지 등장했을까?,대화형,긍정,과거,불확실
총선을 전후해 최대 100개에 달하는 군소정당이 생길 수 있다는 전망이 나오는 가운데 벌써부터 비례대표 의석을 겨냥한 ＇이색 신당＇이 눈길을 끕니다.,대화형,긍정,현재,확실
인텔은 2025년까지 이 장비를 통한 제품 생산에 나설 방침입니다.,대화형,긍정,미래,확실
언제쯤 코로나19 관련 기사를 쓰지 않아도 되는 날이 올까요.,대화형,미정,미래,불확실
TSMC는 바로 반격에 나섰습니다.,대화형,긍정,과거,확실
"＇ICO 금지령＇ 피해 효율적이고 재빠르게 법인을 만들어야 했던 프로젝트들왜 전통 주식시장의 상장사들에 비해 주식이 소수에 집중되어 있고, 주식 수도 지나치게 적은 것일까요.",대화형,긍정,현재,불확실
＂전 아직 ＇기생충＇ 촬영 현장에 있고 모든 장비는 고장 난 상태고요.＂,대화형,긍정,현재,확실
그래도 쓰러지지 않고 버티고 있으니 하늘에서 아버지가 기특하다고 생각하실 것 같아요.,대화형,긍정,미래,불확실
연구팀은 고대 그리스 신화에서 신이 판도라에게 건넨 항아리를 뜻하는 ＇피토스(Pithos)＇라는 단어에 착안해 이 신종 바이러스를 ＇피토바이러스(Pithovirus)＇로 명명했습니다.,대화형,긍정,과거,확실
웬만한 기술에는 소스라치지 않을 정도로 미래에 스포일돼 버린 것 같습니다.,대화형,긍정,과거,확실
"시짱 자치구, 칭하이성, 신장 자치구, 인도 카슈미르 일부에 걸친 이 고원의 평균 해발고도는 4500m입니다.",대화형,긍정,현재,확실
"과학자들, 특히 바이러스를 연구하는 과학자들은 이 온난화에 주목하고 있습니다.",대화형,긍정,현재,확실
＂혈액방사선조사기란 무엇인가?＂,대화형,미정,현재,불확실
미목(눈썹과 눈) 어찌 그리도 명랑한가.,대화형,긍정,현재,확실
데이터 스토리지 서비스를 제공하는 람다(LAMB)는 전일 대비 17% 상승 중입니다.,대화형,긍정,현재,확실
"두 샘플 중 하나는 520년 된 얼음 덩어리였고, 다른 하나는 약 1만5000년 전 형성된 퇴적물을 담고 있었습니다.",대화형,긍정,과거,확실
많은 이들이 미국 주가 상승의 원인으로 달러 발행 총량을 좌지우지하는 미국 연방준비제도(Fed)의 금리 인하 가능성을 염두에 두는 것 같습니다.,대화형,긍정,현재,확실
"노후를 책임져야 할 3층 연금 중 한 축인 퇴직연금이 이리 비실대니, 노후 걱정 안 하고 사는 것은 ＇먼 나라 얘기＇ 같을 테죠.",대화형,긍정,현재,불확실
＂건강검진은 질병의 조기 발견과 예방이 목적입니다.＂,대화형,긍정,현재,확실
한번 꼭 따라 해보세요.,대화형,긍정,미래,확실
응급실이 폐쇄됐을 때의 부작용을 생각하지 않을 수 없을 테니까요.,대화형,긍정,현재,확실
＂그 좁은 데서 어떻게 같이 지내요?＂,대화형,긍정,현재,불확실
눈 속을 헤치고 산을 오른 뒤 얼음을 뚫어야 비로소 바이러스를 만날 수 있죠.,대화형,긍정,미래,확실
"아침에 일어나서 잠이 들 때까지 스크린을 통한 정보를 뇌에 입력받으며 정보의 홍수 속에 살아가는 정보화 시대. 과연 하루 동안 내리는 다양한 의사결정의 주체는 과연 ＇나＇일까, 아니면 나의 뇌 속에 들어와 있는 ＇정보＇일까.",대화형,미정,현재,불확실
연동형 비례대표제가 시행되면 지역구 기반이 상대적으로 탄탄한 한국당이 가장 불리하다는 분석이 많기 때문입니다.,대화형,긍정,현재,확실
"투자자의 알 권리를 지켜주는 것은 프로젝트의 기본 의무이지만, 투자자에게 정보를 투명하게 제공하려는 노력은 여전히 부족합니다.",대화형,긍정,현재,확실
개인적으로 CES 2020은 놀랍지 않았습니다.,대화형,부정,과거,확실
얼마나 유지될지 확신할 수 없지만 기회를 빠르게 잡으려는 비이성이 마켓을 지배했던 시기였습니다.,대화형,긍정,과거,확실
