user_prompt,유형,극성,시제,확실성
여기에 글로벌 정보기술(IT) 기업들이 압도적 고연봉과 복지를 내세우며 국내 인력을 빨아들이고 있어 시급한 대책이 필요하다는 목소리가 높다.,추론형,긍정,현재,확실
다만 훈련 공인 인증서(ID)와 하네스는 꼭 챙겨야 한다.,추론형,긍정,현재,확실
성종은 ＂어리석은 고집쟁이로구나＂고 개탄했다.,추론형,긍정,과거,확실
알맹이는 번데기 같으며 자색 꺼풀이 감싸고 있으며 꺼풀을 벗기면 말갛게 희고 맛은 참깨 같다.,추론형,긍정,현재,확실
지금 당장 남자 골프 최강이 누구냐고 묻는다면 최근 흐름으로 봤을 때 단연 토머스라고 해도 될 것이다,추론형,긍정,현재,불확실
대한민국 역대 정치를 돌이켜보면 ＇역사는 돌고 돈다＇는 말이 그대로 적용되는 듯하다.,추론형,긍정,현재,확실
이때에는 탄력근로제를 활용해 여름철에 업무를 몰아서 하는 식으로 대처해야 한다.,추론형,긍정,현재,확실
"퇴직 후 중산층이 저소득층으로 전락하지 않도록, 연금 개혁도 반드시 이뤄져야 한다.",추론형,긍정,미래,확실
고소한 향미의 저지 우유로 반죽한 도넛 위에 우바 홍차로 만든 밀크티 글레이즈를 듬뿍 입혀 쫄깃하면서도 향긋한 밀크티 풍미를 낸다.,추론형,긍정,과거,확실
티모 뮐러는 ＂피파모바일은 경쟁에 매우 적합한 게임으로 이용자는 자신의 스킬과 전략으로 승리하기 위해 경쟁하는 것을 즐긴다＂라며 ＂개인적으로는 피파모바일이 e스포츠로 성공할 가능성이 크다고 생각한다＂라고 자신했다.,추론형,긍정,과거,확실
조선 후기 서리(아전)의 폐해는 실로 막심했다.,추론형,긍정,과거,확실
시를 찾아봤더니 역시 좋았다.,추론형,긍정,과거,확실
기초체력과 면역력을 키우는 것도 필수적이다.,추론형,긍정,현재,확실
없으면 뜨거운 아궁이 재도 괜찮다.,추론형,긍정,현재,확실
그러나 인재를 적기에 양성하기 위해 정원의 유연한 조정이 필요한 첨단산업 분야 교육은 현 제도 아래에서 운영하기가 상당히 어려운 측면이 있었다.,추론형,긍정,과거,확실
플레이데이트는 레트로 게임에 충실하다.,추론형,긍정,현재,확실
한다 빅오픈에서 우승하지는 못했지만 준우승을 차지하며 샷 감각을 끌어올린 터라 갑자기 찾아온 한 달간 공백이 달갑지만은 않다.,추론형,부정,현재,확실
＂수사 간섭 아니냐＂는 지적이 나오는 것도 이 때문이다.,추론형,긍정,현재,확실
"엔씨사운드 공식 유튜브 채널을 통해 OST 외에 사운드 디자인, 보이스 액팅 등 리니지2M의 모든 소리 제작 과정을 담은 사운드 메이킹 영상 네 편도 감상할 수 있다.",추론형,긍정,현재,확실
이들은 프리미엄 햄버거를 표방하며 패스트푸드의 틈새시장을 노린다.,추론형,긍정,현재,확실
패스트푸드는 대표적인 박리다매 업종이다 보니 인건비를 더 주고 직원을 충원하기가 구조적으로 쉽지 않다.,추론형,부정,현재,확실
"천주교가 박해를 받던 조선 말, 신유·병인박해 때 이 지역에서 순교한 32명의 순교자들을 모시고 있는 성지이기 때문이다.",추론형,긍정,현재,확실
"말로만 바이오 발전을 얘기하지 말고 이런 곳에 와보면 다른 나라는 무엇을 준비하고 있고, 우리는 무엇이 부족한지 등을 금방 깨칠 수 있다.",추론형,긍정,미래,확실
박제가는 이를 《북학의》에서 안타까워한다.,추론형,긍정,과거,확실
왜 자꾸 실패하는 로켓 발사에 세금을 쓰냐며 비난을 가한다.,추론형,긍정,현재,확실
핵심은 다중 인증시스템을 도입하여 더욱 촘촘한 보안망을 구축하는 것에 있다.,추론형,긍정,현재,확실
절제된 사각형의 공간은 절로 경건해진다.,추론형,긍정,현재,확실
"비타민 B군이 부족하면 혈액 속의 포도당을 세포 안으로 들여보낼 수 없고, 설령 들어가더라도 에너지로 바뀌지 않기 때문이다.",추론형,부정,현재,확실
그러나 아전을 단속하려면 수령 자신이 먼저 공명정대하고 청렴결백한 몸가짐을 한 뒤라야 가능하다.,추론형,긍정,현재,확실
비트코인과 함께 가상화폐 시장의 두 축을 이루는 이더리움(ETH) 가격이 급락하면서 파장이 가상화폐 시장 전체로 확산하고 있다.,추론형,긍정,현재,확실
"동체와 날개 상태로 보아 기체가 공중분해 되지 않았다는 것과 조종을 맡고 있던 김직환 기장, 나부식 부기장, 한동숙 항법사는 자신들의 목숨보다 더 소중하게 여기는 승객과 기체를 어떻게든 살리기 위해 끝까지 최선을 다했을 것이라는 생각에 많이 늦었지만, 진실 규명과 남아있는 가족 품으로 그들을 데리고 오기 위해 동체를 바다 속에서 올려야 할 시간이다.",추론형,긍정,현재,확실
도둑놈일수록 이기기 위해 물불 안 가리고 선거판에 뛰어들 가능성이 높다.,추론형,긍정,현재,불확실
스파는 물론 샤워하는 동안 욕실 안 가득 퍼지는 풍부한 향도 즐겨야 한다.,추론형,긍정,미래,확실
영화 속 한 장면을 통해서 감독은 많은 이야기를 할 수 있다.,추론형,긍정,미래,불확실
"누군가는 절대 권력을 누린 유신의 심장을 쏜 혁명가로 평가하고, 또 다른 누군가는 형장의 이슬로 사라진 게 마땅한 반역가로 기억하는 남자, 김재규다.",추론형,긍정,현재,확실
"공군의 태평양 횡단 직항 비행은 처음으로, 이번 방미 비행을 통해 조종사들은 장거리 항법훈련을 경험할 수 있어 좋으며, 미 공군 기지 무료 사용과 워싱턴을 가기 위해 대한항공 인천~워싱턴 덜레스 항공편을 왕복 이용하는 비용보다 경제적으로 예산절감효과도 기대된다.",추론형,미정,현재,확실
경기 고양시 아파트 시장에서 외지인 매입이 활발하다.,추론형,긍정,현재,확실
그들을 효과적으로 진압하는 데는 다른 뭔가가 필요했다.,추론형,긍정,과거,확실
17일 이규하 NH투자증권 연구원은 LG이노텍이 2분기 실적 전망치를 크게 상회하는 ＇어닝 서프라이즈＇를 기록할 것으로 전망했다.,추론형,긍정,과거,확실
＂보이지 않는 곳에 서서히 쌓이는 것의 강함과 무서움을 안다.＂,추론형,긍정,현재,불확실
이에 따라 약 6만여명의 청년이 추가로 혜택을 받을 수 있을 것으로 기대된다.,추론형,긍정,현재,확실
소상공인이 돈을 잘 벌기란 참으로 힘들다.,추론형,부정,현재,확실
"지금까지는 모든 백내장 수술이 ＇입원 치료＇로 인정돼 실손보험에서 최고 5000만원까지 보장했지만, 최근 사법부가 이를 ＇통원 치료＇로 봐야 한다고 판단했기 때문이다.",추론형,긍정,과거,확실
"더구나 이번 미래한국당 공천이 ＇친황 공천＇이라 받아들여진다면, 또 다른 사천 논란이 벌어질 터다.",추론형,긍정,현재,확실
깔깔거리며 신바람 나게 뛰어다니고 싶은 사람에게 서피비치를 추천하기는 조금 망설여진다.,추론형,긍정,현재,확실
이런 균들은 치아에만 있는 것이 아니라 잇몸 속으로 타고 들어가 뼈와 혈관을 통해 몸 전체로 퍼질 수 있으므로 주의해야 한다.,추론형,긍정,현재,불확실
수려한 북한강을 따라 달리다 어디에서 내리든 넉넉한 물길과 산길이 반겨주고 어김없이 마음을 다독여준다.,추론형,긍정,현재,확실
"햇빛이 강할수록, 노출된 시간이 길어질수록 제품을 갖고 다니며 덧발라줘야 한다.",추론형,긍정,현재,확실
3열 시트에도 열선 기능을 탑재해 동승자를 배려했다.,추론형,긍정,과거,확실
한국당 하면 구(舊)기득권과 보수가 섞인 이미지인데 지금 한국당은 기득권 대신 보수 색채를 흐리려고만 한다.,추론형,긍정,현재,확실
"우리나라는 다소 뒤늦긴 했지만, 대한민국 두뇌산업 발전의 나침판이 될 3차 뇌연구 기본계획 비전을 뇌 이해 고도화와 뇌 활용의 시대 진입으로 제시한 것은 눈여겨 볼만하다.",추론형,긍정,현재,확실
"인간에 비해 규칙과 공식, 알고리즘이 갖는 강점은 우월한 통찰력이 아니라 ＇무잡음＇에 있다.",추론형,긍정,현재,확실
러시아의 우크라이나 침공으로 촉발된 식량가격 상승을 넘어 각종 채소류까지 전방위적인 가격 상승이 발생하고 있지만 정부가 뽑아들 대책은 마땅치 않은 상황이다.,추론형,긍정,현재,확실
그들보다 더 먼 곳에서 온 외국인과 교류해본 경험이 거의 없어서다.,추론형,긍정,과거,확실
50대 이후를 ＇암 연령＇이라고 부르는데 그 까닭은 면역력이 약해져 암에 걸리기 쉽기 때문이다.,추론형,긍정,현재,불확실
영화를 보고 있으면 크게 잘못한 일이 없음에도 악화되기만 하는 리키 가정의 상황에 마음이 복잡해진다.,추론형,긍정,현재,확실
국제 유가 상승으로 1분기에만 8조원 가까운 적자를 낸 한국전력이 소송으로 최대 수조원을 물어줄 뻔했다가 구사일생 했다.,추론형,긍정,과거,확실
바이러스는 북한에선 현대판 ＇호환마마＇인 셈이다.,추론형,긍정,현재,확실
코스는 경복궁역에서 도보 10분이라고 소개하고 있지만 곱절은 생각해야 한다.,추론형,긍정,미래,확실
참가자들은 총 3개까지 출품 희망 부문을 복수 선택할 수 있다.,추론형,긍정,미래,불확실
＇스토브리그＇가 환호를 받은 건 각자가 저마다의 사연 속에 최선을 다하기를 포기할 때 지옥이 되는 회사를 징그럽게 현실적으로 그려서다.,추론형,긍정,과거,확실
원치 않는 경쟁 속에 때론 넘어지고 다시 일어나 한걸음 내딛는 B클래스 친구들의 모습과 우리의 모습은 어쩌면 많아 닮았다.,추론형,긍정,현재,확실
왕비의 차림은 화려하지 않았다.,추론형,부정,과거,확실
강풍 주의 표지판과 전광판을 통한 풍속 및 감속 안내에 따라 안전운전을 준수해야 한다.,추론형,긍정,현재,확실
특히 두 사람이 함께 탱고를 추는 마지막 장면이 뭉클하게 남는다.,추론형,긍정,현재,확실
나이가 들면 병원에 미리 가는 것이 현명하다.,추론형,긍정,현재,확실
수출 소식이 이어지고 주요 방산 업체가 우주 등 신사업에 적극적인 태도를 보이며 성장세에 가속도가 붙을 수 있다는 기대감이 크다.,추론형,긍정,현재,불확실
우리 정부는 시 주석 방한을 계기로 한한령이라는 중국의 무역장벽을 투명하고 구체적으로 바꿀 것을 요구하고 관철해야 한다.,추론형,긍정,현재,확실
해법의 출발은 소비자에 있다.,추론형,긍정,현재,확실
＂영화엔 자기 색깔이 있어야 한다.＂,추론형,긍정,현재,확실
"강산도 변한다는 10년, 무엇이든 빠르게 변하는 시대에 결코 짧지 않은 시간이다.",추론형,긍정,현재,확실
"공모전에 응모한 많은 분들도 고려해보았을 만한 명칭인 KF-21, 이와 같이 예상한 근거는 2001년부터 올해까지 개발기간 21년과 시제기로서, 완전한 형태를 갖추고 공식적으로 등장하는 올해 2021년의 공통적인 숫자 21이 모든 테스트를 마치고 개발완료가 되어 본격 양산에 들어가는 2026년의 26이 더해진 KF-26보다 의미가 있어 보인다.",추론형,긍정,현재,확실
게다가 조사관들은 정릉에서 발견된 시신에도 의구심을 표했다.,추론형,긍정,과거,확실
보험사들의 지급 심사도 한층 까다로워질 것으로 보인다.,추론형,긍정,미래,불확실
문희상 국회의장 아들 석균 씨가 출판기념회에서 한 출마 선언을 보고 엉뚱하게도 이런 생각이 들었다.,추론형,긍정,과거,확실
글로벌 경기 우려로 안전자산 선호 심리가 강해지면서 투자자 관심이 금과 달러에 집중되는 모양새다.,추론형,긍정,현재,확실
"우연이었을 수도 있겠지만, 모국 작품의 역사상 오스카 첫 수상 이후 멘트를 구하는 기자와 그해 아카데미에서 최다 수상작이 나온 나라의 기자를 대하는 태도가 달라졌는지도 모른다.",추론형,미정,과거,불확실
다행히 서울 소재 대학은 지리적 이점 덕분에 전국에서 학생들이 몰려들면서 정원을 메꾸는 건 문제없다.,추론형,긍정,현재,확실
"2관, 6관에서 연작 제품의 원료로 사용되는 전초와 백년초 성분을 모티브로 한 향을 느껴보고, 카페에서 연작 원료로 블렌딩한 시그니처 티를 즐길 수 있다.",추론형,긍정,미래,확실
"각자 책임을 부인(deny)하고, 서로 불신(distrust)하며, 힘을 합치지 않고 분열(divide)하는 문제다.",추론형,긍정,현재,확실
활용법도 아주 간단해 앱을 켜고 휴대폰으로 해당 부위만 촬영하면 끝이다.,추론형,긍정,현재,확실
진귀한 보배가 제 발로 들어왔는데도 쓸 줄을 몰랐으니 애석할 따름이다.,추론형,긍정,현재,확실
스테레오가 아닌 모노 타입이라는 것은 아쉽다.,추론형,긍정,현재,확실
비트씽크는 비트에 맞춰 사진이 움직이는 동영상을 단 몇 번의 터치만으로 제작할 수 있는 편집앱으로 비디오에 들어갈 사진을 선택한 후 원하는 템플릿을 고르면 누구라도 최신 유행 스타일의 멋진 비디오를 완성할 수 있으며 현재 안드로이드 구글플레이 스토어에서 만나볼 수 있다.,추론형,긍정,현재,확실
자영업자를 위한 대책이 시급하다.,추론형,긍정,현재,확실
어쨌든 이 때문에 ＇군주론＇에 마키아벨리 사상의 전모가 담겼다고 보는 데는 무리가 따른다.,추론형,긍정,현재,확실
올해 임금 상승발 인플레이션이 계속되면 내년에도 4%대 고물가 상황이 지속될 가능성을 배제할 수 없다.,추론형,긍정,미래,확실
아파트 4층 높이에 달하는 대형고래지만 20m 이상까지 자라는 참고래치고는 작은 크기로 어린 고래로 추정된다.,추론형,긍정,현재,불확실
전문가의 객관적 조언을 받을 수 있는 흔치 않은 기회다.,추론형,긍정,현재,확실
드림즈가 마침내 전 구단 주목을 받는 팀으로 거듭났을 때 진짜 위기가 터진다.,추론형,긍정,현재,확실
이번주를 피해 최소화 ＇마지노선＇으로 설정했던 산업계는 연쇄 ＇셧다운＇ 사태만은 피할 수 있게 됐다며 일단은 안도하는 분위기다.,추론형,긍정,현재,확실
연계된 금리가 다시 튀어 오르면서 지금 DLF는 다시 수익을 내고 있지만 더는 DLF에 투자할 수 없다.,추론형,부정,미래,확실
"데일리호텔, 호갱노노, 아이디어스 등이 대표적이다.",추론형,긍정,현재,확실
＂한국은 퇴직연금을 대부분 원금보장 상품에 넣어놓고 있다.＂,추론형,긍정,현재,불확실
예컨대 암 환자의 세포에서 암 유발 돌연변이를 찾아 그 부위만 차단하는 방식으로 치료할 수 있다.,추론형,긍정,미래,불확실
직장인 작가 전성시대다.,추론형,긍정,현재,확실
이러한 자세와 생각들이 자라서 성인이 되면서 자기 주관적인 삶이 아닌 남을 배려하고 이끌어가는 올바른 성인으로 자라날 수 있을 것이다.,추론형,긍정,미래,확실
모바일페이는 은행계좌에 연결된 특성상 중국은행망을 거치지 않는 해외결제에서 여전히 어려움이 있다.,추론형,부정,현재,확실
다행히 고환은 끊어지지 않았지만 고통은 상상을 초월했다.,추론형,긍정,과거,확실
작은 사각지대 하나도 허투루 넘기지 않는 이들이 내심 부러웠던 게 사실이다.,추론형,긍정,현재,확실
자영업자의 한숨은 바이러스보다 더 치명적이다.,추론형,긍정,현재,확실
한 가지 약이라도 한 달 이상 사용하거나 계속 먹을 수밖에 없다면 몸속에서 빠져나가는 영양소를 보충해주고 모세혈관과 말초신경이 손상되는 것을 막아야 한다.,추론형,긍정,미래,확실
그리고 현시점에서 결론을 아는 우리는 모두 안타까워할 수밖에 없다.,추론형,긍정,현재,확실
요즘 사람들이 커피나 차를 수시로 마시듯이 사간원 관리들은 술을 마셨던 모양이다.,추론형,긍정,과거,불확실
우리가 불행한 건 그것 때문일지도 모른다.,추론형,긍정,현재,확실
박효신은 고요하면서도 복합적인 감정을 입체적으로 선보일 것으로 기대된다.,추론형,긍정,미래,확실
독특한 브런치 메뉴 역시 주목해볼 부분이다.,추론형,긍정,현재,확실
"마모가 계속 되면 이가 시릴 수 있으니, 올바른 방법으로 2~3분 동안 칫솔질을 하는 것이 좋다.",추론형,긍정,현재,확실
자본을 투입한 만큼 돈을 벌 수 있느냐에 주목해야 한다는 것이다.,추론형,긍정,미래,확실
봄 가뭄 여파와 재배면적 감소 등이 겹친 때문이다.,추론형,긍정,현재,불확실
단한 번도 경험해보지 못한 선거를 경험할 판이다.,추론형,긍정,현재,불확실
앞으로의 글을 통해 현대의학을 보완하는 영양치료에 대한 새로운 지혜의 길이 열리기를 바란다.,추론형,긍정,현재,확실
더 큰 공포가 몰려오면 나약한 인간은 또 탐욕 쪽으로 기울 수 있다.,추론형,긍정,미래,불확실
전자상거래 사기가 많은 중국의 특성을 반영한 결과다.,추론형,긍정,현재,확실
사실 이 군사 작전이 러시아의 무력 합병이었다면 북대서양조약기구(NATO)가 개입했어야 했다.,추론형,긍정,과거,확실
C씨가 MIT에 다니는 것은 서울대 입학시험에 낙방했기 때문이다.,추론형,긍정,과거,확실
우리나라가 잘하는 것도 있었다.,추론형,긍정,과거,확실
언제 일곱 번째 아이가 되어 돌아올 건지.,추론형,긍정,미래,불확실
우리는 이이의 주장대로 임진왜란 이전에 10만 대군을 키웠다면 전쟁을 막을 수 있었을 것으로 이해한다.,추론형,긍정,현재,확실
휴대폰 보급 확산을 간과하면서 우리 기억 속에서 사라진 기업인 코닥과 전자상거래 업체인 아마존의 존재를 무시했다가 존폐 위기에 놓인 대형 유통업체들의 전철을 밟지 않으려면 기후변화라는 새로운 상황에 대한 인식 전환은 필수다.,추론형,긍정,현재,확실
"다만 인플루엔자와 같은 다른 호흡기 바이러스 감염이 태아 저체중·조산을 초래할 수 있다는 점을 감안하면 임산부가 코로나19 확진자일 경우, 신생아에 미치는 위험을 간과할 수는 없다.",추론형,부정,현재,확실
이 서울성당은 멀리서 보아도 한눈에 들어오는 주황색 기와가 독특하고 건물의 외형은 십자가형의 구조로 다양한 선이 교차해 보는 재미가 있다.,추론형,긍정,현재,확실
반도체 업계의 높은 인력 수요에도 불구하고 특성화고에선 그동안 반도체 관련 교육이 깊이 있게 이뤄지지 않았다.,추론형,부정,과거,확실
암 관련 연구소에서 일하는 사람들이 삽시간에 일자리를 잃게 될 것이기 때문이다.,추론형,긍정,현재,확실
두만강은 물론 동해안 전체를 이미 장악하고 있는 러시아가 아직도 조선을 수중에 넣지 않아 세계적 놀림감이 되고 있다.,추론형,긍정,현재,확실
"고택을 보는 것만으로도 힐링이 되지만 이곳에서는 고택에서의 하룻밤을 경험할 수 있는 한옥스테이와 다례, 천연염색 등의 전통문화 체험, 그리고 전통음악 공연도 즐길 수 있다.",추론형,긍정,미래,불확실
업계에 따르면 국내 케어푸드 시장 규모는 지난해 2조원대를 넘어선 것으로 추정된다.,추론형,긍정,현재,불확실
"지금 그 누구보다도 마음 아픈 이들은 바로 누리호 개발에 참여했던 연구진과 개발자, 그리고 공학자일 것이다.",추론형,긍정,현재,불확실
"지층을 뚫고 힘차게 올라와 있는 힘을 다 해 ＇으자자자자!＇ 올라오며 원래 지상에 있던 암석들이 흩어져버리고, 새로운 산이 솟아오른 것이다.",추론형,긍정,현재,확실
헬기는 탑승객들을 태우지 않기 때문에 책임 및 손실 보상이 적기 때문이다.,추론형,긍정,현재,확실
가장 찬란한 시절을 ＇경쟁＇이라는 테두리 안에 갇혀 잔인하게 보낼 수밖에 없었던 청춘의 모습이다.,추론형,긍정,현재,확실
다양한 접근을 통해 자영업 생태계를 조성해나간다면 앞으로 닥쳐올 위기도 슬기롭게 해결할 수 있으리라 본다.,추론형,긍정,미래,확실
이 세균이 충치나 잇몸 염증을 유발해 치주질환을 일으킬 수도 있다.,추론형,미정,미래,불확실
노년에 접어들어 ＂글씨 잘 쓰는 일이 문장을 잘 짓는 일보다 어렵다＂고 한탄했다.,추론형,긍정,과거,확실
문재인정부 역시 복잡계의 격변에 대응하는 시스템에 구멍이 숭숭 뚫려 있음을 뼈아프게 느끼고 있을 것이다.,추론형,긍정,현재,확실
문제는 이들 영국·미국 CMS 금리 연계 DLF 만기가 오는 3~4월에 집중된다는 점이다.,추론형,긍정,현재,확실
효과는 톡톡히 봤다.,추론형,긍정,과거,확실
만일 계약이 영문으로 작성된 경우 단순히 번역문에 의존할 것이 아니라 영문 본래의 뜻을 잘 알아야 한다.,추론형,긍정,미래,확실
"기침이형 천식은 기관지 예민도 검사를 통해 반응 정도를 살펴볼 수 있으며, 기관지 확장제를 먹거나 흡입하는 스테로이드 제제를 써서 비교적 잘 치료할 수 있다.",추론형,긍정,미래,불확실
대부분의 조작이 수동으로 이뤄지기에 모바일로만 즐기는 것은 다소 불편했다.,추론형,긍정,과거,확실
"지난해 미국여자프로골프(LPGA) 투어에서 우승 없이도 상금 랭킹 10위라는 대단한 성적을 내며 세계 랭킹 13위에 올라 있는 김효주(25, 롯데)는 이래저래 목이 마르다.",추론형,긍정,현재,확실
대화와 노래로 극을 이끌어가는 배우가 독감에 걸리면 캐스팅 변경이 불가피한 데다 공연 중 배우들 스킨십도 잦은 탓에 전염 가능성도 높기 때문이다.,추론형,긍정,현재,확실
현재 유럽의 경우 해외 입국자에 대한 방역규제를 일찍이 대폭 완화한 만큼 일부 서류만 지참하면 격리 없이 여행이 가능하다.,추론형,긍정,현재,확실
구름 사이에서 누군가 이런 소리를 하는 것 같았다.,추론형,긍정,과거,불확실
또 정책 입안자들이 온통 4·15 총선에 함몰된 것은 아닌지 되짚어볼 필요가 있다.,추론형,긍정,현재,확실
김광현은 선발과 불펜의 경계선에 서 있다.,추론형,긍정,현재,확실
이를 뒤집기 위해 아무리 노력해봐도 자신이 서명한 문서에 기재된 명백한 문구를 뒤집는 일은 쉽지 않다.,추론형,부정,현재,확실
반도체 가격이 회복하고 미·중 무역분쟁이 누그러지면서 다시 활력을 찾을 것이라는 기대다.,추론형,긍정,현재,불확실
저출산으로 그렇지 않아도 영재가 줄어들고 있는데 우리는 있는 영재도 제대로 키우지 못하고 있다.,추론형,긍정,현재,확실
"전투기와 헬기 등 공중전력 국산화도 늘 부정적으로 반대논리를 펼치는 군사전문가들이 있지만, 우리가 가진 국력과 기술로 항공모함 보호를 위한 대공 및 대함 방어무기체계도 건조 기간 중에 충분히 개발이 가능하기에 공중, 해상, 지상 전력이 하나의 플랫폼으로 합동작전을 펼치는 다가오는 미래 전장에서 한국형 항공모함은 해상전력의 상징적인 존재로 그 역활을 다 할것이다.",추론형,긍정,미래,확실
"임금피크 특별퇴직금과 환율 상승에 따른 비화폐성 환차손 등 일회성 비용이 발생했으나 서울 명동사옥 매각익, 베트남 지분투자 관련 파생이익 등과 상쇄되면서 견조한 핵심이익 성장과 지속적인 자산건전성 제고 노력이 이를 견인했다.",추론형,긍정,과거,확실
더 싸게 더 빨리를 모토로 효율적인 성과만 추구하는 시스템이 정작 놓치고 있는 것이 무엇인지 영화는 고통스러울 만큼 자세하게 보여준다.,추론형,긍정,현재,확실
"뒷좌석에서 동승자나 별도로 안전하게 보관할 수 있는 애견가방 등을 준비하는 게 좋으며, 평소에도 안전관련 장비를 필수품처럼 챙겨야 한다",추론형,긍정,현재,확실
그 실패가 쌓이고 쌓여 ＇우주 강국＇으로 등극하는 밑거름이 됐다.,추론형,긍정,과거,확실
"지난 정권, 그리고 야당과 싸우느라 울산 같은 무리수가 나왔을 것이다.",추론형,긍정,미래,불확실
미국 내 친한 세력을 늘리고 친한 여론을 확산할 좋은 기회다.,추론형,긍정,현재,확실
원작 오디션을 계승한 각종 패션 아이템도 특징이다.,추론형,긍정,현재,확실
"기준금리 격차가 거의 없거나 미국의 기준금리가 더 높은 상태로 역전하는 상황이 발생할 경우, 외국인 투자자의 자금 유출과 함께 원화 가치가 더 하락할 수 있다.",추론형,미정,미래,불확실
BTS의 맏형 진은 현행 병역법이 개선되지 않는 한 올해 말까지 군에 입대해야 한다.,추론형,긍정,미래,확실
"이와 함께 2주마다 새로운 이벤트 던전이 오픈되며 던전 내 미션을 완료하면 빙룡천도, 비급무공, 천의무봉, 질풍의 신주 등의 각종 아이템과 다량의 경험치를 획득할 수 있다.",추론형,긍정,미래,불확실
또 NFT를 활용해 메타버스 시대에서 세계관을 확장하고 단순 소비자였던 이용자들이 생산과 소비에 모두 참여하는 ＇프로슈머＇ 생태계도 만들 수 있다고 강조했다.,추론형,긍정,과거,확실
GAA는 회로의 모든 면이 전류를 제어하는 게이트에 접촉된 구조로 최근 삼성전자가 공정 개발을 완료한 5나노 제품에 비해 칩 면적을 35% 줄이는 동시에 소비전력을 50% 감소시키면서 처리 속도는 약 30% 향상시킬 수 있다.,추론형,긍정,현재,확실
"＇#친구＇ 카테고리와 ＇#자취에 도움되는＇ 카테고리를 선택하면 인테리어 조명, 실내 방향제 등 집들이 선물을 확인할 수 있다.",추론형,긍정,미래,확실
한 달간 강제 휴가가 반가울 리 없다.,추론형,부정,현재,불확실
문제는 최대 1조7000억원으로 예상되는 재원 마련이다.,추론형,긍정,미래,불확실
혁명 동지 박 대통령을 저격하는 ＇김규평＇이라는 인물은 그래서 복잡한 내면 연기를 할 수 있는 배우여야 했다.,추론형,긍정,과거,확실
파티션이 곧 모니터가 될 수 있는 셈이다.,추론형,긍정,미래,불확실
그림을 산 게 죄는 아닌데 한국에서는 컬렉터가 세무조사를 받는 게 두려워 비밀에 부치려고 한다.,추론형,긍정,현재,확실
"동북아시아의 중심 지역인 한반도에 위치한 대한민국을 둘러싸고 있는 동해, 서해, 남해는 우리에게 군사 및 경제적으로 중요한 자산으로 주변국인 중국과 일본의 군사적인 행보를 보면 자주적인 국가정책 수행과 해양활동 보호를 위해 지금보다 더 강력한 해상전력 구축이 필요하다.",추론형,긍정,현재,확실
중국 사신이 올 때도 길 주변에서 일하는 사람들이 죄다 여자여서 중국인들이 괴이하게 생각했을 정도다.,추론형,긍정,과거,확실
"주로 소나무들이 분포하고 있지만, 가끔 보이는 눈잣나무는 어쩌면 저렇게 단정하게 자랄 수 있을까 감탄하게 된다.",추론형,긍정,현재,확실
"과거 한선교 전 미래한국당 대표 체제 아래 작성된 비례대표 리스트에서 당선권에 포함됐던 인사 중, 새로운 리스트에서 순위가 바뀌어 당선권 밖으로 밀렸거나 아슬아슬하게 당선권에 걸쳐 있는 인사들이 거세게 반발할 것으로 예상되기 때문이다.",추론형,긍정,현재,확실
경북도와 경주시도 유치에 총력전을 펼칠 태세다.,추론형,긍정,현재,확실
때문에 넥슨이 블록체인 생태계의 기축 통화로 ＇넥스트메소＇를 쓰는 것 아니겠냐는 추측이 나온다.,추론형,긍정,미래,불확실
보유한 이더리움 자산이 한 번에 청산될 위기에 처했기 때문이다.,추론형,긍정,과거,확실
구호품을 바쳐 어려운 사람을 구제하는 경우 반드시 포상하도록 미리 상금부터 준비하라고 했으니 여기서 권분의 명분이 서는 것이다.,추론형,긍정,과거,확실
"올 들어 경기도 주요 신도시뿐 아니라 서울 도심, 강남권 신축 아파트마저 도미노처럼 하락세를 이어가면서 찬바람이 부는 중이다.",추론형,긍정,현재,확실
전시는 사상계의 흐름과 그것이 지닌 담론을 이해하고자 하는 노력이다.,추론형,긍정,현재,확실
국내 전문가들도 미국의 금리 인상 속도에 맞는 국내 통화 정책의 필요성을 제기하는 분위기다.,추론형,긍정,현재,확실
따라서 장시간 외출 시에는 구강청결제를 챙기는 것이 좋다.,추론형,긍정,현재,확실
국회가 일 안 하는 것이야 새삼스럽지도 않다.,추론형,부정,현재,확실
여기에 설상가상 케인은 4주 이상 결장이 예상돼 손흥민의 복귀는 토트넘에게는 반가운 소식이 아닐수 없다.,추론형,긍정,현재,확실
세계 자동차 생산의 80%는 중국산 부품을 써야 한다.,추론형,긍정,현재,확실
크리스티아누 호날두(유벤투스)가 건재함을 뽐냈다.,추론형,긍정,과거,확실
의젓하고 예쁘기 때문이다.,추론형,긍정,현재,확실
김광현이 정규시즌 전까지 좋은 모습을 보이는 것만큼 5선발 경쟁자 카를로스 마르티네스의 몸 상태도 중요하다.,추론형,긍정,현재,확실
신뢰 회복을 위해 감정원 표본 공개는 물론 평가방식 개선이 절실하다.,추론형,긍정,현재,확실
영어를 사용할 수 있는 일반인이면 참가자 모집 홈페이지 ＇스퀴드게임 캐스팅 닷컴(SquidGameCasting.com)＇을 통해 전 세계 누구나 이 프로그램 참가를 신청할 수 있다.,추론형,긍정,미래,불확실
