user_prompt,유형,극성,시제,확실성
설날 이벤트도 오는 22일부터 시작된다.,사실형,긍정,미래,확실
"FA-50 파이팅 이글, F-15K 슬램이글, KC-330 시그너스, E-737 피스아이, KT-1 웅비, KF-16 등과 같이 KF-X(Korea Fighter eXperimental)의 공식명칭도 지난해 10월 한국형 전투기 명칭 공모전을 통해 이미 선정되어 롤-아웃 행사에서 공개된다.",사실형,긍정,미래,확실
문제는 최대 1조7000억원으로 예상되는 재원 마련이다.,추론형,긍정,미래,불확실
파티션이 곧 모니터가 될 수 있는 셈이다.,추론형,긍정,미래,불확실
규제개혁에 뜻이 있는 퇴직 공무원을 활용한 ＇규제혁신추진단＇도 구성된다.,사실형,긍정,미래,확실
비가 내리는 지역에서는 돌풍과 함께 천둥·번개가 치고 일부 지역에선 우박이 떨어지는 곳이 있을 예정이다.,예측형,긍정,미래,불확실
때문에 넥슨이 블록체인 생태계의 기축 통화로 ＇넥스트메소＇를 쓰는 것 아니겠냐는 추측이 나온다.,추론형,긍정,미래,불확실
상품 대금을 6주에 걸쳐 4번으로 나눠서 납부하는 방식으로 서비스를 제공할 예정이다.,사실형,긍정,미래,불확실
하지만 모두가 총을 소유할 수 있게 된 시대에는 총을 활용한 전술적 혁신이 더 중요해질 겁니다.,대화형,긍정,미래,불확실
영어를 사용할 수 있는 일반인이면 참가자 모집 홈페이지 ＇스퀴드게임 캐스팅 닷컴(SquidGameCasting.com)＇을 통해 전 세계 누구나 이 프로그램 참가를 신청할 수 있다.,추론형,긍정,미래,불확실
"집권 여당인 민주당은 3일 ＂공정거래위원회가 기업결합 심사 원칙을 엄정하게 해서 배달 애플리케이션(앱) 독과점에 대해 면밀하게 들여다봐야 한다는 입장＂이라며 반대 입장은 아니라고 밝혔지만, 중개 수수료 인상 등을 우려하는 자영업자들 목소리가 거세게 반영될 경우 급기야는 이번 합병이 무산될 수도 있다.",추론형,긍정,미래,불확실
＂두 가지를 지키면서 100m 이내에서 웨지샷을 하면 프로 골퍼처럼 멋지게 홀에 붙일 수 있다.＂,추론형,긍정,미래,확실
"2017년 이후에 태어나는 영재들은 지금으로부터 10년 후인 2032년부터 영재교·과학고에 입학하고, 2035년엔 이공계 대학생이 되고, 그 이후로는 한국 첨단 기술 분야를 이끌어나가는 인재가 될 것이다.",예측형,긍정,미래,불확실
"이튿날인 18일 아침최저기온은 19~23도, 낮최고기온은 26~32도를 기록할 전망이다.",예측형,미정,미래,불확실
이 같은 통계치는 최근의 금리동향을 잘 나타내주며 은행에 저축을 하거나 일반대출을 받으려는 금융소비자 입장에서 유용한 정보로 활용할 수 있다.,사실형,긍정,미래,확실
대부분의 사람은 그것들이 무너질 때 경악하면서 같이 무너진다.,사실형,긍정,미래,확실
이를 정상인의 유전체와 비교하면 어떤 유전자 돌연변이로 인해 암이 발생하는지 파악할 수 있을 뿐만 아니라 최대 35년 뒤 암 발생 여부를 예측하는 일도 가능해 환자 맞춤형 치료의 새로운 길이 열릴 것으로 전망된다.,예측형,긍정,미래,불확실
"나머지 8곳에 대해선 최대 4개월의 시정기간을 부여했으며, 이 기간이 끝난 뒤 개선 여부를 점검할 계획이다.",사실형,긍정,미래,확실
슈퍼스타 확정 게이지는 슈퍼스타 등급의 트레이너를 영입하면 초기화되며 레전드 트레이너 확정 게이지와는 별개로 운영된다.,사실형,긍정,미래,확실
위메이드는 이날 오후 10시 카카오 쇼핑 라이브를 통해 2차 쇼케이스 ＇미르M＇ 특별 방송 ＇전지적 용사 시점＇도 개최한다.,예측형,긍정,미래,확실
"선데이토즈는 총 103명을 추첨해 맥북 프로와 블루투스 스피커, 캐릭터 제품 등을 제공할 예정이, 외에도 인기 유료 아이템을 선물하는 접속 보상 이벤트도 마련해 도끼, 무제한 스컹크, 무제한 크래부, 스컹크 등을 지급한다.",사실형,긍정,미래,확실
그리고 그 출발점은 ＇그 밥에 그 나물＇에서 벗어나 개혁 공천을 통해 참신한 인재를 대거 출마시키는 것이다.,사실형,긍정,미래,확실
미국 같은 선진국에도 항생제 수급 차질은 치명적일 것이다.,추론형,긍정,미래,확실
이번 시즌 첫 대회인 대만여자오픈을 치르고 한 달 뒤인 4월 롯데렌터카 여자오픈을 시작으로 15주 동안 쉼 없는 레이스를 이어가며 KLPGA는 행복한 비명을 지를 예정이다.,사실형,긍정,미래,불확실
"일반적인 보디클렌저처럼 사용하는 것은 물론 팔꿈치, 종아리 등 각질이 고민되는 부위에 얇게 펴 바르고 3분 동안 두었다가 가볍게 문지르듯 닦아내면 피부 노폐물이 제거되고 매끄러운 피부가 된다.",사실형,긍정,미래,확실
연근해 방어 위주의 해역함대에서 벗어나 원양함대 구축을 위해 필요한 중대형 차세대 구축함 및 잠수함과 더불어 항공모함은 임진왜란에서 왜군을 제압한 거북선과 판옥선 이상으로 국민 모두의 기대에 부응하는 영해 수호의 최전선에서 우리 군의 핵심전력이 될 것이다.,추론형,긍정,미래,확실
"특화된 프로그램으로 실질적인 사업 기회를 창출하고 한상과 한상, 한상과 국내 기업인 간 비즈니스 네트워킹 기회를 더욱 늘릴 예정이다.",사실형,긍정,미래,불확실
"이는 우후죽순 생겨나 에어라인 파일럿의 꿈을 가진 학생들을 상대로 돈벌이에 급급한 국내 몇몇 대학교의 항공운항과를 가서 억대의 돈과 시간을 낭비를 하는 현재 상황에서 에어라인 파일럿이 되는 방안으로 환영 받을 일이기도 하고, 아울러 수익성도 가져갈 수 있기에 시도해볼 만한 내용으로 보인다.",추론형,긍정,미래,확실
＂이래 가지고는 개인이 퇴직 후 안정적인 삶을 영위할 수 없다.＂,추론형,부정,미래,불확실
의료비 신고센터에 접수된 의료기관으로부터 추가 수집한 자료는 20일 최종 알 수 있다.,사실형,긍정,미래,확실
＇베르테르＇ ＇서편제＇ ＇모차르트!＇ ＇몬테크리스토＇ 등 대작 뮤지컬들이 올해 초연 10주년 혹은 20주년을 맞는다.,사실형,긍정,미래,확실
"정부는 이와 함께 정부 부처, 연구기관, 경제 협회 및 단체에 규제 전담 조직을 설치하고, 규제혁신추진단과 긴밀히 연계해 덩어리 규제를 발굴·개선할 예정이다.",예측형,긍정,미래,확실
사실 연락하기도 껄끄럽고 찔끔찔끔 보다 보면 서먹서먹해지면서 멀어지기 일쑤다.,추론형,긍정,미래,확실
손흥민의 복귀는 오는  5일 잉글랜드축구협회(FA)컵 미들즈브러전이나 12일 리버풀과의 EPL 경기가 될 전망이다.,사실형,긍정,미래,확실
"최지만(29, 탬파베이 레이스)은 2월 18일 전체 팀 훈련에 참가한다.",사실형,긍정,미래,확실
하이재킹 당한 드론은 범죄에 악용될 수 있다.,추론형,긍정,미래,확실
국제유가가 상승하면 통상 정유사의 수익성 지표인 정제마진도 증가한다.,사실형,긍정,미래,확실
이용자는 MMORPG처럼 거점 ＇벨리카＇ 내부를 돌아다니며 NPC와 대화하고 각종 퀘스트 수행과 콘텐츠를 즐길 수 있다.,추론형,긍정,미래,확실
"복어 독에 중독됐을 때는 참기름, 대두즙, 감람즙이 모두 해독할 수 있다.",추론형,긍정,미래,확실
＂책 속의 이미지 가운데 33퍼센트만 찾아낸다면 당신은 강우현을 남이섬에서 밀어낼 수 있다.＂,추론형,긍정,미래,확실
카카오게임즈가 서비스하는 ＇우마무스메 프리티더비＇는 6월 20일 출시된다.,사실형,긍정,미래,확실
"사무실에서 가로수, 가로등, 볼라드 등 다양한 도시 공공시설물의 위치, 관리 상태, 숫자 등을 관리할 수 있는 셈이다.",사실형,긍정,미래,확실
"유류세를 30% 인하하면 ℓ당 붙는 유류세가 휘발유는 246원, 경유는 174원, 액화석유가스(LPG) 부탄은 61원 내려간다.",사실형,긍정,미래,확실
"＇시베리아 역병＇의 사례처럼 우리가 이미 알고 있던 감염병, 혹은 신종 감염병이 동물을 매개로, 혹은 직접 접촉을 통해 전 세계로 확산할 수 있습니다.",대화형,미정,미래,불확실
"모던워페어를 소유한 이용자의 경우 배틀패스 아이템, 오퍼레이터, 무기 및 개인화 요소 등 기존에 획득한 모든 콘텐츠들을 워존에서도 사용할 수 있다.",사실형,긍정,미래,불확실
최대 8명의 이용자가 함께 전투부대를 구성해 임무를 수행하거나 150명으로 구성된 ＇클랜＇을 만들어 파벌 분쟁에 참여할 수 있다.,사실형,긍정,미래,불확실
최대 5인이 도전할 수 있으며 신화 장신구 제작 재료를 획득할 수 있다.,사실형,긍정,미래,불확실
토요일인 4일은 전국이 대체로 맑겠으나 중부 지방은 오전에 구름이 많겠다.,예측형,긍정,미래,불확실
도는 영업사원 대리수술 등 무면허 의료행위와 수술실에서 벌어질 수 있는 각종 위법행위를 예방하고 환자의 알권리와 인권을 보호하기 위해 수술실 CCTV 확대 노력을 지속해서 전개할 예정이다.,사실형,긍정,미래,확실
이용자들은 국가대표급 치어리더라는 힌트를 활용해 예측한 모델의 이름을 답안으로 제출하고 적중한 횟수에 따라 게임 아이템을 보상으로 획득할 수 있다.,추론형,긍정,미래,불확실
장애인 주차표지를 부착한 차라도 장애인이 탑승하지 않은 채로 아파트 장애인주차구역에 진입했다가는 단속에 걸려 과태료를 물게 된다.,사실형,긍정,미래,확실
"이와 함께 ＇소드마스터＇, ＇다크템플러＇, ＇데몬슬레이어＇, ＇베가본드＇ 등 ＇여귀검사＇ 네 개 캐릭터에 세 번째 각성 ＇진각성＇을 업데이트한다.",사실형,긍정,미래,확실
이를 통해 영업이익을 흑자 전환시켜 2020년 1135억원의 목표를 달성할 계획이다.,예측형,긍정,미래,불확실
이번 수상 결과는 다음달 열리는 아카데미 시상식에서도 ＇기생충＇에 유리한 영향을 미칠 것으로 기대된다.,추론형,긍정,미래,불확실
"공군사관생도 선발 규모는 평균 200명 내외, 지난해 모집 정원은 215명으로 8천명이 넘게 지원하며, 48.7대1의 입시 경쟁률을 보인 가운데, 올해는 오는 7월 중에 원서 접수를 받아 예년과 같이 215명을 선발할 예정이다.",사실형,긍정,미래,불확실
피토바이러스를 발견한 연구팀의 일원인 장 미셸 클라베리 프랑스 악스-마르세유대 교수는 논문을 통해 ＂지구 온난화로 인해 영구동토나 빙하가 녹으면 이 속에 들어 있던 원시 미생물들이 다시 부활할 수 있다＂며 ＂우리가 모르는 신종 바이러스의 잠재적 위협에 대비해야 한다＂고 강조했습니다.,대화형,부정,미래,확실
또한 보름이라 달빛이 강하기 때문에 관측에 가장 좋은 환경이 갖추어지는 것은 0시 이후(1월 5일 새벽)가 될 것으로 보인다.,추론형,긍정,미래,불확실
무엇보다 오늘날의 정치·경제 체제는 격변이 일상화된 복잡계라는 사실을 깨닫게 될 것이다.,추론형,긍정,미래,확실
이외에도 국내 최초 서빙로봇을 상용화한 무인 솔루션 브랜드 ＇브이디컴퍼니＇가 서빙로봇 푸두봇·벨라봇을 전시한다.,사실형,긍정,미래,확실
상반기 안에 보라카이(칼리보)와 코타키나발루 노선의 운항을 재개하고 필리핀 세부 노선의 신규 취항도 추진할 계획이다.,사실형,긍정,미래,불확실
이에 삼양식품이 수출 비중이 높은 만큼 달러 강세의 수혜를 입을 것이라는 전망이다.,예측형,긍정,미래,확실
비디오몬스터는 사용자가 만든 영상의 객체정보와 위치정보를 활용해 다양한 사업을 전개할 계획이다.,예측형,긍정,미래,불확실
이를 통해 초보자는 전투 실력을 빠르게 키우고 실력자는 각종 보상을 획득할 수 있다.,추론형,긍정,미래,불확실
특히 이번 개선안에는 윤석열 대통령이 강조한 첨단산업 인재 양성과 관련한 규제 완화 방안도 포함되면서 향후 반도체 등 신산업에서 경쟁력을 확보하기 위한 정부의 규제 개혁 행보가 더욱 확대될 것으로 전망된다.,예측형,긍정,미래,불확실
"하지만 2.75%가 점도표상 미국의 연말 예상 기준금리인 3.4%보다 낮기 때문에, 한은도 결국 한 차례 정도는 빅스텝을 밟지 않겠냐는 관측이다.",예측형,긍정,미래,불확실
이를 위해 지역사회 소비 진작을 위하여 온라인 쿠폰을 시민에게 나누어 주는 것도 좋겠다.,추론형,긍정,미래,확실
다만ℓ당 815원이던 세부담이 1260원으로 445원이나 오를 것으로 예상되는 생맥주는 출고가격이 오르게 된다.,사실형,긍정,미래,확실
해당 프로그램에서는 456만달러(58억8000만원) 상금을 두고 456명의 실제 경쟁자들이 드라마 ＇오징어 게임＇에서 등장했던 각종 게임과 넷플릭스 측이 새롭게 추가한 게임을 통해 최종 우승자를 가린다.,사실형,긍정,미래,확실
내가 쓰는 물건의 자리를 어디로 지정할지는 스스로 결정하면 될 일이다.,추론형,긍정,미래,확실
해외서는 한국 게임에 대한 규제 명분으로 활용할 수 있다.,추론형,미정,미래,불확실
여기부터는 걸을 준비를 하는 게 좋다.,추론형,긍정,미래,확실
이에 따라 컴투스는 국제구호개발 NGO 세이브더칠드런코리아(이사장 오준)를 통해 신생아들의 건강한 출산과 성장을 지원하는 산모 출산 준비 키트 2000개와 감염병에 노출되기 쉬운 신생아들을 보호하기 위한 필수 약품 키트 1000개를 기부하게 됐다.,사실형,긍정,미래,확실
"넷마블(대표 권영식, 이승원)은 신종 코로나바이러스 감염증(코로나19)의 지속적인 확산에 따라 넷마블컴퍼니 임직원 전체를 대상으로 재택근무 일정을 오는 3월 13일까지 추가 연장한다.",사실형,긍정,미래,확실
"온라인 사전신청 후 현장에서 상담만 받아도 셀로니아 시그니처 바이오 시트 마스크 2매, 생 어거스틴 무료 시식 쿠폰을 준다.",사실형,긍정,미래,확실
중국 내 코로나19 사태가 진정 국면에 접어들었다는 진단이 나오면서 중국 증시 상승세에는 더욱 힘이 실릴 전망이다.,예측형,긍정,미래,불확실
"재판부는 ＂(화성연쇄살인사건을 자백한)이춘재가 수사기관에서 화성 8차 사건의 진범이라는 취지의 자백진술을 했고, 여러 증거들을 종합하면 이춘재의 진술에 신빙성이 인정된다＂면서 ＂윤씨에 대한 무죄를 인정할 명백한 증거가 새로 발견된 때에 해당한다＂며 재심개시결정 이유를 밝혔다.",사실형,긍정,미래,확실
"경복궁, 청와대, 부산대교 등 국내 8개 시도의 대표 랜드마크를 레고브릭으로 작게 만든 미니랜드도 볼 만하다.",사실형,긍정,미래,확실
이를 통해 전 세계 신생아들의 건강한 출산과 성장을 지원하는 산모 출산 준비 키트 2000개를 후원한다.,사실형,긍정,미래,확실
"또한, 올해 상반기에 Motion Pillow를 국내에 정식 출시할 예정이며, 하반기부터는 미국과 유럽 시장에도 본격적으로 진출할 계획이다.",사실형,긍정,미래,불확실
내국법인이 소재·부품·장비 관련 외국 법인을 인수하는 경우에는 인수금액의 5%의 세액을 공제한다.,사실형,긍정,미래,확실
"신제품은 냉방면적에 따라 23㎡와 26㎡ 중 선택할 수 있으며 실버, 로즈, 화이트, 샤인 등 4가지 색상 중 선택할 수 있다.",사실형,긍정,미래,확실
17일 경북도청에서 열리는 출범식에는 34명으로 구성된 위원들이 참석해 투자유치 ＇100조원 시대＇를 열어가겠다는 결의를 다진다.,사실형,긍정,미래,확실
"슈퍼엠은 이달 말부터 미국 서부와 캐나다에서 공연한 뒤 2월부터는 프랑스 파리, 영국 런던 등 유럽 공연에 나선다.",사실형,긍정,미래,확실
서울 종로구에 거주하는 회사원 A씨는 8월에 폐암 수술을 받을 예정이다.,예측형,긍정,미래,불확실
지금까지는 30%까지 무조건 원리금보장형 상품에 투자해야 했지만 앞으로는 디폴트 옵션 상품만으로 계좌 운용이 가능해진다.,사실형,긍정,미래,확실
녹색성장위원회 산하 교육기관인 녹색성장진흥원은 로반과 학생들을 연결해준다.,사실형,긍정,미래,확실
이런 때일수록 정확한 사실관계를 파악하고 있어야 건강을 지킬 수 있다.,추론형,긍정,미래,확실
"우리나라 소비자물가 상승률이 이미 5%를 넘은 상황에서 미국 기준금리가 우리나라보다 높아지는 ＇금리 역전＇이 현실화되면 투자 자금 유출, 원화 가치 하락 등의 결과가 나타난다.",사실형,긍정,미래,확실
이외함께 올해 ＇컴프매 2020＇의 공식 홍보모델로 활약할 3명의 ＇컴프매 걸스＇를 예측하는 이벤트도 열린다.,사실형,긍정,미래,확실
"간장에서 손톱과 발톱, 털은 물론이고 모래나 지푸라기 같은 잡물을 걷어내야만 먹을 수 있다.",추론형,긍정,미래,확실
아케이드(Arcade) 모드에서 선택해 즐길 수 있다.,추론형,긍정,미래,불확실
대표팀이 6월 24일과 25일 최종예선에서 만날 두 팀은 베네수엘라와 리투아니아다.,사실형,긍정,미래,확실
이란의 민항기 오발 격추로 사태가 엉뚱하게 진정됐지만 핵무기를 만들고 있는 이란은 결코 가만히 있지 않을 것이다.,예측형,긍정,미래,불확실
사회 양극화를 시각화해 주제를 부각시킨 ＇기생충＇ 속 박 사장 저택과 기택(송강호)네 반지하집 세트가 한류 관광 기지로 만들어진다.,사실형,긍정,미래,확실
한편 펍지 오는 12일 배틀그라운드 글로벌 서비스 2주년을 기념해 각종 업데이트와 이벤트를 선보일 예정이다.,사실형,긍정,미래,불확실
"한국형 장거리공대지유도탄은 적의 대공위협지역에서 벗어난 거리에서 전략 표적을 정밀 공격할 수 있는 순항유도탄으로 독일산 타우러스 대비 낮은 도입 단가와 유지 비용, 더 높은 정밀도, 항재밍 능력 등 주요 성능은 동급 이상으로 항공 플랫폼 탑재 효율성 및 생존성 극대화를 위해 소형화, 경량화, 항공연동화, 스텔스 기능까지 더해질 예정이다.",사실형,미정,미래,확실
넥슨와 EA아시아스튜디오는 7일 중순 여름 대규모 업데이트를 통해 비슷한 수준의 클럽과 조건에서 실력으로만 겨루는 신규 모드 ＇어쎈틱 챌린지＇를 추가할 계획이다.,예측형,긍정,미래,불확실
삼성그룹이 ＇준법감시위원회＇를 만든다.,사실형,긍정,미래,확실
2000년대 시단에 명징한 주름을 남긴 그의 시는 대학에서 ＇텍스트＇로서 가르쳐진다.,사실형,긍정,미래,확실
온전한 소유권을 기반으로 자유 시장 경제를 만들어가게 된다.,사실형,긍정,미래,확실
코픽스가 오르면 차주(돈을 빌린 사람)의 이자부담도 늘어난다.,사실형,긍정,미래,확실
"회사가 편리한 연말정산 서비스를 이용하는 경우 소속 근로자는 18일부터 홈택스 서비스에 접속해 공제신고서 작성, 공제자료 간편제출, 예상세액 계산 등을 할 수 있다.",사실형,긍정,미래,확실
간편해진 본인 확인 절차와 소비자 책임감소는 더 많은 고객유치로 이어질 것이다.,추론형,긍정,미래,확실
"다양한 사업과 행사로 ＇섬김＇, ＇기쁨＇, ＇나눔＇ 등 이 신부의 3대 정신을 계승하고 발전시키는 거점 역할을 할 예정이다.",사실형,긍정,미래,확실
유권자들의 마음을 얻고 싶다면 야당 스스로가 새로운 비전과 수권 능력을 보여줘야 한다.,추론형,긍정,미래,확실
그리고 어드레스 라인과 퍼터 헤드가 정확하게 직각을 이루도록 돕고 스트로크를 할 때 퍼터 페이스가 열리거나 닫히는 단점도 고칠 수 있습니다.,대화형,긍정,미래,불확실
아이를 돌보는 보호자가 손위생을 철저히 하고 적절한 개인보호구를 착용해야 한다.,추론형,긍정,미래,확실
"작전 지역 상공 150피트에서 화물 투하가 가능하고, 착륙 후에 기내 장착된 32톤 전동 윈치가 지상지원 장비 없이 탑재된 화물을 빠르게 싣고 내릴 수 있다.",추론형,긍정,미래,불확실
"수미감자(20㎏)는 지난해 6월 1만9000원 선에서 도매가격이 형성됐지만, 올해는 3만~3만3000원에 형성돼 최대 70% 넘게 가격이 뛸 거라는 전망이다.",예측형,긍정,미래,불확실
하지만 진짜 위기가 왔을 때 이를 기회로 바꾸기 위해 실천할 수 있으려면 준비가 되어 있어야 할 겁니다.,대화형,긍정,미래,확실
공모가 확정 공시는 20일이다.,사실형,긍정,미래,확실
정원 규제가 완화돼 정원이 늘어나면 그만큼 중국 학생 대신 우리 학생에게 양질의 교육 기회도 줄 수 있다.,추론형,긍정,미래,불확실
"공모작 제출은 5월 1일까지로 대한민국에 거주하는 개인, 그룹, 법인 모두 참가할 수 있다.",추론형,긍정,미래,불확실
6월 10일 ＇실시간 MMORPG의 플레이 감각을 날카롭게 벼려보자＇ 강연에선 ＇프라시아 전기＇ 안에서 벌어지는 실시간 전쟁 과정에서의 플레이 경험을 높이고자 시도한 네트워크 지연 극복 노력을 공개한다.,사실형,긍정,미래,확실
"일본 정도를 본받는 수준이 아니라, 자동차 엔진이면 이에 준하는 성능과 기준을 조속히 마련해야 한다.",추론형,긍정,미래,확실
당연히 전액 현금 투자이며 토큰 투자는 하지 않는다.,사실형,긍정,미래,불확실
무증상부터 심각한 호흡부전까지 다양한 양상을 보일 수 있다.,추론형,긍정,미래,확실
이 기술이 구현되면 배드민턴을 배우는 사람들이 제대로 셔틀콕을 쳤는지 스스로 점검이 가능한 시스템이 만들어진다.,사실형,미정,미래,불확실
김창룡 경찰청장은 경찰 내부망에 ＂결코 직에 연연하지 않고 역사에 당당한 청장이 되겠다＂고 밝혀 갈등이 한층 격화할 것으로 전망된다.,예측형,긍정,미래,불확실
핀테크 기업이 은행처럼 고객에게 직접 계좌를 만들어주는 서비스가 가능해진다.,추론형,긍정,미래,확실
"초기에는 낮에 시력이 저하되는 주맹 현상을 보이기도 하고, 양상에 따라 돋보기에 의존하던 환자들이 돋보기 없이도 근거리가 잘 보이는 경험을 하기도 한다.",사실형,긍정,미래,확실
"단 어떤 영웅도 2주 연속 제외되지 않으며 영웅 로테이션은 팬, 선수 등의 의견을 적극 수렴해 시즌 중에도 수정될 수 있다.",추론형,미정,미래,확실
"럼에 절인 베이컨을 파인애플에 말아 단짠의 진수를 경험할 수 있는 베이컨 파인애플말이(1만5000원), 치즈 크림 파스타에 잘 구워진 항정살 구이와 매콤한 꽈리 고추가 들어간 페코리노 치즈 리가토니(1만7000원)와 당근 퓨레를 곁들여 먹는 삼겹살구이(2만5000원)는 꼭 먹어봐야 할 메뉴다.",추론형,긍정,미래,확실
노동계 요구를 절반(15%포인트)만 수용해도 내년 물가는 최소 4%에 이를 가능성이 높다.,사실형,긍정,미래,확실
"타다금지법으로 불리는 여객운수법 개정안의 국회 상임위원회 통과를 주도한 박홍근 을지로위원장을 비롯해 제윤경 책임의원, 우원식 이학영 등 민주당 을지로위 소속 의원들이 자리할 예정이다.",예측형,긍정,미래,불확실
"공장에서 로봇들이 그랬던 것처럼 드론의 자동화 기술은 조종사들의 일자리를 대체하거나, 적어도 지상의 드론 오퍼레이터들이 늘어나며 조종사들을 대체할 것이다.",예측형,긍정,미래,확실
＇카오스 고블린 조합＇을 통해 신년 소환서를 최대 4등급까지 업그레이드할 수 있다.,추론형,긍정,미래,확실
오는 16일에는 공식 홈페이지도 연다.,사실형,긍정,미래,불확실
7월 1일 ＇위믹스3.0＇ 테스트넷과 함께 ＇위믹스 플레이＇를 선보이고 3분기 중 ＇위믹스 디파이＇와 ＇나일＇을 론칭할 계획이다.,예측형,긍정,미래,불확실
"다만 투자대상기업은 3년 이내에 증자금액의 80% 이상을, 연구·인력개발비, 연구시험용시설 및 직업훈련용시설 투자, 생산성향상시설 투자, 신성장기술 사업화 시설투자 등에 지출해야 한다.",추론형,긍정,미래,확실
"이 애매하고 어정쩡한 둘 사이, 도대체 어떻게 설명해야 할까?",대화형,긍정,미래,불확실
"국토부는 주거급여 사각지대가 발생하지 않도록 관계부처, 지자체와 협조해 수급자 발굴을 위한 홍보 활동을 추진할 계획이다.",사실형,긍정,미래,확실
＇서머너즈워: 천공의 아레나＇에 이은 빅히트 타이틀이 탄생할지 주목된다.,추론형,긍정,미래,확실
노원구는 이달 중으로 최종 감사결과를 발표할 예정이다.,사실형,긍정,미래,확실
결코 쉽지 않은 길이지만 도멘 드 마르꾸는 바이오 다이나믹에 대한 고집을 꺾지 않을 계획이다.,사실형,긍정,미래,확실
팬 커뮤니티가 팬덤으로 발전할 가능성도 커진다.,사실형,긍정,미래,불확실
게다가 물가 안정을 위한 윤 대통령의 의지도 연일 강조되고 있어 당정 차원의 물가 안정 대책 마련은 급물살을 탈 가능성이 높다.,추론형,긍정,미래,불확실
섬의 특성상 ＇바람에 강하다＇고 할 수도 있다.,추론형,긍정,미래,불확실
"산모, 신생아도 인공호흡기 사용 등 보존적 치료를 적용할 수 있다.",추론형,긍정,미래,불확실
"안전운항을 위해 신형 항공기 도입도 국내 어떤 민간항공사보다 적극적인 가운데, 차세대 항공기로 주목 받고 있는 A321neo, B787 등과 같은 신형 항공기 100대를 주문 했으며, 이들은 올해부터 오는 2025년까지 순차적으로 도입될 예정이다.",사실형,긍정,미래,불확실
"아울러 향후 채굴 난이도 상승을 고려할 때, 채굴 수입에서 채굴 비용이 차지하는 비중이 점점 더 커질 전망이다.",예측형,긍정,미래,불확실
가장 많은 사탕을 받은 NPC는 13일부터 14일까지 이용자들에게 혜택이 담긴 공약을 실행한다.,사실형,긍정,미래,확실
또 시설자금 대출 시 소요자금의 최대 90%까지 지원하고 최장 20년까지 대출기간을 설정할 수 있어 대출금 상환에 대한 부담도 크게 낮출 수 있다.,추론형,긍정,미래,확실
흑정령 서버는 일정 기간 시즌제로 운영되며 성장 지원에 특화돼 기존보다 빠른 속도로 캐릭터를 육성할 수 있다.,추론형,긍정,미래,불확실
소비자가 직접 인증 방법을 선택하게 되면서 사업자의 고객 확보전략도 함께 변화할 것이다.,추론형,긍정,미래,불확실
지금까지는 일부 업체에 한해 생산 차질이 빚어졌지만 앞으로는 자동차업계 전반으로 피해가 확산할 것이라는 전망이다.,예측형,긍정,미래,불확실
오는 7월 14~17일 코엑스에서 개최되는 이번 박람회에서는 다양한 강연을 마련해 금융전문가의 신중년 재무설계 강의 등도 열린다.,예측형,긍정,미래,확실
이 6가지 핵심 기술이 결합돼 공을 멀리 곧게 비행시키는 SZ 드라이버는 1월 18일 전 세계에서 동시 출시된다.,사실형,긍정,미래,확실
전북도는 김관영 전북도지사 당선인이 ＂도지사 관사를 유지하면서 향후 도민 소통 공간으로 활용하겠다＂는 방침이다.,사실형,긍정,미래,확실
도시에 내재된 위험도 다시 부각될 것이다.,추론형,긍정,미래,확실
＇던전앤파이터 모바일＇이 실질적인 최고 기대작이라는 점에서 중국 시장에서의 성과에 관심이 쏠릴 전망이다.,예측형,긍정,미래,불확실
"한빛소프트는 오는 12일 점검 이후 ＇함께모여 축하해＇, ＇선물이야 축하해＇, ＇춤추면서 축하해＇, ＇새로와서 축하해＇, ＇다시와서 축하해＇ 등 5가지 3주년 이벤트를 시작한다.",사실형,긍정,미래,확실
노량진수산시장을 ＇롤모델＇로 다른 시장도 순차적으로 개선해나갈 방침이다.,사실형,긍정,미래,불확실
반도체 기업들이 구매를 아무리 원한다고 해도 ASML이 생산량을 신속하게 확장하는 건 불가능합니다.,대화형,긍정,미래,확실
강원도도 김진태 당선인 취임 이후 입주나 시민 공간 활용 등을 최종 결정할 방침이다.,사실형,긍정,미래,불확실
"은행 측은 이에 대해 재심, 이의제기, 행정심판, 행정소송 등으로 대응할 수 있다.",사실형,긍정,미래,확실
"누리호는 발사대에 도착한 후, 기립 준비과정을 거쳐 오전 중 하늘을 향해 기립한다.",사실형,긍정,미래,불확실
대학에 최대한 자율을 보장하기 위해서는 사립대에 규제 선택권을 주는 게 낫다.,추론형,긍정,미래,확실
"이에 동체구조물은 완벽하게 정렬된 상태로 FASS에 올릴 수 있으며, 구조물 이동의 안전성 확보뿐만 아니라 자동물류 구현을 통한 공수절감과 품질확보를 한번에 잡을 수 있다.",추론형,긍정,미래,불확실
블리자드는 신작 ＇디아블로 이모탈＇을 오는 6월 3일 출시한다.,사실형,긍정,미래,확실
감염 예방에 만전을 기울인다면 중국 대표팀의 참가는 부산시 입장에서도 긍정적인 효과를 기대할 수 있다.,예측형,긍정,미래,불확실
"기후변화 영향 평가 대상에서 신재생에너지 발전사업이 제외되면, 기존 탄소흡수원이 얼마나 줄어드는지에 대해 과학적이고 객관적인 접근이 불가능해진다.",사실형,부정,미래,불확실
