user_prompt,유형,극성,시제,확실성
이를 위해서는 초저가 할인 마케팅을 지속해야 되는 만큼 수익성 관리가 중요한 과제로 떠오를 전망이다.,예측형,긍정,미래,불확실
블리자드는 오는 17일 오전 2시 오버워치2 공개 이벤트 라이브스트림을 통해 서비스 모델 및 시즌별 콘텐츠 계획도 공개할 방침이다.,예측형,긍정,미래,불확실
"또 오픈게임 플랫폼 위믹스플레이, 대체불가토큰(NFT) 기반 탈중앙화 자율조직(DAO) 신경제, 모든 금융을 가능하게 할 디파이 서비스 등 탈중앙화 메인넷 위믹스 3.0에서 선보일 각종 서비스에 대한 설명도 이어갈 예정이다.",예측형,긍정,미래,불확실
지난해 말 세계 최초로 출시한 ＇하이퍼스케일 AI 컴퓨팅(HAC)＇을 앞세워 공공기관 수요는 물론 민간 시장에서도 아마존웹서비스(AWS)와 진검 승부를 예고하고 있다.,예측형,긍정,현재,확실
"특히 세계 랭킹 16위로 한국 선수 중 여섯 번째에 자리한 박인비(32, KB금융그룹)의 ＇시즌 초반 올인＇ 전략도 타격이 불가피할 전망이다.",예측형,긍정,미래,불확실
"막혀 있는 수도권의 민간 분양을 촉진하기 위해 분양가 상한제에 정비사업 이주비 이자 등을 가산비로 반영하고, 자재비 인상분을 공사비에 반영할 수 있는 제도 개선 방안 역시 마련될 전망이다.",예측형,긍정,미래,불확실
평가가 세분화되면 240만명 가량이 연간 1%포인트 정도 이자율 부담을 덜 전망이다.,예측형,긍정,미래,불확실
아울러 중국과 미국 외에서 만든 비영어 영화가 도달한 적 없는 전 세계 5억달러 수입도 가능할 것으로 관측된다.,예측형,긍정,미래,불확실
금요일인 3일은 전국에 구름이 가끔 많고 미세먼지가 짙게 낄 전망이다.,예측형,긍정,미래,불확실
대량 생산이 어려워 제조원가가 높은 탓에 주세 비중이 높았던 수제 맥주도 이번 종량세 전환으로 가격경쟁력이 높아질 것으로 보인다.,예측형,긍정,미래,확실
해외 석탄발전소와 광산 등도 처분해 1조9000억원을 마련할 계획이다.,예측형,긍정,미래,불확실
또 대기업들의 투자가 신속히 진행될 수 있도록 간선도로와 상하수도 등 기반시설은 갖췄지만 아직 조성 계획이 수립되지 않은 ＇원형지＇를 즉시 공급할 수 있도록 할 계획이다.,예측형,긍정,미래,확실
이에 대체재 격인 금 투자에 대한 관심은 더 높아질 것으로 전망된다.,예측형,긍정,현재,불확실
인플레이션 공포가 스태그플레이션으로 옮겨 붙으면서 당분간 주식·채권·외환 시장 모두 약세장을 면치 못할 것으로 예상된다.,예측형,긍정,현재,불확실
새로운 바이러스도 언젠가 사람을 또 위협할 것이다.,예측형,긍정,미래,확실
사용자의 생체 정보부터 선호 정보까지 입력되면 그에게 맞는 맞춤식 전략이 도출되고 그 전략에 따라 AI가 추천 알고리즘으로 맞춤 식단과 운동 코칭 서비스를 제공하는 것도 가능해질 전망이다.,예측형,긍정,미래,불확실
기지급된 중간배당 500원을 포함한 2019년 회계연도에 대한 보통주 1주당 총 현금배당은 2100원이며 이에 따른 연간 배당성향은 25.6%로 예상된다.,예측형,긍정,미래,확실
정부는 올해 8월부터 계약갱신청구권을 사용한 세입자가 재계약을 하지 못하고 새로 전세를 얻을 경우 급등한 전셋값으로 주거 안정이 불안해질 수 있다는 우려가 커져 국민주택기금에서 지원하는 ＇버팀목 전세자금대출＇ 지원을 확대할 방침이다.,예측형,긍정,미래,불확실
미세먼지 농도는 전 권역이 ＇보통∼좋음＇ 수준을 보일 것으로 예상된다.,예측형,긍정,미래,불확실
"앞으로 통화정책의 긴축 시계가 더 빨라질 수 있어 영끌(영혼까지 끌어 모음), 빚투(빚내서 투자) 가계의 경우 이자부담이 빠르게 가중될 전망이다.",예측형,긍정,미래,불확실
정부는 마스크 가격 폭등과 재고 부족에 대비해 마스크 제조 공장을 24시간 가동하겠다고 지난 2일 밝혔고 이에 따라 마스크 제조 등 관련 업체 특별연장근로 신청이 줄을 이을 것으로 예상된다.,예측형,긍정,미래,확실
미츠하시를 혼낼 수 있는 유일한 여자 캐릭터 ＇리코＇ 역을 ＇도쿄 트라이브＇의 액션 히로인 세이노 나나가 맡아 스턴트 뺨치는 리얼한 액션을 선보인다.,예측형,긍정,현재,확실
"또 한국시니어연구소, 아리아케어 등 기업과 공공기관 담당자가 참여하는 ＇실버산업 발전 방향＇에 대한 포럼도 개최될 예정이다.",예측형,긍정,미래,불확실
정부는 단기 유동성에 기여하는 무역금융을 지원해 금융권과 함께 기업의 자금 애로를 선제적으로 해소할 예정이다.,예측형,긍정,미래,확실
"이날 기상청에 따르면 오전까지 강원내륙 산지와 강원 북부 동해안에는 가끔 5㎜ 미만의 비가 오는 곳이 있겠고, 아침까지 경기 동부와 강원 중남부 동해안, 충북 북부, 경북 북부 내륙에는 0.1㎜ 미만의 빗방울이 떨어지는 곳이 있을 전망이다.",예측형,긍정,미래,불확실
소비자 물가지수 발표 이후 월가의 바클레이즈와 제프리즈 투자은행은 모두 5월 물가 상승률 발표 이후 연준이 금리를 0.75%포인트 올릴 것으로 전망했다.,예측형,긍정,과거,확실
참가자가 직접 클라우드와 두레이 서비스를 경험해볼 수 있는 체험 부스도 준비될 예정이다.,예측형,긍정,미래,확실
2020년 은행권은 저금리·저성장·저물가 3저(低)의 깜깜한 어둠을 뚫고 나가기 위해 ＇디지털 전략＇에 집중할 전망이다.,예측형,긍정,미래,불확실
아직은 이스포츠에 있어 전반적인 로드맵을 그리는 수준으로 향후 이스포츠에 적합한 게임들이 갈라게임즈를 통해 계속 공개될 것이다.,예측형,미정,과거,확실
"20일 출시되는 일본산 게임 ＇우마무스메 프리티더비＇와 23일 한국산 ＇미르M＇, 24일 중국산 ＇천애명월도M＇이 주인공이다.",예측형,긍정,현재,확실
이날 코픽스 금리 상승으로 16일부터 시중은행 대출금리가 뛰어오를 것으로 전망된다.,예측형,긍정,미래,불확실
"아크로비스타 주민들은 이에 대응해 사흘 전부터 집회 중 마이크, 스피커, 확성기 등의 사용을 금지해달라는 내용의 진정서에 서명을 받아 다음주께 경찰에 진정서를 제출할 계획이다.",예측형,긍정,미래,확실
이후 스타트업과 OLED 생태계 확대를 위해 과제 제안서 접수→1차 심사→사업화 검증(PoC)→미국 새너제이에서 데모데이→투자 검토를 순차적으로 진행할 방침이다.,예측형,긍정,미래,불확실
개봉 3주차지만 여전히 실시간 예매율 1위를 달려 이번 주말에 손익분기점을 돌파할 것으로 보인다.,예측형,긍정,미래,확실
코로나 19 이후 비대면 소비 트렌드의 확대로 빠르게 성장한 시장을 선점하기 위해 각종 신원인증서비스 업체들의 치열한 각축전이 예고된다.,예측형,긍정,미래,확실
미 연준의 빠른 긴축 시계에 더해 우리나라 역시 고물가에 직면하고 있는 만큼 큰 폭의 기준금리 인상이 불가피하다는 전망이 나온다.,예측형,긍정,미래,불확실
고농도 미세먼지는 대기 정체로 국내 발생 미세먼지가 축적되고 중국 등 다른 나라에서 유입되는 오염물질이 더해지면서 주말까지 계속될 것으로 예상된다.,예측형,긍정,미래,불확실
앞으로도 한국 게임사들과의 협력을 늘릴 예정이며 관련 소식도 계속해서 공개될 것이다.,예측형,긍정,미래,불확실
이외에도 게임과 예술 사이에서 탐구하는 아티스트들의 열정이 담긴 작품이 대거 전시되는 ＇NDC 아트 전시회＇를 통해 ＇프라시아 전기＇의 컨셉트와 세계관을 담은 게임 아트들이 다수 공개될 예정이다.,예측형,긍정,미래,불확실
코픽스 금리가 조정됨에 따라 시중은행의 코픽스 연동대출 금리도 곧 바뀔 전망이다.,예측형,긍정,미래,불확실
＂미국 가상자산 규제 법안 적용 되면 다소 조정효과를 불러오겠지만 비트코인과 이더리움은 상품으로써 입지를 공고히 하게 될 것이다＂,예측형,긍정,미래,불확실
이번 거버넌스 토큰 발행과 탈중앙화를 통해 감시 노드의 수를 늘리고 개발자 참여를 독려할 계획이다.,예측형,긍정,미래,확실
특히 기업의 투자를 가로막는 ＇투자 프로젝트 관련 규제＇를 발굴해 집중적으로 손볼 예정이다.,예측형,긍정,미래,불확실
인트로 튜토리얼에도 등장해 위압감을 드러낼 예정이다.,예측형,긍정,미래,확실
코로나가 장기화하면서 자동차 정비와 점검 방법도 변화가 예상된다.,예측형,미정,현재,확실
16일부터는 스트리밍 플랫폼 트위치에서 ＇베일드 엑스퍼트＇의 ＇드롭스＇가 활성화된 방송을 1시간 시청할 때마다 한정판 요원 스킨을 획득 가능한 ＇스킨 박스＇ 선물 이벤트도 연다.,예측형,긍정,미래,불확실
또한 각 팀과 1:1로 매칭된 개발자 선배들과 온라인 멘토링을 통해 현장에서 갈고 닦은 생생한 지식을 전수 할 예정이다.,예측형,긍정,미래,불확실
법무부는 7일에 이어 조만간 감찰위원회를 다시 열고 혐의 내용과 양정 등을 따져 결과를 징계위원회에 넘길 방침이다.,예측형,긍정,미래,불확실
바다의 물결은 동해·서해· 남해 앞바다에서 모두 0.5∼1.0ｍ로 일겠다.,예측형,긍정,미래,불확실
게임 매출 기반의 스테이킹 모델을 통해 선순환 생태계를 구축하고 건강한 토큰 이코노미를 설계한다는 계획이다.,예측형,긍정,미래,불확실
"사용자는 리플(XRP) 코인을 담보로 리플 원장과 트레이딩 볼륨을 공유하는 각종 스테이블 코인, 각종 토큰을 발행할 수 있게 될 전망이다.",예측형,긍정,미래,불확실
"뉴욕타임스(NYT)는 ＂이번 주 회의에서 1994년 이후 가장 큰 금리 인상을 논의할 것으로 보인다＂고 전했고, CNBC도 0.75%포인트 인상 움직임의 가능성이 있다고 예측했다.",예측형,긍정,과거,확실
"일부 서해안과 수도권 지역, 강원 영서 중·북부에는 아침에 이슬비가 내리는 곳이 있겠다.",예측형,긍정,미래,불확실
행정지도가 종료되면 7월부터 총부채원리금상환비율(DSR)이 허용하는 한도 내에서 예전처럼 자신 연봉의 1.5~2배에 달하는 마이너스통장 등 신용대출이 가능해질 전망이다.,예측형,긍정,미래,불확실
한편 17일 낮 기온이 전날 대비 3~5도 내외로 올라 평년보다 조금 높겠다.,예측형,미정,미래,불확실
"BoB 11기는 200명 규모로 선발하며, 커리큘럼을 보안기술 단위로 세분화해 운영할 예정이다.",예측형,긍정,미래,불확실
오는 23일 0시 정식 서비스를 앞뒀다.,예측형,긍정,과거,불확실
"특히 배우자에 대한 상담 프로그램을 개발해 지역노인보호 전문기관에 배포하고, 현장 대응력 강화를 위한 교육을 수행할 예정이다.",예측형,긍정,미래,불확실
360가구였던 유원제일1차는 재건축 사업이 완료되면 총 554가구로 탈바꿈할 전망이다.,예측형,긍정,미래,불확실
갈 길 바쁜 손 회장과 우리금융지주 입장에서는 금융당국과 길고 긴 법정 다툼을 벌이게 돼 작지 않은 부담으로 작용할 조짐이다.,예측형,긍정,미래,불확실
임훈 개발자가 공성전의 대중화를 위한 ＇프라시아 전기＇ 개발진의 고민과 방법론을 공유할 예정이다.,예측형,긍정,미래,불확실
중국인 유학생이 모두 입국하면  지역사회 감염 가능성은 더욱 커질 전망이다.,예측형,긍정,미래,불확실
"특히, 소나기가 내리는 지역에선 돌풍과 함께 천둥·번개가 치고 중부내륙 지역을 중심으로 우박이 떨어지는 곳이 있겠다.",예측형,미정,미래,불확실
그런 만큼 ＇미국의 시대＇는 올해 11월 대선에서 재선을 노리는 트럼프 대통령의 선거 유세 기간 내내 등장할 키워드가 될 것으로 보인다.,예측형,긍정,미래,불확실
두 투수 모두 좋은 모습을 보인다면 ＇좌완＇ 김광현의 가치가 더 높을 전망이다.,예측형,긍정,미래,불확실
"특히 독감백신, 수두백신, B형간염백신 등 다양한 백신 개발을 통해 축적된 연구개발 역량이 코로나19 백신 개발에도 적용될 전망이다.",예측형,긍정,미래,확실
금융당국은 단순 카드 자동납부 조회 기능을 넘어 향후 자동납부 카드이동서비스 구축을 통해 금융 소비자의 선택권과 카드사 서비스 경쟁력을 제고할 계획이다.,예측형,긍정,미래,확실
"예상 강수량은 5∼40㎜로, 충남서해안과 전라권서부엔 5㎜ 내외의 비가 내리겠다.",예측형,미정,미래,불확실
병맥주와 페트맥주는 세금 변화가 크지 않아 소비자가격에도 큰 영향이 없을 전망이다.,예측형,긍정,미래,확실
해상에서는 서해상을 중심으로 돌풍과 함께 천둥·번개가 치는 곳이 있겠다.,예측형,미정,미래,불확실
이들 게임은 국내 구글 플레이 매출 톱10 진입이 예상되는 기대작이다.,예측형,긍정,현재,불확실
"그는 이번 강연에서 놀이와 게임의 과거, 현재를 고찰하고 미래에 대한 고민을 펼칠 예정이다.",예측형,긍정,미래,불확실
"미 공군의 요구 조건에 따른 F-15EX 성능은 수출 모델인 F-15SA와 F-15QA를 베이스로 스텔스 기능을 제외한 보잉이 가진 최첨단 기술들이 대거 적용되어, 최강의 성능을 가진 F-15 시리즈의 최종 병기가 될 것으로 예상된다.",예측형,긍정,미래,확실
이들 교육기관은 조만간 영재 수 추가 감소와 함께 존폐 기로에 설 것으로 전망된다.,예측형,긍정,미래,확실
무는 20㎏에 1만3000원으로 평년 1만60원 대비 30% 가량 오를 것으로 봤다.,예측형,긍정,과거,불확실
그러나 향후에는 일반·지주회사와 상장·비상장법인 조건은 보지 않고 보유 지분율에 따라서만 감면율을 차등 적용할 계획이다.,예측형,긍정,미래,확실
보유세 부담을 적정 수준으로 환원하기 위한 세율 인하 등의 구체적인 보유세 개편 방안은 7월 중 확정할 예정이다.,예측형,긍정,현재,확실
"또한 정부는 또 화물차와 택시 등 경유 차량으로 생계를 잇는 사람들을 대상으로 지원하는 경유 유가연동보조금 지원 기준단가를 리터(L)당 1천750원에서 1천700원으로 내리고, 국내선 항공유에 할당관세를 적용할 방침이다.",예측형,긍정,미래,확실
"바다의 물결은 서해 앞바다에서 0.5ｍ, 남해 앞바다에서 0.5∼1.0ｍ, 동해 앞바다에서 0.5∼1.5ｍ 높이로 일겠다.",예측형,긍정,미래,불확실
이날부터 임기가 시작된 윤 행장은 한동안 출근이 어려울 것으로 예상된다.,예측형,긍정,미래,불확실
"금요일인 17일은 전국에 구름이 많고 밤부터 차차 흐려지겠으며, 낮부터 밤 사이 서울과 경기 남부, 강원 중·남부 내륙, 충청권 내륙, 전북 동부, 전남 북부 내륙, 경상 서부 내륙에 소나기가 오는 곳이 있겠다.",예측형,미정,미래,불확실
화웨이는 아태 지역 스타트업 생태계에 1억달러를 투자하고 디지털 경제를 발전시킬 수 있는 인재를 육성하기 위해 5년 내 50만명에게 디지털 교육을 제공할 계획이다.,예측형,긍정,미래,확실
2030년까지 연평균 성장률 43.8%를 기록하며 3조2700억달러 규모로 성장할 전망이다.,예측형,긍정,미래,불확실
확인된 의견은 향후 업데이트 계획을 수립에 적극 참고한다.,예측형,긍정,미래,확실
"지난해 12월에는 명예퇴직을 실시, 향후 매년 360억원의 비용을 절감할 수 있을 것으로 예상된다.",예측형,긍정,미래,불확실
콘진원은 7개의 하반기 지원 게임을 선정해 총 7억원 규모의 서비스 지원에 나설 방침이다.,예측형,긍정,미래,불확실
향후 대면창구와 동일한 수준까지 업무영역을 확대할 방침이다.,예측형,긍정,미래,불확실
17일 저녁 경기남부와 충청권을 중심으로 소나기가 내리는 곳이 있겠다.,예측형,미정,미래,불확실
올해 ＇보라＇ 플랫폼에 10여종의 P2E 게임을 선보일 계획이다.,예측형,긍정,미래,불확실
보라네트워크는 이번 협업을 기점으로 미티컬게임즈의 아시아태평양(APAC) 지역 플레이투언(P2E) 생태계 진출을 위한 교두보 역할을 할 예정이다.,예측형,긍정,미래,불확실
KLPGA는 아시아 여자 골프의 허브로 발돋움하며 ＇대부분 맑고 화창한 날씨＇를 지속할 것으로 전망된다.,예측형,긍정,미래,불확실
회계기준 등 문제로 2조원대로 평가받는 푸르덴셜생명을 혼자 인수하기는 쉽지 않을 것으로 예상된다.,예측형,긍정,미래,불확실
여기에 다양한 NFT를 활용해 전략성을 높일 계획이다.,예측형,긍정,미래,불확실
"현재 기세로 보면 박성현, 김세영, 이정은 등이 고진영과 2020년 골프퀸 자리를 놓고 치열한 경쟁을 펼칠 것으로 보인다.",예측형,긍정,미래,확실
이에 더해 신종 코로나 사태가 장기화될 조짐을 보임에 따라 비트코인이 주요 수혜자가 될 것으로 전망했다.,예측형,긍정,과거,불확실
개발과 관련한 기술적 경험은 물론 외부에 공개하지 않았던 신작의 세부 정보들이 강연을 통해 발표될 전망이다.,예측형,긍정,미래,불확실
"특히 오전 11시 폭염주의보가 발효되는 경북권은 따뜻하고 습한 공기가 유입되면서 일최고체감온도가 33도 이상 올라 매우 덥겠고, 폭염특보가 확대될 가능성도 있다.",예측형,긍정,미래,불확실
"AI의 경우 내년에 필요한 인력은 4만100명 정도인데 배출되는 인력은 1만1500명으로 격차가 2만8600명 수준이지만, 2030년에는 수요와 공급 간 격차가 7만1600명까지 벌어진다.",예측형,긍정,미래,확실
지금까지는 RM이 윤형근 작가 소품을 구입한 것으로 알려졌지만 본격적인 컬렉터로 발전할 가능성이 높은 것으로 내다보고 있다.,예측형,긍정,현재,불확실
