index,user_prompt,유형,유형_예측,극성,극성_예측,시제,시제_예측,확실성,확실성_예측
6603,대구의 호소에 전국 의사 250명이 대구로 가겠다고 응답하기도 했다.,사실형,사실형,긍정,미정,과거,과거,확실,확실
6333,이날 한전은 이러한 내용을 담은 ＇전기요금 인상요인 최소화를 위한 한전의 재무개선 및 경영혁신 노력＇에 관한 참고자료를 배포했다.,사실형,사실형,긍정,미정,과거,과거,확실,확실
1374,그리고 ＂아들이 장성한 줄 알았더니 이제 막 기어가는 것을 배운 모양이구나＂라고 소리쳤다.,사실형,사실형,긍정,미정,과거,과거,확실,확실
435,한창 샷이 물오른 그 골퍼는 이상하게도 아일랜드 그린으로 유명한 TPC 소그래스 17번홀(파3)에만 서면 ＇100%＇ 샷이 물로 향하곤 했다.,사실형,사실형,긍정,미정,과거,과거,확실,확실
4913,서울대 전기정보공학부 학부장인 이혁재 교수는 ＂서울대만 해도 반도체 전공 교수가 지도하는 대학원생이 1인당 20명을 웃돈다＂며 ＂학부생과 대학원생을 더 뽑는다고 해도 지도할 수 있는 상황이 아니다＂고 말했다.,사실형,사실형,긍정,부정,과거,현재,확실,확실
503,보험금액 기준으로는 AIA생명이 50.95% 최고를 차지해 청구금액의 절반 이상이 늑장 지급하는 것으로 조사됐다.,사실형,사실형,긍정,부정,과거,과거,확실,확실
5410,프로야구H2 공식 홈페이지와 ＇프로야구H2 운영 TV＇ 유튜브 채널을 통해 정새미나 아나운서의 인터뷰 영상도 공개됐다.,사실형,사실형,긍정,미정,과거,과거,확실,확실
332,한국 영화 아카데미(오스카) 출품작 봉준호 감독의 ＇기생충＇(Parasite)이 또 하나의 수상 소식을 알렸다.,사실형,사실형,긍정,미정,과거,과거,확실,확실
1888,지난해 6·13 지방선거 당시 청와대와 함께 울산시장 선거에 개입한 혐의를 받는 송병기(57) 울산시 경제부시장의 구속영장이 31일 기각됐다,사실형,사실형,긍정,미정,과거,과거,확실,확실
1880,어느 공장 앞에 설치했을 때는 노동자들이 조각 위에서 앉아 즐기다가 점심 시간을 넘기기도 했다.,사실형,사실형,긍정,미정,과거,과거,확실,확실
2405,한 달 새 금리가 30% 넘게 떨어진 것이다.,사실형,사실형,긍정,미정,과거,과거,확실,확실
2623,그는 지난 2017년 미국 영화예술과학아카데미(AMPAS) 회원이 됐다.,사실형,사실형,긍정,미정,과거,과거,확실,확실
4671,"이영학은 지속적으로 아내를 폭행했고, 1인 불법 마사지업소를 운영하며 아내에게 성매매를 강요하기도 했다.",사실형,사실형,긍정,부정,과거,과거,확실,확실
3607,1997년 대신증권은 국내 홈트레이딩시스템(HTS)의 시작인 ＇사이보스＇를 선보였다.,사실형,사실형,긍정,미정,과거,과거,확실,확실
4722,이날 양측은 장난스런 신경전을 벌였다.,사실형,사실형,긍정,미정,과거,과거,확실,확실
742,이제 지식인이 된다는 건 교수가 되는 일이었다.,사실형,사실형,긍정,미정,과거,과거,확실,확실
2550,봉 감독이 무릎을 꿇은 채 송강호에게 트로피를 바치는 장면이었다.,사실형,사실형,긍정,미정,과거,과거,확실,확실
3668,"이수광의 《지봉유설》에 따르면, 조선을 개국하고 도읍을 한양으로 옮겼을 때는 겨우 8,000호가 살았고 한양이 가장 번성했을 때도 8만 호에 불과했다.",사실형,사실형,긍정,미정,과거,과거,확실,확실
2118,페이커는 ＂중국에서 100억대 연봉을 제안했고 북미에서도 백지 수표를 제안했다＂는 소문에 ＂실제로 계약서를 본 적은 없지만 나도 그럴 거라 생각한다＂고 자신감을 드러냈다.,사실형,사실형,긍정,긍정,과거,과거,확실,불확실
6367,모마와 메트로폴리탄도 미술품 기부 덕분에 세계적인 컬렉션을 보유하게 됐다.,사실형,사실형,긍정,미정,과거,과거,확실,확실
1097,"이하늬는 11일 자신의 인스타그램을 통해 ＂선배, 동료분들을 축하해주고 싶은 마음에 올린 피드에 마음 불편하시거나 언짢으신 분 들이 계셨다면 죄송합니다＂라고 해명했다.",사실형,사실형,긍정,미정,과거,과거,확실,확실
3611,"출연진은 게임과 여행을 접목한 기존 예능＇1박2일＇, ＇신서유기＇와 다른 프로그램이 될 것이라고 확언했다.",사실형,사실형,긍정,미정,과거,과거,확실,확실
7060,"그러나 참고 견딘 보람이 있어, 2002년 건강기능식품법이 제정된 후로 기능성이 입증된 원료에 대해서는 합법적으로 기능성 표시를 할 수 있는 길이 열렸다.",사실형,사실형,긍정,긍정,과거,과거,확실,확실
69,상품 대금을 6주에 걸쳐 4번으로 나눠서 납부하는 방식으로 서비스를 제공할 예정이다.,사실형,사실형,긍정,미정,미래,미래,불확실,확실
190,"현대제철은 본원적 경쟁력에 방점을 두고 최적생산, 최고수익 실현을 통한 질적 성장을 추구할 계획이다.",사실형,예측형,긍정,긍정,미래,미래,불확실,확실
181,"고양시는 오는 5월까지 영상문화단지 기본 구상과 타당성 검토를 마친 뒤 2022년 그린벨트 해제, 도시개발구역 지정·계획 수립, 2023년 설계, 토지 보상 등을 거쳐 2026년 단지 조성을 완료할 예정이다.",사실형,사실형,긍정,미정,미래,미래,불확실,불확실
9,"또 새로운 스토리와 지역, 던전, 신규 보스를 지속 추가하며 콘텐츠를 늘려갈 예정이다.",사실형,예측형,긍정,미정,미래,미래,불확실,확실
127,우승을 차지해야 도쿄올림픽 출전권을 따낼 수 있다.,사실형,추론형,긍정,미정,미래,미래,불확실,불확실
109,해당 기부금은 긴급구호세트 및 구호 물품으로 구호가 필요한 지역에 전달할 예정이다.,사실형,사실형,긍정,미정,미래,미래,불확실,확실
229,여기에 보다 다양한 이용자층을 확보하기 위한 노력의 경험도 들어볼 수 있다.,사실형,추론형,긍정,미정,미래,현재,불확실,불확실
93,특히 박경의 SNS에서 언급된 그룹 바이브의 소속사 메이저나인은 7일 오후 음원 사재기 의혹을 해명하는 설명회를 열어 해당 논란에 대해 입장을 밝힐 계획이다.,사실형,사실형,긍정,미정,미래,미래,불확실,확실
150,아이덴티티게임즈와 관계사 액토즈소프트의 경우 지난달 28일부터 재택근무를 시행해왔으며 질병관리본부와 협력해 확산우려를 최소화할 예정이다.,사실형,사실형,긍정,미정,미래,과거,불확실,확실
15,이런 변화는 손해율 안정화를 통한 수익성 개선과 더불어 장기보장성보험 비중 확대를 통한 성장성도 높일 것으로 기대되고 있다.,사실형,추론형,긍정,긍정,미래,미래,불확실,불확실
226,"전국재해구호협회는 해당 성금을 방호 물품, 진단키트 등 의료물품 부족 상황에 직면한 전국 의료진들과 의료·복지 시설 방역 지원에 사용할 예정이다.",사실형,사실형,긍정,미정,미래,미래,불확실,확실
55,＇삼성카드 taptapO 카드＇는 기본 할인 영역과 자신에게 맞는 할인 영역을 선택해 혜택을 두루 챙길 수 있다.,사실형,사실형,긍정,긍정,미래,현재,불확실,불확실
192,따라서 사용자들은 주체적으로 본인의 콘텐츠를 교류할 사람들을 설정하고 관리할 수 있어 보다 안전한 플랫폼 환경을 보장받을 수 있다.,사실형,추론형,긍정,긍정,미래,현재,불확실,불확실
30,북미 배급사 네온은 상영관 수를 현재 1060개에서 이번 주말 2000개 이상으로 늘릴 예정이어서 ＇기생충＇은 외국어 영화로는 이례적인 흥행 수입을 올릴 것으로 보인다.,사실형,사실형,긍정,미정,미래,미래,불확실,불확실
222,지난해 수출이 바닥으로 추락한 기저 효과에 올해 글로벌 반도체 시장이 지난해보다 5~12% 증가할 것으로 예상된다는 전망에서다.,사실형,추론형,긍정,미정,미래,미래,불확실,불확실
148,이정은도 이달 태국으로 건너가 동계훈련을 마무리한 뒤 2월 첫째 주 호주에서 열리는 ISPS 한다 빅오픈에 출전할 예정이다.,사실형,사실형,긍정,미정,미래,미래,불확실,불확실
19,정부는 항공우주청 설립을 약속하는 등 산업을 키우기 위해 전폭적인 지원을 할 계획이다.,사실형,사실형,긍정,미정,미래,미래,불확실,확실
112,＇크레센트＇는 티어-3 승급과 신규 얼티밋 스킬을 획득할 수 있다.,사실형,사실형,긍정,미정,미래,미래,불확실,불확실
227,올 하반기에는 ＇카드 포인트 통합 현금화 시스템＇이 가동된다.,사실형,사실형,긍정,미정,미래,미래,불확실,확실
24,"＇대한민국 게임사가 여는 새로운 세상＇을 주제로 컴투스홀딩스, 엑스엘게임즈 등 블록체인, NFT 관련 사업을 진행 중인 다양한 기업의 강연이 진행된다.",사실형,사실형,긍정,미정,미래,미래,불확실,확실
225,현재 미국에서 개인 훈련 중인 김재환은 1월 중순에 입국할 예정이다.,사실형,사실형,긍정,미정,미래,미래,불확실,확실
10,큰 행사가 있으면 임금은 정복인 곤룡포를 입고 옥을 늘어뜨린 면류관을 쓴다.,사실형,사실형,긍정,미정,미래,현재,불확실,확실
95,또한 실제 라운드에서 들을 수 있을 법한 뛰어난 음향 효과를 통해 생동감 있는 골프를 즐길 수 있다.,사실형,사실형,긍정,긍정,미래,현재,불확실,불확실
156,NFT와 부분유료화 게임이 만났을 때 낼 수 있는 기대 효과에 대해서도 논한다.,사실형,추론형,긍정,미정,미래,현재,불확실,불확실
204,물론 개인 통산 50승 고지에 오른 것도 신지애가 유일하지만 이제 세 번만 더 우승컵에 입맞춤을 하면 한동안 그 누구도 바라볼 수 없는 대기록을 완성한다.,사실형,추론형,긍정,미정,미래,미래,불확실,불확실
25,U-23 대표팀은 지난달 28일 말레이시아로 출국했으며 5일 태국 현지에 도착해 적응할 예정이다.,사실형,사실형,긍정,미정,미래,과거,불확실,확실
86,"유방암 세포는 뼈, 폐, 간, 뇌 등 온 몸으로 전이될 수 있는데, 이때의 5년 상대생존율은 42.6%으로 낮아진다.",사실형,사실형,긍정,부정,미래,현재,불확실,확실
184,"격리 의무를 풀면 이달 말 확진자가 1만2000명, 7월말에는 3만9000명으로 늘어났다.",사실형,추론형,긍정,미정,미래,과거,불확실,확실
84,강원도도 김진태 당선인 취임 이후 입주나 시민 공간 활용 등을 최종 결정할 방침이다.,사실형,사실형,긍정,미정,미래,미래,불확실,확실
18,정부는 이번에 분양가 상한제 개편안도 함께 공개할 예정이다.,사실형,사실형,긍정,미정,미래,미래,불확실,확실
147,"아울러 다수 확진자가 발생한 국가의 참가자 명단을 김해공항 검역단에 넘겨 입국 단계부터 점검하고, 호텔과 경기장 등 선수들이 주로 머무는 장소에서 발열과 호흡기 증상 여부를 수시로 확인할 방침이다.",사실형,사실형,긍정,미정,미래,미래,불확실,확실
66,아파치6의 출시계획은 내년 1분기로 예정되어 있다.,사실형,사실형,긍정,미정,미래,미래,불확실,확실
45,"파이골프 WGT 에디션은 좀처럼 방문이 어려운 페블비치, 세인트 앤드루스 등 20개 이상의 해외 명문 코스를 직접 돌아볼 수 있다.",사실형,사실형,긍정,미정,미래,현재,불확실,확실
140,지루할 틈 없는 무대로 창작 뮤지컬의 힘을 확인할 수 있다.,사실형,추론형,긍정,긍정,미래,현재,불확실,불확실
125,최강 연맹전에 참가하지 않는 이용자들도 지지하기를 통해 특정 국가를 응원할 경우 지지한 국가의 최종 순위에 따라 국가대전 주화를 보상으로 받을 수 있다.,사실형,사실형,긍정,미정,미래,미래,불확실,불확실
171,"현재는 아름다운, 하이원, 비콘힐스 등 국내 61개, 중국 6개의 골프장을 실감나게 플레이할 수 있다.",사실형,사실형,긍정,미정,미래,현재,불확실,확실
165,또한 언론 홍보에 취약한 작은 규모의 공연에 보도자료 릴리즈 및 SNS채널을 활용한 홍보도 함께 진행할 예정이다.,사실형,예측형,긍정,미정,미래,미래,불확실,확실
16,한국에서 열리는 건 이번이 처음으로 부산 대회에는 87개국에서 선수 1200여 명과 각국 탁구협회 관계자 등 3000여 명이 참가할 예정이다.,사실형,사실형,긍정,미정,미래,미래,불확실,불확실
211,총 6개 강연이 준비돼 해당 프로젝트에 대한 넥슨의 기대감을 엿볼 수 있다.,사실형,추론형,긍정,긍정,미래,현재,불확실,불확실
178,＇갈라크론드의 부활＇은 하스스톤 1인 모험 본연의 형식으로 다시 돌아가 플레이어들이 미리 짜여진 덱을 사용해 고유한 우두머리 전투를 연달아 치르고 총 35장의 새로운 카드를 수집할 수 있다.,사실형,사실형,긍정,미정,미래,현재,불확실,확실
162,대출한도는 임차보증금의 90% 범위 내 최대 2억원까지며 대출기간은 임대차 기간 내 1년이상 2년이내 만기일시상환 방식으로 이용할 수 있다.,사실형,사실형,긍정,미정,미래,현재,불확실,확실
161,혈관직경이 2분의 1로 줄어들면 그 속을 지나가는 혈액의 양은 16분의 1로 줄어들게 된다.,사실형,추론형,긍정,미정,미래,현재,불확실,확실
124,"순수하게 만든 만큼 천연비누로는 세안, 샴푸는 물론 설거지도 할 수 있다.",사실형,사실형,긍정,미정,미래,현재,불확실,확실
60,이에 시장에서는 한은이 연말까지 잇따라 기준금리를 올릴 것으로 보인다며 자이언트 스텝 가능성까지 내다보고 있다.,사실형,추론형,긍정,미정,미래,미래,불확실,불확실
200,"그 외 사용자들은 본인의 계정 공개 설정을 직접 선택하고, 콘텐츠별 개인정보 보호 설정도 다르게 적용할 수 있다.",사실형,사실형,긍정,미정,미래,현재,불확실,불확실
231,"해당 모드에서는 대전에 참여한 유저들 중 한 명이 강력한 ＇좀비킹＇으로 변해, 유저와 좀비 진영 간의 치열한 대결을 즐길 수 있다.",사실형,사실형,긍정,미정,미래,현재,불확실,불확실
82,"안전운항을 위해 신형 항공기 도입도 국내 어떤 민간항공사보다 적극적인 가운데, 차세대 항공기로 주목 받고 있는 A321neo, B787 등과 같은 신형 항공기 100대를 주문 했으며, 이들은 올해부터 오는 2025년까지 순차적으로 도입될 예정이다.",사실형,사실형,긍정,미정,미래,미래,불확실,불확실
117,"노지랑골 사거리에서 몰고리재를 연결하는 이 길은 너덜구간, 숲길이 반복되는데, 노간주나무 고목, 조릿대 군락지 등을 지날 수 있다.",사실형,사실형,긍정,미정,미래,현재,불확실,불확실
146,"이에, 지난해 10월 말 국토교통부로부터 운항증명허가를 교부 받고 양양~제주 국내선과 양양~타이페이 국제선에 취항 중이며, 필리핀, 베트남 등으로 노선을 확대할 예정이다.",사실형,사실형,긍정,미정,미래,현재,불확실,확실
215,이에 교육부는 첨단산업 분야에 한해 교수만 확보된다면 대학원 정원 증원을 위한 심사를 할 수 있도록 기준을 완화하기로 했다.,사실형,사실형,긍정,미정,미래,과거,불확실,확실
636,보험사 홈페이지를 보면 인터넷 할인율 앞에 반드시 ＇자사 오프라인 대비＇라는 말이 붙어있다.,사실형,사실형,긍정,미정,미래,현재,확실,확실
220,"슈퍼엠은 이달 말부터 미국 서부와 캐나다에서 공연한 뒤 2월부터는 프랑스 파리, 영국 런던 등 유럽 공연에 나선다.",사실형,사실형,긍정,미정,미래,현재,확실,확실
594,"이 밖에도 필요한 타이밍에 대타, 대주자, 대수비, 투수교체 등 선수들을 교체할 수 있도록 변경한다.",사실형,사실형,긍정,미정,미래,현재,확실,확실
429,내국법인이 소재·부품·장비 관련 외국 법인을 인수하거나 전문성을 가진 외국인 기술자를 영입해도 세액공제 혜택이 주어진다.,사실형,사실형,긍정,미정,미래,현재,확실,확실
72,테스트는 6월 26일까지 진행된다.,사실형,사실형,긍정,미정,미래,현재,확실,확실
448,팬들은 포토카드를 통해 트리플에스 활동을 결정하는 과정에 참여하면서 좋아하는 가수와의 관계를 형성하는 즐거움도 커진다.,사실형,추론형,긍정,긍정,미래,현재,확실,확실
181,만약 생태계 개발기금에 참여하고 싶지 않은 채굴자 및 후원이 필요없는 프로젝트 측은 ＇채굴세＇에 상당하는 채굴 보상을 블랙홀 주소에 전송해 영구 소각 처리한다.,사실형,사실형,긍정,미정,미래,현재,확실,확실
131,＇더챔버 라티파니＇ 지하 1층~지상 5층에 들어서는 제조형 지식산업센터는 대다수 호실에 화물차 진출입이 용이한 ＇드라이브 인 시스템＇이 적용된다.,사실형,사실형,긍정,미정,미래,현재,확실,확실
231,"회사가 편리한 연말정산 서비스를 이용하는 경우 소속 근로자는 18일부터 홈택스 서비스에 접속해 공제신고서 작성, 공제자료 간편제출, 예상세액 계산 등을 할 수 있다.",사실형,사실형,긍정,미정,미래,미래,확실,불확실
277,＂여기에 하체를 확실하게 고정해주면 공은 똑바로 갈 수밖에 없다.＂,사실형,추론형,긍정,긍정,미래,현재,확실,확실
606,하지만 치료 시기를 놓치면 라임병에 걸려 근골격계 통증이나 신경계 증상에 오랫동안 시달릴 위험이 있다.,사실형,추론형,긍정,부정,미래,미래,확실,불확실
281,"김학범 감독이 이끄는 축구대표팀은 태국에서 열리는 ＇2020 AFC U-23 챔피언십＇ 본선 조별리그에 참가해 9일 중국전을 시작으로 이란, 우즈베키스탄과 조별리그 세 경기를 치른다.",사실형,사실형,긍정,미정,미래,미래,확실,확실
249,"기간 중 블리자드 가맹 PC방에서 오버워치를 즐기는 플레이어에게는 10분당 10눈송이, 집 또는 기타 장소에서 60분 이상 연속으로 플레이할 경우 하루 최대 200 눈송이를 제공한다.",사실형,사실형,긍정,미정,미래,현재,확실,확실
81,웨딩홀 버진로드에 신랑신부의 이니셜을 레터링해주는 웨스틴 조선 서울은 예식 후 바로 괌 리조트로 여행을 떠날 수 있는 프로모션을 진행한다(리조트 20% 할인).,사실형,사실형,긍정,미정,미래,현재,확실,확실
463,위메이드의 신작 ＇미르M＇은 6월 23일 0시에 서비스를 시작한다.,사실형,사실형,긍정,미정,미래,미래,확실,확실
247,현재 환경부와 지자체 90% 보조금 사업으로 5등급 노후 경유차에 부착되고 있는 DPF 인증 제품은 PM 저감 능력이 80% 이상이 되어야만 부착할 수 있다.,사실형,사실형,긍정,미정,미래,현재,확실,확실
362,세인트루이스의 스프링캠프는 플로리다주 주피터의 로저딘 셰보레 스타디움에 차려진다.,사실형,사실형,긍정,미정,미래,현재,확실,확실
585,경자년인 올 1월 첫 천문 현상인 ＇사분의 자리 유성우＇가 가장 잘 보이는 시기를 맞이할 예정이다.,사실형,예측형,긍정,미정,미래,미래,확실,확실
69,펄어비스 (대표 정경인)의 신작 배틀로얄 대전액션 게임 ＇섀도우 아레나＇의 2차 테스트가 오후 4시부터 시작된다.,사실형,사실형,긍정,미정,미래,미래,확실,확실
10,"LDL 콜레스테롤은 동맥경화와 혈전을 유발하는데, 아보카도의 불포화 지방이 이런 위험을 낮추어 주는 것이다.",사실형,추론형,긍정,긍정,미래,현재,확실,확실
340,강풍 주의 표지판 준수고속도로 위험지역에는 방풍벽이 설치되어 있다.,사실형,사실형,긍정,미정,미래,현재,확실,확실
63,콘크리에프엔비는 사명 변경 이후 콘크리 계열사로 편입돼 식음료 분야를 전담한다.,사실형,사실형,긍정,미정,미래,현재,확실,확실
341,카페 내 이벤트 게시판에 해산물이 들어간 음식 사진 또는 게임 내 요리 콘텐츠 화면을 등록하면 게임재화 ＇사이다＇ 100개가 제공한다.,사실형,사실형,긍정,미정,미래,현재,확실,확실
54,위메이드는 오는 22일까지 게임에 접속한 모든 이용자에게 ＇K의 완소메달 상자＇와 ＇미스터리 선물 상자＇를 선물하는 이벤트도 실시한다.,사실형,사실형,긍정,미정,미래,미래,확실,확실
533,이벤트 페이지에서 ＇마왕 모로크 침략!＇에 대응하는 6명의 NPC 중 하나를 선택해 응원할 수 있으며 이벤트 종료 후 가장 많은 응원을 받은 NPC를 응원한 이용자들에게 추가 보상을 증정한다.,사실형,사실형,긍정,미정,미래,미래,확실,확실
346,수유동 수유래미안 전용 59㎡는 한때 매매가가 3억원대 후반에 그쳤지만 최근 호가가 4억6000만원을 넘나든다.,사실형,사실형,긍정,미정,미래,과거,확실,확실
177,개인별로 5단계 인사평가(A~E)에 따라 임금 인상률을 차등 적용해 연공서열 관행의 폐단을 줄이려는 것이다.,사실형,추론형,긍정,긍정,미래,현재,확실,불확실
298,스토브리그가 끝나 가니 프로야구 앱도 실시간 채팅 등 업그레이드가 이뤄질 것입니다.,사실형,예측형,긍정,미정,미래,미래,확실,불확실
507,고도화 및 지능화되는 사이버 위협에 대응하기 위해서는 기업의 노력만으로는 한계가 있다.,사실형,추론형,긍정,부정,미래,현재,확실,확실
31,SNS 계정에 사전예약 소식을 공유한 이용자 중에서도 추첨을 통해 10명에게 아메리카노와 도넛팩 등을 제공한다.,사실형,사실형,긍정,미정,미래,현재,확실,확실
623,먼저 데모자르 섬 신규 영지 ＇르나베＇가 추가된다.,사실형,사실형,긍정,미정,미래,미래,확실,확실
55,"투명 OLED, OLED와 관련해 새로운 콘셉트를 발굴하는 것이 목표다.",사실형,사실형,긍정,미정,미래,현재,확실,확실
174,토트넘의 다음 리그 일정은 오는 12일 새벽 리버풀전이다.,사실형,사실형,긍정,미정,미래,미래,확실,확실
478,대출지원은 5일부터 5월 4일까지 새마을금고에 방문해 신청서를 작성하고 접수하면 된다.,사실형,사실형,긍정,미정,미래,현재,확실,확실
549,올해 7월부터 8월까지 진행하는 1단계에서는 전공교육 및 명사특강 등을 통해 정보보안 분야의 기본 소양과 전문지식을 함양한다.,사실형,사실형,긍정,미정,미래,현재,확실,확실
209,다만ℓ당 815원이던 세부담이 1260원으로 445원이나 오를 것으로 예상되는 생맥주는 출고가격이 오르게 된다.,사실형,사실형,긍정,미정,미래,미래,확실,불확실
110,블리자드엔터테인먼트의 전략카드게임 ＇하스스톤＇의 서비스 6주년 기념 특별 이벤트 ＇경쟁의 정신＇이 오는 18일 오전 2시까지 실시된다.,사실형,사실형,긍정,미정,미래,미래,확실,확실
375,전문가들은 당분간 미아뉴타운을 중심으로 강북구 집값 상승세가 이어질 것으로 내다본다.,사실형,추론형,긍정,미정,미래,미래,확실,불확실
210,해당 프로그램에서는 456만달러(58억8000만원) 상금을 두고 456명의 실제 경쟁자들이 드라마 ＇오징어 게임＇에서 등장했던 각종 게임과 넷플릭스 측이 새롭게 추가한 게임을 통해 최종 우승자를 가린다.,사실형,사실형,긍정,미정,미래,현재,확실,확실
158,이후 21~22일 일반 투자자 대상 일반청약을 진행해 최대 302억원 공모에 나선다.,사실형,사실형,긍정,미정,미래,미래,확실,확실
165,"실제로는 어떨지 6월 8일 오전, 직접 ＇소마월드＇에 들어가 직방 직원들의 메타버스 업무를 엿보기로 했다.",사실형,사실형,긍정,미정,미래,과거,확실,확실
361,카카오게임즈는 시즌2 업데이트 사전예약에 참가한 이용자에게 한정판 ＇앨리스 코스튬＇을 선물하고 매일 자정부터 새벽 2시 사이에 접속하는 이용자들에게는 ＇레드다이아＇ 1000개를 지급한다.,사실형,사실형,긍정,미정,미래,현재,확실,확실
522,이전 신청을 완료한 이용자에게는 직접서비스 오픈과 함께 전용 게임 아이템을 지급할 예정이다.,사실형,사실형,긍정,미정,미래,미래,확실,확실
76,한미 오메가3맥스는 1일 1회 1알만 복용하면 된다.,사실형,사실형,긍정,미정,미래,현재,확실,확실
593,오는 4월 1일부터 정식으로 개설되는데 그 전에 녹색성장진흥원 홈페이지에서 학교별·개인별로 신청을 받는다.,사실형,사실형,긍정,미정,미래,미래,확실,확실
2,국내 첫 출시는 크라우드 펀딩 플래폼 와디즈를 통해 이뤄지며 펀딩 오픈 시기는 오는 9일 오후 2시다.,사실형,사실형,긍정,미정,미래,미래,확실,확실
617,"우리은행도 중국 관련 수출입 중소기업과 음식, 숙박, 관광업을 하는 소상공인을 대상으로 신규 대출 500억원, 대출 연장 500억원을 지원할 예정이다.",사실형,사실형,긍정,미정,미래,미래,확실,확실
271,항바이러스제 중에서는 현대바이오사이언스와 일동제약이 올해 긴급사용승인 신청에 도전한다.,사실형,사실형,긍정,미정,미래,미래,확실,확실
292,국립중앙박물관과 국립현대미술관이 공동 주최하고 공립미술관 5개처가 참여한 이번 특별전은 이건희 기증품 수증기관 전체가 협력한 전시로 기증품 295건 355점이 전시된다.,사실형,사실형,긍정,미정,미래,현재,확실,확실
437,"KEB하나은행은 IPS 본부를 신설하고, 본부 산하에 투자전략부·IPS부·손님투자분석센터를 둬 모니터링과 리스크 관리 기능을 강화하기로 했다.",사실형,사실형,긍정,미정,미래,미래,확실,확실
95,"바쁜 일상에도 혈관 탄력을 사수하는, 매우 간단하면서도 효과가 뛰어난 운동이 있다.",사실형,사실형,긍정,긍정,현재,현재,불확실,확실
15,이곳에서 막걸리를 마시면 그리운 사람이 돌아온다.,사실형,추론형,긍정,긍정,현재,현재,불확실,불확실
30,"손을 씻을 때 꼭 비누가 필요한 것은 아니지만, 문제는 기름기 또는 진한 오염 물질을 만졌을 때다.",사실형,추론형,긍정,미정,현재,현재,불확실,확실
158,"이 책은 하이프 머신이 생산성 혁신, 사회 복지, 민주화, 건강, 연대 등을 안겨줄 수 있지만 동시에 통제하지 못한다면 민주주의와 경제, 공중위생에 치명상을 입힐 ＇양날의 칼＇이라 정의한다.",사실형,추론형,긍정,미정,현재,현재,불확실,불확실
128,"구축한 데이터를 기반으로 자율주행 셔틀, 배달 로봇, 드론 등을 운용할 수 있다.",사실형,추론형,긍정,미정,현재,현재,불확실,불확실
115,"주 1회 병원 인근 교회, 성당과 연계해 예배와 미사도 진행한다.",사실형,사실형,긍정,미정,현재,현재,불확실,확실
69,계면활성제에 대한 경계의 목소리가 커지자 포괄적 계면활성제를 가리키는 설페이트라는 용어를 사용하는 경향도 생겨나기 시작했다.,사실형,사실형,긍정,미정,현재,과거,불확실,확실
170,하반기 부산 이전 계획이 본격화할 경우 본점에서 일하는 전문직이나 젊은 직원들을 중심으로 이탈 속도가 더 빨라질 것이란 관측이 나온다.,사실형,추론형,긍정,부정,현재,미래,불확실,불확실
174,그래서 강한 향을 원하는 경우 주문 시 신중할 필요가 있다.,사실형,추론형,긍정,미정,현재,현재,불확실,불확실
45,이에 일부 이용자는 원작 ＇카트라이더＇의 물리엔진이 있으니 빨리 출시해달라는 의견을 내놓기도 한다고 한다.,사실형,사실형,긍정,미정,현재,현재,불확실,불확실
66,2018 자카르타-팔렘방 아시안게임 금메달이라는 김 감독의 뛰어난 업적을 감안해도 이번만큼은 올림픽 본선행에 가시밭길이 예상된다.,사실형,추론형,긍정,부정,현재,미래,불확실,불확실
182,최대 1500W의 풍성한 사운드 출력을 자랑한다.,사실형,사실형,긍정,긍정,현재,현재,불확실,확실
165,사운드가 정교하다는 뜻이다.,사실형,사실형,긍정,긍정,현재,현재,불확실,확실
78,문학을 하더라도 만약 온화하면 수명을 연장할 수 있으며 그림을 그려도 너무 기교만을 추구하면 단명하기도 한다.,사실형,추론형,긍정,미정,현재,현재,불확실,불확실
186,"이들은 여러 셀럽, 브랜드와 함께 MZ세대 브랜딩과 바이럴 콘텐츠를 기반으로 하는 숏폼 소셜 계정 매니지먼트를 주력으로 한다.",사실형,사실형,긍정,미정,현재,현재,불확실,확실
177,"전이성 유방암 치료는 암이 발생한 연령, 병리적 특성, 환자의 심리 상태 등을 고려해 수술, 방사선치료, 항암화학요법, 내분비요법 등이 활용된다.",사실형,사실형,긍정,미정,현재,현재,불확실,확실
56,또한 1월 말까지 쥬라기월드 전시회를 평일 오후 2시 이전에 방문하면 본인에 한해 1만원에 이용할 수 있는 할인 쿠폰도 주어진다.,사실형,사실형,긍정,미정,현재,미래,불확실,확실
152,속초해수욕장에 속초아이가 생겼다고 해서 후딱 가 보았다.,사실형,사실형,긍정,미정,현재,과거,불확실,확실
82,그런데 말이다.,사실형,대화형,긍정,미정,현재,현재,불확실,확실
68,무엇보다 지난달 5일 골든글로브 시상식 때 수상 소감은 명언으로 꼽힌다.,사실형,사실형,긍정,긍정,현재,과거,불확실,확실
124,"기획재정부는 내년 물가 상승률을 3%로 전망했는데, 내년 물가가 5%까지 뛸 수도 있다는 계산이 나온다.",사실형,추론형,긍정,미정,현재,미래,불확실,불확실
16,"이 골목에서는 비교적 나중에 생긴 식당인데, 현재 손님 수로 보자면 인기 가게에 꼽힌다.",사실형,추론형,긍정,긍정,현재,현재,불확실,확실
