index,user_prompt,유형,유형_예측,극성,극성_예측,시제,시제_예측,확실성,확실성_예측
55,이어 ＂환성이는 1997년 ＇깨비깨비＇로 활동하던 시절 방송국 화장실에서 처음 얘기를 나누었고 NRG 멤버 합류를 권유했다＂며 ＂나는 그 누구보다도 환성이를 그리워했다＂고 심경을 전했다.,사실형,대화형,긍정,긍정,과거,과거,불확실,확실
45,게다가 대주주가 대량 매도하며 ＇주가가 고점을 찍었다＇는 신호로 해석됐다.,사실형,추론형,긍정,긍정,과거,과거,불확실,확실
9,이 회사는 투자 용도로 비트코인을 빌렸으나 최근 가격 폭락에 따른 추가 증거금 납입 요구를 충족하지 못해 대부업체에 제공했던 담보 자산을 강제 청산당한 것으로 알려졌다.,사실형,추론형,긍정,부정,과거,과거,불확실,불확실
4,심지어 잠잘 때도 책을 베고 잤다.,사실형,,긍정,,과거,,불확실,
26,대체복무 기간과 고역의 정도가 과하다고 판단한 셈이다.,사실형,추론형,긍정,긍정,과거,과거,불확실,확실
124,낮 최고기온은 26∼34도로 예보됐다.,사실형,사실형,긍정,긍정,과거,미래,불확실,확실
31,민주당도 공화당의 철벽 수비를 예상했을 것이다.,사실형,추론형,긍정,긍정,과거,미래,불확실,불확실
98,A씨는 지난달 24일부터 미열증상이 있었고 전일 진단검사를 받은 것으로 알려졌다.,사실형,사실형,긍정,긍정,과거,과거,불확실,확실
36,거기에 대관람차를 따분하게 여겼던 세대들도 점차 아찔한 초스피드 놀이 기구보다는 유유자적한 대관람차를 원하기 시작한 것이다.,사실형,추론형,긍정,긍정,과거,과거,불확실,확실
16,시공간의 흐름을 내포했다고 한다.,사실형,추론형,긍정,긍정,과거,과거,불확실,불확실
10,＂100% 안전하고 큰 회사여서 위험률이 제로(0)라는 말을 듣고 투자했다＂는 내용 등이다.,사실형,사실형,긍정,긍정,과거,과거,불확실,확실
93,"그립감이 뛰어난 원통형의 텀블러 디자인이며, 휴대하기 쉽게 스트랩도 적용됐다.",사실형,사실형,긍정,긍정,과거,과거,불확실,확실
111,또 기존에 클래스별로 남녀 중 1종씩만을 지원하기로 했던 것에서 남녀 확장이 가능하도록 변경됐다고 한다.,사실형,추론형,긍정,긍정,과거,과거,불확실,불확실
42,"9일(현지시간) 미국 증권거래위원회(SEC)는 권도형 CEO를 상대로 소비자보호법 위반 여부, 자금 세탁 의혹 등에 대해 수사에 나선 것으로 알려졌다.",사실형,사실형,긍정,긍정,과거,과거,불확실,불확실
118,"아마존웹서비스(AWS), 마이크로소프트(MS), 구글 같은 전 세계 정보기술(IT) 기업과 경쟁에서 충분한 입지를 확보했다.",사실형,사실형,긍정,긍정,과거,과거,불확실,확실
127,이어 ＂어제 있었던 나쁜 예시에 대해 사과한다＂고 미안함을 전했다.,사실형,대화형,긍정,긍정,과거,과거,불확실,확실
96,"제이 햇필드 인프라스트럭처캐피털 최고투자책임자(CIO)는 ＂2만달러는 중요한 기술적 저지선이었고, 이것이 무너지면서 더 많은 마진콜과 강제 청산을 초래해 올해 1만달러 아래로 떨어질 수도 있다＂고 전망했다.",사실형,추론형,긍정,긍정,과거,미래,불확실,불확실
60,"NDC22는 강연 영상을 모두 공개 제공해 업계 종사자는 물론 취업 준비생들이 시간, 물리적 제약 없이 양질의 강연을 들을 수 있게 했다.",사실형,추론형,긍정,긍정,과거,과거,불확실,확실
0,우리나라는 1997년부터 대상국에 포함됐다.,사실형,사실형,긍정,긍정,과거,과거,불확실,확실
84,그때도 1800장의 흙 기와와 건축 자재들을 일일이 사람 손으로 나르고 올려 복원했다고 한다,사실형,사실형,긍정,긍정,과거,과거,불확실,확실
28,각각 30~40대씩 맞았는데 그중 일부는 발가락이 떨어져 나갔다고 한다.,사실형,추론형,긍정,부정,과거,과거,불확실,불확실
40,최대 가방 용량도 1200칸에서 1400칸으로 늘렸다.,사실형,사실형,긍정,긍정,과거,과거,불확실,확실
86,실제 ER 팀의 캐릭터 유닛 리깅 담당들은 전원 스크립트 및 툴 제작이 가능한 개발자로 구성됐다고 한다.,사실형,추론형,긍정,긍정,과거,과거,불확실,불확실
24,또 이동과 아이템 파밍 등에 도움을 주는 영물과 탈것도 마련됐다.,사실형,사실형,긍정,긍정,과거,과거,불확실,확실
25,이 자리에는 우리은행 사외이사들도 함께한 것으로 알려졌다.,사실형,사실형,긍정,긍정,과거,과거,불확실,불확실
23,현재 뒤늦게 교수 중에서 후임자를 물색하고 있는 것으로 알려졌다.,사실형,추론형,긍정,긍정,과거,현재,불확실,불확실
69,상품 대금을 6주에 걸쳐 4번으로 나눠서 납부하는 방식으로 서비스를 제공할 예정이다.,사실형,사실형,긍정,긍정,미래,미래,불확실,확실
190,"현대제철은 본원적 경쟁력에 방점을 두고 최적생산, 최고수익 실현을 통한 질적 성장을 추구할 계획이다.",사실형,예측형,긍정,긍정,미래,미래,불확실,불확실
181,"고양시는 오는 5월까지 영상문화단지 기본 구상과 타당성 검토를 마친 뒤 2022년 그린벨트 해제, 도시개발구역 지정·계획 수립, 2023년 설계, 토지 보상 등을 거쳐 2026년 단지 조성을 완료할 예정이다.",사실형,예측형,긍정,긍정,미래,미래,불확실,불확실
9,"또 새로운 스토리와 지역, 던전, 신규 보스를 지속 추가하며 콘텐츠를 늘려갈 예정이다.",사실형,예측형,긍정,긍정,미래,미래,불확실,불확실
127,우승을 차지해야 도쿄올림픽 출전권을 따낼 수 있다.,사실형,,긍정,,미래,,불확실,
109,해당 기부금은 긴급구호세트 및 구호 물품으로 구호가 필요한 지역에 전달할 예정이다.,사실형,사실형,긍정,긍정,미래,미래,불확실,확실
229,여기에 보다 다양한 이용자층을 확보하기 위한 노력의 경험도 들어볼 수 있다.,사실형,대화형,긍정,긍정,미래,현재,불확실,확실
93,특히 박경의 SNS에서 언급된 그룹 바이브의 소속사 메이저나인은 7일 오후 음원 사재기 의혹을 해명하는 설명회를 열어 해당 논란에 대해 입장을 밝힐 계획이다.,사실형,사실형,긍정,긍정,미래,미래,불확실,확실
150,아이덴티티게임즈와 관계사 액토즈소프트의 경우 지난달 28일부터 재택근무를 시행해왔으며 질병관리본부와 협력해 확산우려를 최소화할 예정이다.,사실형,사실형,긍정,긍정,미래,과거,불확실,확실
15,이런 변화는 손해율 안정화를 통한 수익성 개선과 더불어 장기보장성보험 비중 확대를 통한 성장성도 높일 것으로 기대되고 있다.,사실형,예측형,긍정,긍정,미래,미래,불확실,불확실
226,"전국재해구호협회는 해당 성금을 방호 물품, 진단키트 등 의료물품 부족 상황에 직면한 전국 의료진들과 의료·복지 시설 방역 지원에 사용할 예정이다.",사실형,사실형,긍정,긍정,미래,미래,불확실,확실
55,＇삼성카드 taptapO 카드＇는 기본 할인 영역과 자신에게 맞는 할인 영역을 선택해 혜택을 두루 챙길 수 있다.,사실형,추론형,긍정,긍정,미래,현재,불확실,불확실
192,따라서 사용자들은 주체적으로 본인의 콘텐츠를 교류할 사람들을 설정하고 관리할 수 있어 보다 안전한 플랫폼 환경을 보장받을 수 있다.,사실형,추론형,긍정,긍정,미래,미래,불확실,불확실
30,북미 배급사 네온은 상영관 수를 현재 1060개에서 이번 주말 2000개 이상으로 늘릴 예정이어서 ＇기생충＇은 외국어 영화로는 이례적인 흥행 수입을 올릴 것으로 보인다.,사실형,예측형,긍정,긍정,미래,미래,불확실,불확실
222,지난해 수출이 바닥으로 추락한 기저 효과에 올해 글로벌 반도체 시장이 지난해보다 5~12% 증가할 것으로 예상된다는 전망에서다.,사실형,예측형,긍정,긍정,미래,미래,불확실,불확실
148,이정은도 이달 태국으로 건너가 동계훈련을 마무리한 뒤 2월 첫째 주 호주에서 열리는 ISPS 한다 빅오픈에 출전할 예정이다.,사실형,예측형,긍정,긍정,미래,미래,불확실,불확실
19,정부는 항공우주청 설립을 약속하는 등 산업을 키우기 위해 전폭적인 지원을 할 계획이다.,사실형,사실형,긍정,긍정,미래,미래,불확실,확실
112,＇크레센트＇는 티어-3 승급과 신규 얼티밋 스킬을 획득할 수 있다.,사실형,사실형,긍정,긍정,미래,현재,불확실,불확실
227,올 하반기에는 ＇카드 포인트 통합 현금화 시스템＇이 가동된다.,사실형,사실형,긍정,긍정,미래,미래,불확실,확실
24,"＇대한민국 게임사가 여는 새로운 세상＇을 주제로 컴투스홀딩스, 엑스엘게임즈 등 블록체인, NFT 관련 사업을 진행 중인 다양한 기업의 강연이 진행된다.",사실형,사실형,긍정,긍정,미래,현재,불확실,확실
225,현재 미국에서 개인 훈련 중인 김재환은 1월 중순에 입국할 예정이다.,사실형,예측형,긍정,긍정,미래,미래,불확실,불확실
10,큰 행사가 있으면 임금은 정복인 곤룡포를 입고 옥을 늘어뜨린 면류관을 쓴다.,사실형,사실형,긍정,긍정,미래,현재,불확실,확실
95,또한 실제 라운드에서 들을 수 있을 법한 뛰어난 음향 효과를 통해 생동감 있는 골프를 즐길 수 있다.,사실형,추론형,긍정,긍정,미래,현재,불확실,불확실
156,NFT와 부분유료화 게임이 만났을 때 낼 수 있는 기대 효과에 대해서도 논한다.,사실형,추론형,긍정,긍정,미래,현재,불확실,확실
204,물론 개인 통산 50승 고지에 오른 것도 신지애가 유일하지만 이제 세 번만 더 우승컵에 입맞춤을 하면 한동안 그 누구도 바라볼 수 없는 대기록을 완성한다.,사실형,추론형,긍정,긍정,미래,미래,불확실,확실
25,U-23 대표팀은 지난달 28일 말레이시아로 출국했으며 5일 태국 현지에 도착해 적응할 예정이다.,사실형,사실형,긍정,긍정,미래,과거,불확실,확실
86,"유방암 세포는 뼈, 폐, 간, 뇌 등 온 몸으로 전이될 수 있는데, 이때의 5년 상대생존율은 42.6%으로 낮아진다.",사실형,추론형,긍정,부정,미래,현재,불확실,확실
184,"격리 의무를 풀면 이달 말 확진자가 1만2000명, 7월말에는 3만9000명으로 늘어났다.",사실형,추론형,긍정,긍정,미래,과거,불확실,확실
84,강원도도 김진태 당선인 취임 이후 입주나 시민 공간 활용 등을 최종 결정할 방침이다.,사실형,사실형,긍정,긍정,미래,미래,불확실,확실
18,정부는 이번에 분양가 상한제 개편안도 함께 공개할 예정이다.,사실형,사실형,긍정,긍정,미래,미래,불확실,확실
147,"아울러 다수 확진자가 발생한 국가의 참가자 명단을 김해공항 검역단에 넘겨 입국 단계부터 점검하고, 호텔과 경기장 등 선수들이 주로 머무는 장소에서 발열과 호흡기 증상 여부를 수시로 확인할 방침이다.",사실형,사실형,긍정,긍정,미래,미래,불확실,확실
66,아파치6의 출시계획은 내년 1분기로 예정되어 있다.,사실형,사실형,긍정,긍정,미래,미래,불확실,확실
45,"파이골프 WGT 에디션은 좀처럼 방문이 어려운 페블비치, 세인트 앤드루스 등 20개 이상의 해외 명문 코스를 직접 돌아볼 수 있다.",사실형,사실형,긍정,긍정,미래,현재,불확실,확실
140,지루할 틈 없는 무대로 창작 뮤지컬의 힘을 확인할 수 있다.,사실형,추론형,긍정,긍정,미래,현재,불확실,불확실
125,최강 연맹전에 참가하지 않는 이용자들도 지지하기를 통해 특정 국가를 응원할 경우 지지한 국가의 최종 순위에 따라 국가대전 주화를 보상으로 받을 수 있다.,사실형,사실형,긍정,긍정,미래,미래,불확실,확실
171,"현재는 아름다운, 하이원, 비콘힐스 등 국내 61개, 중국 6개의 골프장을 실감나게 플레이할 수 있다.",사실형,사실형,긍정,긍정,미래,현재,불확실,확실
165,또한 언론 홍보에 취약한 작은 규모의 공연에 보도자료 릴리즈 및 SNS채널을 활용한 홍보도 함께 진행할 예정이다.,사실형,예측형,긍정,긍정,미래,미래,불확실,불확실
16,한국에서 열리는 건 이번이 처음으로 부산 대회에는 87개국에서 선수 1200여 명과 각국 탁구협회 관계자 등 3000여 명이 참가할 예정이다.,사실형,예측형,긍정,긍정,미래,미래,불확실,불확실
211,총 6개 강연이 준비돼 해당 프로젝트에 대한 넥슨의 기대감을 엿볼 수 있다.,사실형,추론형,긍정,긍정,미래,현재,불확실,불확실
178,＇갈라크론드의 부활＇은 하스스톤 1인 모험 본연의 형식으로 다시 돌아가 플레이어들이 미리 짜여진 덱을 사용해 고유한 우두머리 전투를 연달아 치르고 총 35장의 새로운 카드를 수집할 수 있다.,사실형,,긍정,,미래,,불확실,
162,대출한도는 임차보증금의 90% 범위 내 최대 2억원까지며 대출기간은 임대차 기간 내 1년이상 2년이내 만기일시상환 방식으로 이용할 수 있다.,사실형,사실형,긍정,긍정,미래,현재,불확실,확실
161,혈관직경이 2분의 1로 줄어들면 그 속을 지나가는 혈액의 양은 16분의 1로 줄어들게 된다.,사실형,추론형,긍정,긍정,미래,현재,불확실,확실
124,"순수하게 만든 만큼 천연비누로는 세안, 샴푸는 물론 설거지도 할 수 있다.",사실형,사실형,긍정,긍정,미래,현재,불확실,확실
60,이에 시장에서는 한은이 연말까지 잇따라 기준금리를 올릴 것으로 보인다며 자이언트 스텝 가능성까지 내다보고 있다.,사실형,추론형,긍정,긍정,미래,미래,불확실,불확실
200,"그 외 사용자들은 본인의 계정 공개 설정을 직접 선택하고, 콘텐츠별 개인정보 보호 설정도 다르게 적용할 수 있다.",사실형,사실형,긍정,긍정,미래,현재,불확실,확실
231,"해당 모드에서는 대전에 참여한 유저들 중 한 명이 강력한 ＇좀비킹＇으로 변해, 유저와 좀비 진영 간의 치열한 대결을 즐길 수 있다.",사실형,추론형,긍정,긍정,미래,현재,불확실,불확실
82,"안전운항을 위해 신형 항공기 도입도 국내 어떤 민간항공사보다 적극적인 가운데, 차세대 항공기로 주목 받고 있는 A321neo, B787 등과 같은 신형 항공기 100대를 주문 했으며, 이들은 올해부터 오는 2025년까지 순차적으로 도입될 예정이다.",사실형,사실형,긍정,긍정,미래,과거,불확실,확실
117,"노지랑골 사거리에서 몰고리재를 연결하는 이 길은 너덜구간, 숲길이 반복되는데, 노간주나무 고목, 조릿대 군락지 등을 지날 수 있다.",사실형,사실형,긍정,긍정,미래,현재,불확실,확실
146,"이에, 지난해 10월 말 국토교통부로부터 운항증명허가를 교부 받고 양양~제주 국내선과 양양~타이페이 국제선에 취항 중이며, 필리핀, 베트남 등으로 노선을 확대할 예정이다.",사실형,사실형,긍정,긍정,미래,과거,불확실,확실
215,이에 교육부는 첨단산업 분야에 한해 교수만 확보된다면 대학원 정원 증원을 위한 심사를 할 수 있도록 기준을 완화하기로 했다.,사실형,추론형,긍정,긍정,미래,미래,불확실,확실
95,"바쁜 일상에도 혈관 탄력을 사수하는, 매우 간단하면서도 효과가 뛰어난 운동이 있다.",사실형,사실형,긍정,긍정,현재,현재,불확실,확실
15,이곳에서 막걸리를 마시면 그리운 사람이 돌아온다.,사실형,추론형,긍정,긍정,현재,현재,불확실,확실
30,"손을 씻을 때 꼭 비누가 필요한 것은 아니지만, 문제는 기름기 또는 진한 오염 물질을 만졌을 때다.",사실형,추론형,긍정,긍정,현재,현재,불확실,확실
158,"이 책은 하이프 머신이 생산성 혁신, 사회 복지, 민주화, 건강, 연대 등을 안겨줄 수 있지만 동시에 통제하지 못한다면 민주주의와 경제, 공중위생에 치명상을 입힐 ＇양날의 칼＇이라 정의한다.",사실형,추론형,긍정,긍정,현재,현재,불확실,확실
128,"구축한 데이터를 기반으로 자율주행 셔틀, 배달 로봇, 드론 등을 운용할 수 있다.",사실형,추론형,긍정,긍정,현재,현재,불확실,불확실
115,"주 1회 병원 인근 교회, 성당과 연계해 예배와 미사도 진행한다.",사실형,사실형,긍정,긍정,현재,현재,불확실,확실
69,계면활성제에 대한 경계의 목소리가 커지자 포괄적 계면활성제를 가리키는 설페이트라는 용어를 사용하는 경향도 생겨나기 시작했다.,사실형,추론형,긍정,긍정,현재,과거,불확실,확실
170,하반기 부산 이전 계획이 본격화할 경우 본점에서 일하는 전문직이나 젊은 직원들을 중심으로 이탈 속도가 더 빨라질 것이란 관측이 나온다.,사실형,추론형,긍정,긍정,현재,미래,불확실,불확실
174,그래서 강한 향을 원하는 경우 주문 시 신중할 필요가 있다.,사실형,추론형,긍정,긍정,현재,현재,불확실,확실
45,이에 일부 이용자는 원작 ＇카트라이더＇의 물리엔진이 있으니 빨리 출시해달라는 의견을 내놓기도 한다고 한다.,사실형,대화형,긍정,긍정,현재,현재,불확실,불확실
66,2018 자카르타-팔렘방 아시안게임 금메달이라는 김 감독의 뛰어난 업적을 감안해도 이번만큼은 올림픽 본선행에 가시밭길이 예상된다.,사실형,추론형,긍정,긍정,현재,미래,불확실,불확실
182,최대 1500W의 풍성한 사운드 출력을 자랑한다.,사실형,사실형,긍정,긍정,현재,현재,불확실,확실
165,사운드가 정교하다는 뜻이다.,사실형,,긍정,,현재,,불확실,
78,문학을 하더라도 만약 온화하면 수명을 연장할 수 있으며 그림을 그려도 너무 기교만을 추구하면 단명하기도 한다.,사실형,추론형,긍정,긍정,현재,현재,불확실,불확실
186,"이들은 여러 셀럽, 브랜드와 함께 MZ세대 브랜딩과 바이럴 콘텐츠를 기반으로 하는 숏폼 소셜 계정 매니지먼트를 주력으로 한다.",사실형,사실형,긍정,긍정,현재,현재,불확실,확실
177,"전이성 유방암 치료는 암이 발생한 연령, 병리적 특성, 환자의 심리 상태 등을 고려해 수술, 방사선치료, 항암화학요법, 내분비요법 등이 활용된다.",사실형,사실형,긍정,긍정,현재,현재,불확실,확실
56,또한 1월 말까지 쥬라기월드 전시회를 평일 오후 2시 이전에 방문하면 본인에 한해 1만원에 이용할 수 있는 할인 쿠폰도 주어진다.,사실형,사실형,긍정,긍정,현재,현재,불확실,확실
152,속초해수욕장에 속초아이가 생겼다고 해서 후딱 가 보았다.,사실형,사실형,긍정,긍정,현재,과거,불확실,확실
82,그런데 말이다.,사실형,대화형,긍정,긍정,현재,현재,불확실,확실
68,무엇보다 지난달 5일 골든글로브 시상식 때 수상 소감은 명언으로 꼽힌다.,사실형,사실형,긍정,긍정,현재,과거,불확실,확실
124,"기획재정부는 내년 물가 상승률을 3%로 전망했는데, 내년 물가가 5%까지 뛸 수도 있다는 계산이 나온다.",사실형,추론형,긍정,긍정,현재,미래,불확실,불확실
16,"이 골목에서는 비교적 나중에 생긴 식당인데, 현재 손님 수로 보자면 인기 가게에 꼽힌다.",사실형,추론형,긍정,긍정,현재,현재,불확실,확실
148,2017년 치과의사들에게 헤리 시스템에 대한 강연회를 시작한 이래 기존 임플란트의 부작용을 해결한 이 시스템의 우수성을 공유하고 있는 치과들이 점점 늘어나고 있다.,사실형,사실형,긍정,긍정,현재,현재,불확실,확실
93,병원 생활의 활력을 더해주는 다양한 프로그램도 갖췄다.,사실형,사실형,긍정,긍정,현재,과거,불확실,확실
65,"공공시설물 위치 및 관리 상태 파악, 도심의 교통량 분석, 도로의 배수량 예상, 도시 정비 계획 수립도 가능하다.",사실형,사실형,긍정,긍정,현재,현재,불확실,확실
60,"저장 공간은 4GB, 메모리는 16MB다.",사실형,사실형,긍정,긍정,현재,현재,불확실,확실
84,신산업 기업들이 관련 전공 학부생 정원과 대학원 정원 증원을 정부에 계속 요구해온 이유이기도 하다.,사실형,추론형,긍정,긍정,현재,과거,불확실,확실
67,이렇게 건강에 좋은 산삼도 열이 많은 체질은 복용을 삼가야 하는 것으로 알려져 있다.,사실형,추론형,긍정,부정,현재,현재,불확실,불확실
125,스카이댄스와 협업하면서 네트워크를 강화해 글로벌 진출에 더욱 가속도를 내겠다는 전략으로 풀이된다.,사실형,추론형,긍정,긍정,현재,미래,불확실,불확실
132,시간이 흘러 일본 변기에는 ＇뇌가 달렸다＇는 평이 붙을 지경이다.,사실형,추론형,긍정,긍정,현재,현재,불확실,불확실
9,"투자, 배급사인 CJ ENM과 조율해 영화의 완성도를 끌어올린 주인공이기도 하다.",사실형,사실형,긍정,긍정,현재,현재,불확실,확실
18,단순히 자금만 대주는 벤처캐피털이 아닌 세계 진출의 징검다리 역할을 하고 선배 창업자들의 인적 네트워크를 제공하는 것을 표방한다.,사실형,사실형,긍정,긍정,현재,현재,불확실,확실
55,문제는 입원 치료의 적정성 여부를 어떻게 판단할 것인지다.,사실형,,긍정,,현재,,불확실,
75,"다수 외신은 이 작품이 국제영화상, 감독상, 각본상, 작품상 등 후보로 지명될 것으로 보고 있다.",사실형,추론형,긍정,긍정,현재,미래,불확실,불확실
150,다른 소셜미디어와 동영상 플랫폼들도 숏폼 시장에 속속 뛰어드는 중이다.,사실형,사실형,긍정,긍정,현재,현재,불확실,확실
104,화웨이가 아시아·태평양 지역에서 차지하는 영향력을 절감하게 했다.,사실형,추론형,긍정,긍정,현재,과거,불확실,확실
135,양 측면에는 듀얼 패시브 라디에이터가 적용되어 저음의 웅장함과 깊이를 더한다.,사실형,사실형,긍정,긍정,현재,현재,불확실,확실
137,현재 전북도 관계자는 ＇기생충＇ 세트장 복원을 위해 배급사인 CJ 측과 접촉하고 있는 것으로 알려졌다.,사실형,사실형,긍정,긍정,현재,현재,불확실,확실
164,일부 영재교육원은 사실상 지원만 하면 합격하는 수준으로 전락했다고 전한다.,사실형,추론형,긍정,부정,현재,과거,불확실,불확실
76,무선 제어 기능을 활용하면 최대 30m 떨어진 곳에서도 원격으로 조작할 수 있다.,사실형,추론형,긍정,긍정,현재,현재,불확실,불확실
79,40평대 이상 넓은 면적의 준신축 아파트 역시 상대적으로 오를 여지가 있다.,사실형,추론형,긍정,긍정,현재,미래,불확실,불확실
197,랜드로버 디펜더 모델 가격은 8000만~1억원 수준인 것으로 알려져 있다.,사실형,추론형,긍정,긍정,현재,현재,불확실,불확실
38,전문가 대부분은 정비사업 활성화가 집값 상승에 긍정적으로 작용할 것이라고 본다.,사실형,추론형,긍정,긍정,현재,미래,불확실,불확실
24,이에 ＇기생충＇은 중국과 미국(＇패션 오브 크라이스트＇) 영화를 제외하곤 비영어 작품이 가닿은 적 없는 5억달러대 매출까지 가능하다는 관측이 나온다.,사실형,추론형,긍정,긍정,현재,미래,불확실,불확실
122,하지만 일각에서는 신종 코로나 이슈가 장기적으로 지속되더라도 코스피에 미치는 파급은 제한적일 것이라는 예측도 나온다.,사실형,추론형,긍정,긍정,현재,미래,불확실,불확실
195,만약 운전자가 믿음이 가지 않으면 비교 견적 차원에서 다른 정비 업소를 들러보기도 한다.,사실형,추론형,긍정,긍정,현재,현재,불확실,확실
29,"산지 습지, 너덜바위 지대, 떡갈나무숲 등을 지날 수 있다.",사실형,사실형,긍정,긍정,현재,현재,불확실,확실
19,"또한 침실, 거실, 주방등 공간을 인식해 공간 특성에 적합한 흡입력과 물청소 강도를 조절한다.",사실형,사실형,긍정,긍정,현재,현재,불확실,확실
143,일각에서는 해리 왕손이 영연방 국가인 캐나다에 여왕을 대리하는 직책인 총독으로 임명될 수 있다는 설도 나오고 있다.,사실형,추론형,긍정,긍정,현재,미래,불확실,불확실
86,"유유히 흐르는 낙동강과 소나무 숲의 향기, 깎아지른 절벽 등 환상적인 자연 풍광에 매료된 것이다.",사실형,추론형,긍정,긍정,현재,과거,불확실,확실
0,연내 중국 내 주요 도시의 랜드마크를 중심으로 5호점까지 늘릴 계획이다.,사실형,사실형,미정,긍정,미래,미래,불확실,확실
1,모집 기간은 다음달 5일까지며 인터뷰 및 초빙 설명회는 다음달 10일 서울에서 진행될 예정이다.,사실형,사실형,미정,긍정,미래,미래,불확실,불확실
2,"부트캠프에서는 게임 개발, 디자인, 비즈니스 개발, 유저 확보 및 수익화, 게임 테스팅 워크샵, 리더십 트레이닝 등 다양한 세션이 진행될 예정이다.",사실형,사실형,미정,긍정,미래,미래,불확실,불확실
3,게임의 스토리를 진행할수록 각 캐릭터에게 영감을 준 실존 경주마의 특성과 성격을 잘 고증하는 세계관도 확인할 수 있다.,사실형,추론형,미정,긍정,미래,현재,불확실,확실
4,"미국이 0.75%포인트 금리 인상에 나설 경우, 미국의 기준금리 상단이 1.75%가 돼 한국의 기준금리와 같아지게 된다.",사실형,추론형,미정,긍정,미래,미래,불확실,확실
5,국내 게임 시장의 최고 인기 장르 중 하나인 MMORPG에 등장하는 캐릭터는 어떻게 개발될까.,사실형,대화형,미정,긍정,미래,현재,불확실,불확실
6,이 기술이 구현되면 배드민턴을 배우는 사람들이 제대로 셔틀콕을 쳤는지 스스로 점검이 가능한 시스템이 만들어진다.,사실형,추론형,미정,긍정,미래,미래,불확실,확실
7,장인은 노점을 개설해 다른 이용자에게 아이템을 판매하고 재화를 획득할 수도 있다.,사실형,추론형,미정,긍정,미래,현재,불확실,불확실
8,"둘째, 콘택트렌즈도 너무 오래 쓰면 안구건조증의 원인이 될 수 있다.",사실형,추론형,미정,긍정,미래,현재,불확실,불확실
9,전장에 배치된 구조물을 파괴해 유불리를 전환할 수도 있다.,사실형,추론형,미정,긍정,미래,미래,불확실,불확실
10,"병원에 전달된 후원금은 방호복, 마스크, 손세정제 등의 부족으로 어려움을 겪고 있는 현장 의료진들의 방역 물품을 지원하는 데 우선적으로 쓰이며 환자 치료를 위한 의료 기기 구비 및 확산 방지를 위해 노력하는 의료진 활동 등에 사용될 예정이다.",사실형,사실형,미정,긍정,미래,미래,불확실,불확실
11,"＇휴식＇, ＇외출＇, ＇양호실＇을 선택하거나 육성 과정에서 적성의 ＇스킬＇을 획득할 수도 있다.",사실형,,미정,,미래,,불확실,
12,"또한, KC-330은 오는 14일 개최되는 한미 안보협의회의(ROK-US Security Consultative Meeting, SCM) 참석하는 우리 대표단(단장 서욱 국방장관)을 태우고 태평양을 건너갈 예정이다.",사실형,예측형,미정,긍정,미래,미래,불확실,불확실
13,＂＇디지털 미디어렙(광고매체 판매 대행사)＇을 넘어 ＇넘버원 디지털 마케팅 플랫폼 기업＇으로 도약할 것이다.＂,사실형,예측형,미정,긍정,미래,미래,불확실,불확실
14,치료 시기를 놓치면 증상이 점차 악화할뿐더러 심한 경우 실명으로 이어질 수 있다.,사실형,추론형,미정,긍정,미래,미래,불확실,불확실
15,이미 농축산물 가격이 고공행진을 벌이는 상황이라 정부 대책이 얼마나 효과를 거둘지는 미지수다.,사실형,추론형,미정,긍정,미래,현재,불확실,불확실
16,한 호남권 과학고 교장은 ＂5~6년 전까지는 입학생 100명 중 10명가량이 매우 뛰어난 실력을 보였다＂며 ＂하지만 최근에는 그 비율이 100명 중 5명 정도로 줄어든 것 같다＂고 전했다.,사실형,대화형,미정,긍정,미래,과거,불확실,불확실
17,＇양식장＇에서 스시집에서 사용할 물고기를 기를 수 있고 미션 수행 실패 시 잃은 물고기를 어느 정도 회복할 수 있다.,사실형,사실형,미정,긍정,미래,현재,불확실,확실
18,이날 경북 내륙지방을 중심으로 낮 기온이 오르면서 후텁지근한 날씨가 이어지겠다.,사실형,사실형,미정,긍정,미래,미래,불확실,확실
19,특히 장인 랭킹을 통해 다른 이들이 만들 수 없는 아이템을 제작하거나 해당 서버에서만 가능한 아이템 제작을 맡을 수도 있다.,사실형,추론형,미정,긍정,미래,미래,불확실,불확실
20,FORT는 총 10억개가 공급되며 보유자는 재단의 거버넌스 투표에 참여할 수 있다.,사실형,사실형,미정,긍정,미래,현재,불확실,확실
21,유치가 썩어 충치가 되면 신경이 이어진 영구치 씨앗에 전이될 수 있다.,사실형,추론형,미정,긍정,미래,미래,불확실,불확실
0,"애써 오를 만한 산은 아니지만, 일생에 한 번은 가봐야 할 수행의 산길이라 할 수 있다.",사실형,추론형,미정,긍정,현재,현재,불확실,불확실
1,"그러나 최근에는 표적치료제의 등장으로 전이성 유방암 치료 성적이 크게 개선됐으며, 5년 이상의 장기 생존 역시 기대할 수 있게 됐다.",사실형,추론형,미정,긍정,현재,과거,불확실,확실
2,경찰은 박 씨가 앞서 달리던 화물차를 제대로 보지 못해 사고가 난 것으로 보고 있다.,사실형,추론형,미정,긍정,현재,현재,불확실,확실
3,여기에 한정된 코스트 내에서 별도 능력 ＇렙톤＇을 착용해 전략을 고도화할 수 있다.,사실형,추론형,미정,긍정,현재,현재,불확실,불확실
